Driver,Team,LapTime,LapNumber,Stint,TyreLife,FreshTyre,Compound,TrackTemp,AirTemp,Sector1Time,Sector2Time,Sector3Time,Location,Year,Country,EventName,EventDate,TrackLenght,NumTurns,RaceDistance,NumLaps,Taction,AsphaltGrip,AsphaltAbrasion,TrackEvolution,TyreStress,Braking,LateralLoad,Downforce,Soft,Medium,Hard
BOT,Alfa Romeo,80.577,2.0,1.0,2.0,True,SOFT,21.8,14.8,28.254,18.317,34.006,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ZHO,Alfa Romeo,79.958,2.0,1.0,2.0,True,SOFT,21.8,14.8,28.049,18.03,33.879,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
MAG,Haas F1 Team,79.392,2.0,1.0,2.0,True,SOFT,21.8,14.8,27.65,18.066,33.676,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
NOR,McLaren,79.566,2.0,1.0,2.0,True,SOFT,21.8,14.8,27.712,18.088,33.766,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALB,Williams,78.944,3.0,1.0,3.0,True,SOFT,21.9,14.8,27.334,17.895,33.715,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
TSU,AlphaTauri,81.765,3.0,1.0,3.0,True,SOFT,22.1,14.9,27.472,18.147,36.146,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
DEV,AlphaTauri,79.994,3.0,1.0,3.0,True,SOFT,22.1,14.9,27.814,18.227,33.953,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HUL,Haas F1 Team,78.373,3.0,1.0,3.0,True,SOFT,22.1,14.9,27.066,17.889,33.418,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
PIA,McLaren,79.556,3.0,1.0,3.0,True,SOFT,22.1,14.9,27.742,18.115,33.699,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
VER,Red Bull Racing,78.063,4.0,2.0,4.0,False,SOFT,23.0,15.2,27.126,17.577,33.36,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALO,Aston Martin,79.077,4.0,2.0,4.0,False,SOFT,23.0,15.2,27.647,17.863,33.567,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
STR,Aston Martin,78.519,4.0,2.0,2.0,True,SOFT,23.0,15.2,27.227,17.739,33.553,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RUS,Mercedes,79.036,4.0,2.0,4.0,False,SOFT,23.0,15.2,27.388,17.88,33.768,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HAM,Mercedes,78.689,4.0,2.0,4.0,False,SOFT,23.0,15.2,27.465,17.804,33.42,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALB,Williams,78.143,7.0,2.0,3.0,True,SOFT,23.1,15.3,27.101,17.48,33.562,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
SAI,Ferrari,78.347,5.0,2.0,5.0,False,SOFT,23.1,15.3,27.186,17.793,33.368,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
LEC,Ferrari,78.815,5.0,2.0,5.0,False,SOFT,23.2,15.3,27.379,17.769,33.667,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
NOR,McLaren,78.632,7.0,2.0,3.0,True,SOFT,23.2,15.3,27.277,17.871,33.484,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
PIA,McLaren,79.203,7.0,2.0,3.0,True,SOFT,23.2,15.3,27.455,17.914,33.834,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
BOT,Alfa Romeo,79.053,7.0,2.0,3.0,True,SOFT,23.2,15.3,27.174,17.962,33.917,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
GAS,Alpine,78.702,4.0,2.0,3.0,True,SOFT,23.2,15.3,27.267,17.701,33.734,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
SAR,Williams,78.891,7.0,3.0,3.0,True,SOFT,23.2,15.3,27.364,17.569,33.958,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ZHO,Alfa Romeo,78.767,7.0,2.0,3.0,True,SOFT,23.2,15.3,27.371,17.941,33.455,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
OCO,Alpine,78.645,5.0,2.0,3.0,True,SOFT,23.2,15.3,27.446,17.687,33.512,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALO,Aston Martin,77.832,6.0,2.0,6.0,False,SOFT,23.5,15.4,26.852,17.67,33.31,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
DEV,AlphaTauri,78.752,7.0,2.0,3.0,True,SOFT,23.5,15.4,27.378,17.966,33.408,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
VER,Red Bull Racing,77.469,6.0,2.0,6.0,False,SOFT,23.5,15.4,26.982,17.528,32.959,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
TSU,AlphaTauri,78.799,7.0,2.0,3.0,True,SOFT,23.5,15.4,27.246,17.899,33.654,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
STR,Aston Martin,78.088,6.0,2.0,4.0,True,SOFT,23.5,15.4,27.081,17.677,33.33,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RUS,Mercedes,78.091,6.0,2.0,6.0,False,SOFT,23.5,15.4,27.124,17.695,33.272,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HAM,Mercedes,78.169,6.0,2.0,6.0,False,SOFT,23.5,15.4,27.22,17.63,33.319,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALB,Williams,77.962,9.0,2.0,5.0,True,SOFT,23.6,15.4,27.06,17.468,33.434,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
SAI,Ferrari,78.017,7.0,2.0,7.0,False,SOFT,23.7,15.4,27.065,17.683,33.269,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
LEC,Ferrari,78.218,7.0,2.0,7.0,False,SOFT,23.7,15.4,27.208,17.691,33.319,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
BOT,Alfa Romeo,78.84,9.0,2.0,5.0,True,SOFT,23.7,15.4,27.249,17.896,33.695,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
MAG,Haas F1 Team,78.277,7.0,2.0,3.0,True,SOFT,23.7,15.4,27.017,17.717,33.543,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
PIA,McLaren,78.702,9.0,2.0,5.0,True,SOFT,23.7,15.4,27.306,17.894,33.502,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
GAS,Alpine,78.538,6.0,2.0,5.0,True,SOFT,23.7,15.4,27.459,17.647,33.432,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HUL,Haas F1 Team,78.034,7.0,2.0,3.0,True,SOFT,23.7,15.4,27.214,17.638,33.182,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
SAR,Williams,78.557,9.0,3.0,5.0,True,SOFT,23.7,15.4,27.329,17.552,33.676,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ZHO,Alfa Romeo,78.54,9.0,2.0,5.0,True,SOFT,23.7,15.5,27.348,17.828,33.364,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
OCO,Alpine,78.115,7.0,2.0,5.0,True,SOFT,23.7,15.5,27.192,17.606,33.317,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
DEV,AlphaTauri,78.45,9.0,2.0,5.0,True,SOFT,23.7,15.5,27.219,17.841,33.39,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
VER,Red Bull Racing,77.384,8.0,2.0,8.0,False,SOFT,23.7,15.5,26.94,17.462,32.982,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
TSU,AlphaTauri,78.471,9.0,2.0,5.0,True,SOFT,23.7,15.5,27.095,17.923,33.453,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RUS,Mercedes,77.871,8.0,2.0,8.0,False,SOFT,23.7,15.5,27.032,17.673,33.166,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
STR,Aston Martin,78.06,8.0,2.0,6.0,True,SOFT,23.7,15.5,27.017,17.748,33.295,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HAM,Mercedes,77.689,8.0,2.0,8.0,False,SOFT,23.7,15.5,27.052,17.679,32.958,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
NOR,McLaren,78.308,10.0,2.0,6.0,True,SOFT,23.5,15.5,27.191,17.881,33.236,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALB,Williams,78.076,11.0,2.0,7.0,True,SOFT,23.5,15.5,27.071,17.476,33.529,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
BOT,Alfa Romeo,78.714,11.0,2.0,7.0,True,SOFT,23.9,15.6,27.133,17.961,33.62,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
MAG,Haas F1 Team,78.159,9.0,2.0,5.0,True,SOFT,23.9,15.6,27.1,17.713,33.346,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
SAI,Ferrari,77.928,9.0,2.0,9.0,False,SOFT,23.9,15.6,27.059,17.718,33.151,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
GAS,Alpine,78.312,8.0,2.0,7.0,True,SOFT,23.9,15.7,27.167,17.638,33.507,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HUL,Haas F1 Team,78.029,9.0,2.0,5.0,True,SOFT,23.9,15.7,27.245,17.563,33.221,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ZHO,Alfa Romeo,78.676,11.0,2.0,7.0,True,SOFT,23.9,15.7,27.323,17.93,33.423,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
PIA,McLaren,78.517,11.0,2.0,7.0,True,SOFT,23.9,15.7,27.289,17.865,33.363,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
SAR,Williams,78.582,11.0,3.0,7.0,True,SOFT,23.9,15.7,27.172,17.577,33.833,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
OCO,Alpine,77.77,9.0,2.0,7.0,True,SOFT,23.9,15.7,27.14,17.587,33.043,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
DEV,AlphaTauri,79.096,11.0,2.0,7.0,True,SOFT,23.9,15.7,27.34,18.081,33.675,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALO,Aston Martin,81.129,10.0,2.0,10.0,False,SOFT,23.9,15.7,26.969,17.617,36.543,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
TSU,AlphaTauri,78.578,11.0,2.0,7.0,True,SOFT,23.9,15.7,27.212,17.88,33.486,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RUS,Mercedes,77.654,10.0,2.0,10.0,False,SOFT,23.9,15.7,26.875,17.622,33.157,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
STR,Aston Martin,77.873,10.0,2.0,8.0,True,SOFT,24.3,15.7,27.065,17.704,33.104,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
NOR,McLaren,78.243,12.0,2.0,8.0,True,SOFT,24.3,15.7,27.265,17.841,33.137,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALO,Aston Martin,77.681,13.0,3.0,2.0,True,SOFT,23.7,15.5,26.942,17.627,33.112,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
STR,Aston Martin,77.616,13.0,3.0,2.0,True,SOFT,23.7,15.5,26.958,17.591,33.067,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
DEV,AlphaTauri,79.487,15.0,3.0,3.0,True,SOFT,23.7,15.5,27.799,18.096,33.592,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
LEC,Ferrari,77.56,12.0,3.0,3.0,True,SOFT,23.7,15.5,26.924,17.586,33.05,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
SAI,Ferrari,77.743,13.0,3.0,3.0,True,SOFT,23.7,15.5,26.966,17.676,33.101,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
MAG,Haas F1 Team,78.64,13.0,3.0,3.0,True,SOFT,23.7,15.6,27.428,17.765,33.447,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
TSU,AlphaTauri,79.019,15.0,3.0,3.0,True,SOFT,23.7,15.6,27.311,17.979,33.729,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HUL,Haas F1 Team,77.663,13.0,3.0,3.0,True,SOFT,23.7,15.6,27.116,17.568,32.979,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALB,Williams,78.225,15.0,3.0,7.0,False,SOFT,23.7,15.6,27.043,17.491,33.691,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
VER,Red Bull Racing,77.219,12.0,3.0,3.0,True,SOFT,23.7,15.6,26.843,17.494,32.882,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALO,Aston Martin,77.283,15.0,3.0,4.0,True,SOFT,23.7,15.7,26.768,17.628,32.887,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RUS,Mercedes,78.139,14.0,3.0,3.0,True,SOFT,23.7,15.7,27.158,17.679,33.302,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HAM,Mercedes,77.756,13.0,3.0,3.0,True,SOFT,23.7,15.7,26.885,17.621,33.25,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
DEV,AlphaTauri,79.234,17.0,3.0,5.0,True,SOFT,23.7,15.6,27.327,17.945,33.962,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
TSU,AlphaTauri,78.533,17.0,3.0,5.0,True,SOFT,23.9,15.6,27.196,17.868,33.469,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
SAI,Ferrari,77.676,15.0,3.0,5.0,True,SOFT,23.9,15.6,26.963,17.664,33.049,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
OCO,Alpine,78.082,13.0,3.0,3.0,True,SOFT,23.9,15.6,27.182,17.604,33.296,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
GAS,Alpine,78.548,12.0,3.0,3.0,True,SOFT,24.0,15.7,27.328,17.689,33.531,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALO,Aston Martin,77.79,17.0,3.0,6.0,True,SOFT,24.0,15.7,26.737,17.695,33.358,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RUS,Mercedes,77.607,16.0,3.0,5.0,True,SOFT,24.0,15.7,26.876,17.532,33.199,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HAM,Mercedes,77.828,15.0,3.0,5.0,True,SOFT,24.0,15.7,26.906,17.621,33.301,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
NOR,McLaren,78.185,20.0,4.0,3.0,True,SOFT,24.2,15.7,26.982,17.818,33.385,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
OCO,Alpine,77.768,15.0,3.0,5.0,True,SOFT,24.2,15.7,26.987,17.678,33.103,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
GAS,Alpine,77.787,14.0,3.0,5.0,True,SOFT,24.2,15.7,26.934,17.617,33.236,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALB,Williams,77.761,19.0,4.0,3.0,True,SOFT,24.0,15.6,26.879,17.486,33.396,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
DEV,AlphaTauri,78.335,20.0,4.0,2.0,True,SOFT,24.0,15.6,27.215,17.843,33.277,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HAM,Mercedes,77.762,17.0,3.0,7.0,True,SOFT,24.0,15.6,27.096,17.647,33.019,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
VER,Red Bull Racing,77.056,15.0,4.0,6.0,False,SOFT,24.0,15.6,26.737,17.49,32.829,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
OCO,Alpine,77.866,17.0,3.0,7.0,True,SOFT,24.0,15.6,27.046,17.566,33.254,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
GAS,Alpine,77.574,16.0,3.0,7.0,True,SOFT,23.9,15.6,26.963,17.471,33.14,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
MAG,Haas F1 Team,78.129,17.0,4.0,3.0,True,SOFT,23.9,15.6,26.959,17.743,33.427,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HUL,Haas F1 Team,77.412,18.0,4.0,3.0,True,SOFT,23.9,15.6,26.937,17.643,32.832,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
STR,Aston Martin,77.67,19.0,4.0,5.0,False,SOFT,23.9,15.6,26.972,17.653,33.045,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
DEV,AlphaTauri,78.647,22.0,4.0,4.0,True,SOFT,23.9,15.6,27.316,17.957,33.374,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
SAI,Ferrari,77.349,19.0,4.0,3.0,True,SOFT,23.9,15.6,26.79,17.608,32.951,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
TSU,AlphaTauri,78.099,21.0,4.0,3.0,True,SOFT,23.9,15.6,26.996,17.86,33.243,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RUS,Mercedes,77.513,20.0,3.0,9.0,True,SOFT,23.9,15.6,26.894,17.608,33.011,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HAM,Mercedes,77.551,19.0,3.0,9.0,True,SOFT,23.9,15.6,26.911,17.599,33.041,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
LEC,Ferrari,77.39,17.0,4.0,3.0,True,SOFT,23.9,15.6,26.856,17.549,32.985,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
NOR,McLaren,78.119,23.0,4.0,6.0,True,SOFT,23.9,15.6,27.11,17.716,33.293,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
VER,Red Bull Racing,77.578,18.0,5.0,2.0,True,SOFT,23.3,15.3,26.739,17.576,33.263,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HUL,Haas F1 Team,78.046,21.0,5.0,4.0,False,SOFT,23.3,15.3,26.785,17.705,33.556,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALO,Aston Martin,77.303,21.0,4.0,3.0,True,SOFT,23.3,15.4,26.657,17.655,32.991,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
LEC,Ferrari,77.535,21.0,5.0,3.0,True,SOFT,23.3,15.4,26.933,17.6,33.002,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
SAI,Ferrari,77.408,23.0,5.0,3.0,True,SOFT,23.3,15.4,26.728,17.556,33.124,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RUS,Mercedes,77.348,24.0,4.0,3.0,True,SOFT,23.3,15.4,26.735,17.518,33.095,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HAM,Mercedes,77.271,23.0,4.0,3.0,True,SOFT,23.2,15.4,26.762,17.532,32.977,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
GAS,Alpine,77.829,20.0,4.0,3.0,True,SOFT,23.2,15.4,26.92,17.58,33.329,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALB,Williams,77.723,24.0,5.0,3.0,True,SOFT,23.2,15.4,26.927,17.415,33.381,Melbourne,2023,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
