Time,Driver,DriverNumber,Team,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,AirTemp,TrackTemp,Rainfall,Humidity,WindSpeed,WindDirection,TrackLenght,NumTurns,Traction,AsphaltGrip,AsphaltAbrasion,TrackEvolution,TyreStress,Braking,LateralLoad,Downforce,Soft,Medium,Hard,Location,Country,Year,EventDate,Quali_Rank,Max_Straight_Speed,Avg_Lap_Speed,Min_Corner_Speed,Peak_Cornering_G,Peak_Braking_G,Peak_Acceleration_G,Peak_Downforce_N,Avg_Downforce_N,Peak_Drag_N,Peak_Front_Load_N,Peak_Rear_Load_N,Team_Pace_EMA,Driver_Teammate_Gap_EMA,Driver_Consistency_EMA,Degradation_EMA
0 days 01:14:47.968000,LEC,16,Ferrari,90.558,14.0,5.0,29.115,38.702,22.741,SOFT,2.0,True,19.4,24.3,False,51.0,0.6,343,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,1.0,88.33333333333333,59.24410447122759,35.03356325925926,6.315997149498061,-5.639209910664137,1.65533529925732,30061.176736111112,15110.574495742507,8124.64236111111,15967.697324575285,23405.277477666164,-1.6064208236208282,-0.4187094861660081,1.29494535668946,0.138100274725275
0 days 01:15:15.614000,VER,1,Red Bull Racing,90.681,13.0,4.0,28.97,38.832,22.879,SOFT,2.0,True,19.4,24.2,False,51.0,0.8,2,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,2.0,89.44444444444444,58.978948683940544,24.943576666666665,6.049043470844844,-4.409588478657851,2.1499942479302274,30822.189081790122,14709.98250977528,8330.321373456789,15830.6959826989,23927.015267301096,-1.454665669671699,-0.2142584204413475,1.1765898299954742,0.1312532134532137
0 days 01:07:34.650000,SAI,55,Ferrari,90.687,11.0,4.0,29.036,38.842,22.809,SOFT,2.0,True,19.3,24.5,False,53.0,0.5,354,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,3.0,88.05555555555556,59.10269376891889,34.72222222222222,6.617073224701034,-5.031731474246152,2.2380763464826017,29872.410001929013,14717.819359979563,8073.6243248456785,15139.07630117489,23294.98684177142,-1.6064208236208282,0.4187094861660081,1.2854643948236797,0.0883002076355019
0 days 01:15:21.593000,PER,11,Red Bull Racing,90.921,17.0,6.0,29.18,38.894,22.847,SOFT,2.0,True,19.4,24.2,False,51.0,0.8,2,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,4.0,89.72222222222221,58.9730487179066,36.388888888888886,6.820775044670068,-4.622779195122462,1.6714517339643533,31013.928520447527,14899.578713116058,8382.142843364196,16030.054735813212,24011.176938430777,-1.454665669671699,0.2142584204413475,1.2781444641339588,0.1140153100575896
0 days 00:55:33.904000,HAM,44,Mercedes,91.048,10.0,3.0,29.1,39.038,22.91,SOFT,2.0,True,19.3,25.0,False,55.0,0.6,10,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,5.0,88.05555555555556,59.004300319105326,26.944444444444443,6.203373847129861,-4.674010491754615,1.6682667786712893,29872.410001929013,14982.63198163258,8073.6243248456785,14955.89279968398,23263.427286413884,-0.951461819789411,-0.3402341437632145,1.1727430103512866,0.1000509964483031
0 days 01:14:42.047000,BOT,77,Kick Sauber,91.56,14.0,5.0,29.203,39.296,23.061,SOFT,2.0,True,19.4,24.3,False,51.0,0.6,343,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,6.0,87.77777777777777,58.564858910110715,21.944444444444443,5.678949150506425,-5.1008705140331,1.6178927146140683,29684.23780864197,14615.656090123959,8022.76697530864,16242.405284289263,23164.21883683127,0.0328354809983972,-0.0730444444444454,1.502042063863778,0.0761586361007415
0 days 00:45:43.397000,MAG,20,Haas F1 Team,91.461,8.0,3.0,29.391,39.191,22.879,SOFT,2.0,True,19.4,25.1,False,55.0,0.5,7,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,7.0,88.61111111111111,58.72465389810682,35.27777777777778,6.07793754948979,-4.699044040395675,1.6219872135961024,30250.538011188273,14832.226487718432,8175.821084104939,15326.96476728019,23533.814768402597,0.217927156177151,-1.0968010335917315,1.438348735828202,0.0966480913694144
0 days 00:55:23.970000,ALO,14,Alpine,91.621,10.0,4.0,29.306,39.305,23.01,SOFT,2.0,True,19.3,25.0,False,55.0,0.6,10,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,8.0,88.88888888888889,58.44960391636041,31.955555555555556,6.05471585699385,-4.407432932058313,1.9533541980487379,30440.493827160495,14497.06889314681,8227.16049382716,15468.916114760259,23638.699307336625,0.0056504182092373,0.2550913621262453,1.2284473125256803,0.1213049366639486
0 days 00:55:29.527000,RUS,63,Mercedes,91.252,10.0,3.0,29.197,39.104,22.951,SOFT,2.0,True,19.3,25.0,False,55.0,0.6,10,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,9.0,87.5,58.73824812378128,24.444444444444443,6.366243961793166,-4.733578094559734,1.6287611968861673,29496.66015625,14653.763756774344,7972.0703125,15542.248419811292,23028.989958003258,-0.951461819789411,0.3402341437632145,1.1954415628239008,0.0544655011655014
0 days 00:55:49.280000,GAS,10,RB,91.635,14.0,5.0,29.253,39.335,23.047,SOFT,2.0,True,19.3,25.0,False,55.0,0.6,10,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,10.0,87.77777777777777,58.48717849722497,24.555555555555557,6.502141106881685,-6.172618364669459,1.607232972377163,29684.23780864197,14672.168860029575,8022.76697530864,14931.405667806648,23174.937106795587,0.0390973335607433,0.1494364937388189,1.017922320318416,0.084113012477718
0 days 00:46:36.127000,OCO,31,Alpine,91.782,8.0,3.0,29.407,39.294,23.081,SOFT,2.0,True,19.4,25.1,False,55.0,0.5,358,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,11.0,89.16666666666667,58.25109285887654,19.444444444444443,6.182894714638661,-4.871997619704726,1.6794600708119247,30631.04418402778,14588.316653509688,8278.66059027778,15949.88234827111,23756.408840945634,0.0056504182092373,-0.2550913621262453,1.1762085158968263,0.0372126873126875
0 days 00:45:51.426000,MSC,47,Haas F1 Team,91.998,8.0,3.0,29.538,39.43,23.03,SOFT,2.0,True,19.4,25.1,False,55.0,0.5,7,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,12.0,88.61111111111111,58.409438710150646,21.695313111111112,5.485570556644392,-5.236764255765952,1.7859586306489792,30250.538011188273,14536.40070351433,8175.821084104939,15646.244378629406,23593.236465378624,0.217927156177151,1.0968010335917315,1.6232264239026577,0.1688778004655141
0 days 00:54:57.610000,NOR,4,McLaren,92.008,13.0,4.0,29.544,39.355,23.109,SOFT,2.0,True,19.4,25.0,False,56.0,0.4,22,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,13.0,87.22222222222221,58.27519552872673,22.77777777777778,6.03944364052818,-4.41645631523362,1.8694591513295242,29309.677044753083,14566.395130302693,7921.534336419752,15069.333021403672,22839.7688790645,1.2438633033632989,0.2606666666666661,1.891545827286439,0.1883003743587372
0 days 00:50:37.212000,ALB,23,Williams,92.664,12.0,5.0,29.564,39.897,23.203,SOFT,2.0,True,19.4,25.0,False,56.0,0.4,16,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,14.0,87.5,57.753906587077644,25.018518518518515,6.101554480787673,-4.788273532076774,1.534293245343879,29496.66015625,14472.368696619425,7972.0703125,15094.561030067267,23008.19364068394,1.3519773675936415,-0.3854883720930244,1.4104887762899314,0.1574627648667117
0 days 00:33:22.928000,ZHO,24,Kick Sauber,92.493,5.0,2.0,29.501,39.796,23.196,SOFT,2.0,True,19.5,25.6,False,56.0,0.5,9,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,15.0,87.77777777777777,57.991477961752146,33.888888888888886,4.893977691400622,-4.080591676995782,1.6997855314575427,29684.23780864197,14401.640265571723,8022.76697530864,14909.321764808985,23193.025719003355,0.0328354809983972,0.0730444444444454,1.545974893746021,-0.0178643356643359
0 days 00:33:11.381000,TSU,22,RB,92.75,7.0,3.0,29.724,39.811,23.215,SOFT,2.0,True,19.5,25.6,False,56.0,0.5,9,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,16.0,88.88888888888889,57.907130460408986,23.40277777777778,5.749590965135908,-4.7809731556493436,1.5773518802829085,30440.493827160495,14530.297699121282,8227.16049382716,15298.573346369205,23679.920371166005,0.0390973335607433,-0.1494364937388189,1.243118105200508,0.0232261738261741
0 days 00:33:32.812000,HUL,27,Aston Martin,92.777,5.0,2.0,29.833,39.76,23.184,SOFT,2.0,True,19.5,25.6,False,56.0,0.5,9,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,17.0,86.11111111111111,57.701758389060025,35.003471999999995,5.296867633268283,-4.351032112022961,1.845647974466206,28567.690007716054,14027.983463407852,7720.997299382717,14799.206602554874,22479.585477006174,1.208946636696632,0.5707380952380953,1.8222919393750447,0.2273862372122762
0 days 00:32:41.097000,RIC,3,McLaren,92.945,7.0,2.0,29.763,39.862,23.32,SOFT,2.0,True,19.5,25.6,False,56.0,0.6,352,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,18.0,86.38888888888889,57.668945935242256,21.38888888888889,5.931093878769069,-5.242564968505737,1.6546766155758552,28752.294955632715,14195.16029690202,7770.890528549383,15948.863565823434,22602.695924305164,1.2438633033632989,-0.2606666666666661,1.6010346168546812,0.1213050338530772
0 days 00:33:01.815000,STR,18,Aston Martin,93.032,5.0,2.0,29.906,39.844,23.282,SOFT,2.0,True,19.5,25.6,False,56.0,0.5,9,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,19.0,86.66666666666667,57.56617650566111,23.055555555555554,5.083414882439239,-4.586146323137795,1.7244583403992755,28937.49444444445,14167.02672858065,7820.944444444445,14739.554556354398,22702.525056721857,1.208946636696632,-0.5707380952380953,1.5028344315617657,0.1282075788730373
0 days 00:25:21.165000,LAT,6,Williams,93.634,4.0,2.0,29.81,40.495,23.329,SOFT,2.0,True,19.5,25.9,False,57.0,0.5,5,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,20.0,88.88888888888889,57.24501606984727,32.5,5.676358129113573,-4.442067692930282,1.4960166824587027,30440.493827160495,14173.927193281757,8227.16049382716,15469.333598054624,23670.75064266118,1.3519773675936415,0.3854883720930244,1.4246604934491185,0.14883516642671
0 days 02:19:28.320000,PER,11,Red Bull Racing,88.2,18.0,6.0,32.299,28.323,27.578,SOFT,2.0,True,23.2,24.7,False,62.0,2.7,338,6.174,27,2,4,2,4,3,3,4,2,C5,C4,C3,Jeddah,Saudi Arabia,2022,2022-03-27,1.0,93.05555555555556,69.092750029687,36.388888888888886,6.694544068592645,-4.80435642138832,1.6907417560494384,33361.175974151236,19308.27600813171,9016.534047067902,16938.913796444267,25504.323311699434,-1.510582001077597,0.1306921951219509,1.2143929814827918,0.0567032864996077
0 days 02:18:57.189000,LEC,16,Ferrari,88.225,20.0,7.0,32.134,28.347,27.744,SOFT,3.0,True,23.2,24.7,False,62.0,3.0,337,6.174,27,2,4,2,4,3,3,4,2,C5,C4,C3,Jeddah,Saudi Arabia,2022,2022-03-27,2.0,90.55555555555556,69.21098312780077,38.888888888888886,6.981500131280873,-4.417131558017005,1.4406136441535502,31592.714081790127,19548.641551280914,8538.57137345679,15263.96676004059,24411.950047027374,-1.583155281240502,-0.3249145805884937,1.1771085217522423,0.079809490024325
0 days 02:10:53.492000,SAI,55,Ferrari,88.402,17.0,6.0,32.289,28.482,27.631,SOFT,7.0,False,23.2,24.8,False,61.0,2.2,351,6.174,27,2,4,2,4,3,3,4,2,C5,C4,C3,Jeddah,Saudi Arabia,2022,2022-03-27,3.0,90.83333333333333,68.97005703850917,27.91111111111111,6.925287920751585,-4.658417065504193,1.6954374387762376,31786.831684027777,19407.169349245763,8591.035590277777,15895.74640336075,24521.753690342077,-1.583155281240502,0.3249145805884937,1.2437729731330434,0.0334551274859827
0 days 02:19:41.752000,VER,1,Red Bull Racing,88.461,21.0,6.0,32.314,28.335,27.812,SOFT,3.0,True,23.2,24.7,False,62.0,2.7,338,6.174,27,2,4,2,4,3,3,4,2,C5,C4,C3,Jeddah,Saudi Arabia,2022,2022-03-27,4.0,92.5,68.75601384677596,43.888888888888886,6.757065324136483,-4.6875589348615545,1.884178388274493,32964.02265625,19243.61370636053,8909.1953125,16033.176381876496,25278.221154682902,-1.510582001077597,-0.1306921951219509,1.1587225793977791,0.0725558907009578
0 days 02:10:58.973000,OCO,31,Alpine,89.068,16.0,4.0,32.566,28.589,27.913,SOFT,9.0,False,23.2,24.8,False,61.0,2.2,351,6.174,27,2,4,2,4,3,3,4,2,C5,C4,C3,Jeddah,Saudi Arabia,2022,2022-03-27,5.0,90.83333333333333,68.45635001153626,35.55555555555556,6.9956382988092045,-5.04482971382478,1.5894652278036183,31786.831684027777,19099.957865271237,8591.035590277777,15911.493120512081,24506.471928337414,0.1239117062817799,-0.2675509962133052,1.3281758383430269,-0.0019020805588168
0 days 02:15:02.411000,RUS,63,Mercedes,89.104,19.0,6.0,32.501,28.548,28.055,SOFT,3.0,True,23.2,24.7,False,62.0,2.7,336,6.174,27,2,4,2,4,3,3,4,2,C5,C4,C3,Jeddah,Saudi Arabia,2022,2022-03-27,6.0,89.72222222222221,68.42249888076171,30.833333333333332,6.994544726612141,-4.454346195930812,1.5890786388771798,31013.928520447527,19098.740123203424,8382.142843364196,15975.113022011905,24005.996838966883,-0.7337954040558071,-0.0738162704988277,1.208671226115948,-0.0009969711765106
0 days 02:19:47.263000,ALO,14,Alpine,89.147,19.0,5.0,32.724,28.581,27.842,SOFT,2.0,True,23.2,24.7,False,62.0,2.7,338,6.174,27,2,4,2,4,3,3,4,2,C5,C4,C3,Jeddah,Saudi Arabia,2022,2022-03-27,7.0,91.11111111111111,68.45778669686187,35.27777777777778,6.942868448728223,-4.547999338992648,1.4680483691160842,31981.5438271605,19110.485591202294,8643.660493827161,15746.131237880012,24672.423975377234,0.1239117062817799,0.2675509962133052,1.2146513583070266,0.0302568630972703
0 days 02:19:24.054000,BOT,77,Kick Sauber,89.183,21.0,4.0,32.544,28.572,28.067,SOFT,6.0,True,23.2,24.7,False,62.0,2.7,338,6.174,27,2,4,2,4,3,3,4,2,C5,C4,C3,Jeddah,Saudi Arabia,2022,2022-03-27,8.0,90.83333333333333,68.19494534581666,28.055555555555554,6.900049087842767,-5.217004818259298,1.6001528698346208,31786.831684027777,18978.303604582245,8591.035590277777,15883.836668792603,24528.425131260155,0.2446492951818269,-0.0265438095238094,1.3684451958085786,-0.0011870161417529
0 days 02:10:49.397000,GAS,10,RB,89.254,17.0,6.0,32.698,28.586,27.97,SOFT,5.0,False,23.2,24.8,False,61.0,2.2,351,6.174,27,2,4,2,4,3,3,4,2,C5,C4,C3,Jeddah,Saudi Arabia,2022,2022-03-27,9.0,91.38888888888889,68.32906482079662,42.72014766565471,6.809827060993869,-4.556364822332427,1.6248304628571355,32176.85051118827,19189.44115096006,8696.446084104937,16542.236984296844,24650.16900711591,0.2016778352906635,0.0,1.2253542161616957,0.0161334579732018
0 days 01:59:29.944000,MAG,20,Haas F1 Team,89.546,17.0,5.0,32.821,28.703,28.022,SOFT,5.0,False,23.3,24.9,False,62.0,2.2,7,6.174,27,2,4,2,4,3,3,4,2,C5,C4,C3,Jeddah,Saudi Arabia,2022,2022-03-27,10.0,91.66666666666667,68.10888116547135,43.333333333333336,6.854553612483168,-3.964894974070533,1.7359591770158744,32372.751736111117,18956.303795597905,8749.392361111113,16414.618458640154,24886.656086160805,0.1437363895211687,0.0,1.4456735785982486,0.0277796992363195
0 days 01:58:09.033000,NOR,4,McLaren,89.651,15.0,5.0,32.721,28.669,28.261,SOFT,3.0,False,23.2,24.9,False,62.0,2.7,314,6.174,27,2,4,2,4,3,3,4,2,C5,C4,C3,Jeddah,Saudi Arabia,2022,2022-03-27,11.0,89.72222222222221,67.94857072541821,36.388888888888886,6.88636476349186,-5.469263026348119,1.5343170469130627,31013.928520447527,18712.93068974665,8382.142843364196,15727.664169183814,24016.701049636384,0.949799321934101,0.0138873180873184,1.838619912798911,0.0687853226315537
0 days 02:00:08.767000,RIC,3,McLaren,89.773,16.0,5.0,32.78,28.776,28.217,SOFT,4.0,False,23.3,24.9,False,62.0,2.2,7,6.174,27,2,4,2,4,3,3,4,2,C5,C4,C3,Jeddah,Saudi Arabia,2022,2022-03-27,12.0,89.16666666666667,67.843504119913,30.833333333333332,6.979835179751319,-4.512601453847056,1.555222813238695,30631.04418402778,18814.067233320253,8278.66059027778,15511.546215384686,23787.252423712824,0.949799321934101,-0.0138873180873184,1.4581373738094556,0.0156869745975607
0 days 02:00:14.392000,ZHO,24,Kick Sauber,89.819,16.0,4.0,33.028,28.714,28.077,SOFT,5.0,False,23.3,24.9,False,62.0,2.2,7,6.174,27,2,4,2,4,3,3,4,2,C5,C4,C3,Jeddah,Saudi Arabia,2022,2022-03-27,13.0,91.11111111111111,67.79890535192902,42.541666666666664,6.983419904437784,-4.498789062260388,1.5271690708736945,31981.5438271605,18821.385897701177,8643.660493827161,16392.115613233454,24619.224374178415,0.2446492951818269,0.0265438095238094,1.5111410797665163,-0.0924875478605279
0 days 00:40:01.431000,STR,18,Aston Martin,90.256,8.0,3.0,33.048,28.884,28.324,SOFT,2.0,True,23.8,25.9,False,57.0,2.4,331,6.174,27,2,4,2,4,3,3,4,2,C5,C4,C3,Jeddah,Saudi Arabia,2022,2022-03-27,15.0,90.83333333333333,67.54818107668804,45.67460368253968,6.946631162723306,-5.264475808581384,1.7016633031414288,31786.831684027777,18539.784268298074,8591.035590277777,15850.011776384536,24518.178749297636,1.1350061473309263,-0.3145644257703078,1.448045635848893,0.0673178593425737
0 days 00:39:55.065000,HAM,44,Mercedes,90.343,10.0,2.0,33.085,28.967,28.291,SOFT,6.0,True,23.8,25.9,False,57.0,2.4,331,6.174,27,2,4,2,4,3,3,4,2,C5,C4,C3,Jeddah,Saudi Arabia,2022,2022-03-27,16.0,90.0,67.41202142880253,34.44444444444444,6.876199441361332,-5.6379263970254625,1.6484133004846853,31206.2625,18788.337233199214,8434.125,15727.604366343206,24141.329808537896,-0.7337954040558071,0.0738162704988277,1.3222372975383334,-0.013415894845806
0 days 00:39:32.934000,ALB,23,Williams,90.492,8.0,2.0,33.167,28.975,28.35,SOFT,4.0,True,23.8,25.9,False,57.0,2.4,331,6.174,27,2,4,2,4,3,3,4,2,C5,C4,C3,Jeddah,Saudi Arabia,2022,2022-03-27,17.0,90.83333333333333,67.28496701357858,36.94444444444444,6.955693029053403,-4.899046697425086,1.6090818946278964,31786.831684027777,18409.968794356762,8591.035590277777,16334.826738009526,24520.603770274993,1.4760609384527192,-0.9085780911291188,1.4659502652545973,0.0557526317285144
0 days 00:40:08.708000,HUL,27,Aston Martin,90.543,9.0,3.0,33.201,28.915,28.427,SOFT,2.0,True,23.8,25.9,False,57.0,2.4,331,6.174,27,2,4,2,4,3,3,4,2,C5,C4,C3,Jeddah,Saudi Arabia,2022,2022-03-27,18.0,90.0,67.33844270036911,32.383332977777776,6.997725713349123,-4.543363789359207,1.6483264754613312,31206.2625,18573.92263286099,8434.125,15648.848248615497,24145.74839634378,1.1350061473309263,0.3145644257703078,1.6303031534762862,0.1056926018148887
0 days 00:17:54.830000,LAT,6,Williams,91.817,2.0,1.0,33.926,29.247,28.644,SOFT,2.0,True,23.7,25.9,False,55.0,3.0,347,6.174,27,2,4,2,4,3,3,4,2,C5,C4,C3,Jeddah,Saudi Arabia,2022,2022-03-27,19.0,90.27777777777777,66.21337316441051,26.152778666666666,6.824880575916329,-5.187939784259708,1.9230984288499886,31399.191020447528,17925.981225430136,8486.267843364196,17210.619251267428,24281.15260342902,1.4760609384527192,0.9085780911291188,1.1346499171480076,0.0579494515043778
0 days 01:47:16.360000,LEC,16,Ferrari,77.868,20.0,5.0,26.74,17.786,33.342,SOFT,3.0,True,22.5,26.9,False,62.0,0.5,324,5.278,14,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2022,2022-04-10,1.0,87.22222222222221,67.2043375381472,31.666666666666664,6.8209418999941684,-4.253392074604348,1.503970001072039,29309.677044753083,18642.663168627783,7921.534336419752,15035.508310086536,22950.682959687925,-1.687832077224568,0.0,1.1516035902490016,0.0440303186868987
0 days 01:46:42.629000,VER,1,Red Bull Racing,78.154,20.0,5.0,26.865,17.792,33.497,SOFT,2.0,True,22.5,26.9,False,62.0,0.5,324,5.278,14,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2022,2022-04-10,2.0,88.61111111111111,66.76196157119497,32.72916622222222,6.901299276181784,-4.061451815354346,1.6027507756786383,30250.538011188273,18495.34496459763,8175.821084104939,15311.233431031744,23490.58791133002,-1.2987585853173007,0.0680343332764794,1.1024394535955362,0.0460149247949062
0 days 01:44:00.669000,PER,11,Red Bull Racing,78.24,18.0,4.0,26.845,17.76,33.635,SOFT,2.0,True,22.5,26.8,False,61.0,1.8,318,5.278,14,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2022,2022-04-10,3.0,88.88888888888889,66.78700260538803,35.14814696296296,6.527971735543709,-4.334089808367642,1.6506957613128685,30440.493827160495,18395.051014641707,8227.16049382716,15734.969712749304,23649.315400449497,-1.2987585853173007,-0.0680343332764794,1.2897229886639423,0.0253131571265528
0 days 01:47:11.532000,NOR,4,McLaren,78.703,19.0,5.0,27.047,17.991,33.665,SOFT,2.0,True,22.5,26.9,False,62.0,0.5,324,5.278,14,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2022,2022-04-10,4.0,87.22222222222221,66.41555074394591,29.54475259259259,6.935752234940121,-4.65613950754119,1.460289051408698,29309.677044753083,18143.48835305489,7921.534336419752,15165.170426305622,22956.860258550554,0.4673518968014062,0.0046687544887546,1.5918520667488505,0.0238664656435613
0 days 01:47:53.027000,HAM,44,Mercedes,78.825,27.0,6.0,26.975,18.0,33.85,SOFT,5.0,True,22.5,26.9,False,62.0,0.6,327,5.278,14,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2022,2022-04-10,5.0,87.5,66.28581921572699,45.833333333333336,6.304252952322959,-4.833846510173845,1.6432318112340407,29496.66015625,17919.42356117258,7972.0703125,15178.339302034858,23055.391139622425,-0.7875600336976332,0.0387539168886691,1.3380415568116062,-0.0377730352274628
0 days 01:47:47.876000,RUS,63,Mercedes,78.933,25.0,6.0,27.037,18.05,33.846,SOFT,5.0,True,22.5,26.9,False,62.0,0.6,327,5.278,14,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2022,2022-04-10,6.0,86.94444444444444,66.13492533471495,33.61111111111111,6.388864572076081,-4.418965114864852,1.577727386281676,29123.288474151235,18003.35615218006,7871.159047067901,15303.420968042992,22819.597380706546,-0.7875600336976332,-0.0387539168886691,1.2757558275119432,-0.0296492224073904
0 days 01:25:37.665000,RIC,3,McLaren,79.032,18.0,6.0,27.143,18.066,33.823,SOFT,5.0,False,22.9,26.9,False,61.0,1.2,311,5.278,14,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2022,2022-04-10,7.0,86.66666666666667,66.1422868859338,46.666666666666664,6.791897829057995,-4.331100774718027,1.4537210971449455,28937.49444444445,18003.37681273595,7820.944444444445,15015.685864334,22726.021511465635,0.4673518968014062,-0.0046687544887546,1.3560252880913422,-0.0082384015019335
0 days 01:47:30.265000,OCO,31,Alpine,79.061,22.0,7.0,26.96,17.963,34.138,SOFT,2.0,True,22.5,26.9,False,62.0,0.6,327,5.278,14,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2022,2022-04-10,8.0,89.16666666666667,66.1877769191857,30.3409098989899,6.86649315193796,-4.0115485885696405,1.552208776256994,30631.04418402778,17873.758416284043,8278.66059027778,15840.817091964043,23767.14719999005,0.1561193796566178,-0.37752488948274,1.2838978841384,-0.0088517093649723
0 days 01:02:59.599000,ALO,14,Alpine,78.815,8.0,3.0,27.015,17.78,34.02,SOFT,2.0,True,23.0,29.0,False,58.0,1.0,303,5.278,14,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2022,2022-04-10,10.0,89.72222222222221,66.25965961671317,33.434028,6.892782977603159,-5.844488347920932,1.4324131187328804,31013.928520447527,18043.286519122386,8382.142843364196,17366.844049103584,24031.82410609996,0.1561193796566178,0.37752488948274,1.3306978543073251,0.0505993617973314
0 days 01:02:39.329000,GAS,10,RB,79.226,13.0,4.0,27.317,18.086,33.823,SOFT,5.0,False,23.0,29.0,False,58.0,1.0,303,5.278,14,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2022,2022-04-10,11.0,88.05555555555556,66.74580602743629,46.666666666666664,6.753941011643018,-4.945604505627301,1.6848041955519588,29872.410001929013,18224.4827669062,8073.6243248456785,15609.387597625946,23206.169579938334,0.3222595168320628,-0.0445233046023745,1.19066661187492,-0.002086571224503
0 days 00:26:49.201000,BOT,77,Kick Sauber,79.251,4.0,1.0,27.193,18.019,34.039,SOFT,4.0,True,23.9,30.8,False,54.0,0.6,89,5.278,14,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2022,2022-04-10,12.0,87.77777777777777,65.75042977945759,30.555555555555554,6.88858494696725,-4.217663847298901,1.5987240091625419,29684.23780864197,17815.07908434591,8022.76697530864,15151.781087385876,23125.152155618725,0.274458458891002,-0.1443537604617598,1.3871520355536702,-0.0316784122844682
0 days 01:14:52.684000,TSU,22,RB,79.424,16.0,5.0,27.079,18.098,34.247,SOFT,4.0,True,23.0,28.4,False,60.0,0.6,332,5.278,14,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2022,2022-04-10,13.0,88.33333333333333,65.90274887183783,31.38888888888889,6.496061682749972,-4.640487761049699,1.499598462834379,30061.176736111112,17789.022442286536,8124.64236111111,15541.19481228394,23425.592624011202,0.3222595168320628,0.0445233046023745,1.1628411877307725,0.0093035444535124
0 days 00:30:09.941000,ZHO,24,Kick Sauber,79.91,7.0,2.0,27.625,18.204,34.081,SOFT,2.0,True,23.8,30.4,False,54.0,1.1,0,5.278,14,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2022,2022-04-10,14.0,87.5,65.58354723522586,31.7453704691358,6.896842080484735,-4.6502632441893725,1.5096252174159466,29496.66015625,17631.846509534185,7972.0703125,15249.489295855838,23130.134179552468,0.274458458891002,0.1443537604617598,1.4387497728696077,-0.0716601372359956
