Time,Driver,DriverNumber,Team,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,Position,AirTemp,TrackTemp,Rainfall,Humidity,WindSpeed,WindDirection,TrackLenght,NumTurns,NumLaps,RaceDistance,Traction,AsphaltGrip,AsphaltAbrasion,TrackEvolution,TyreStress,Braking,LateralLoad,Downforce,Soft,Medium,Hard,Location,Country,Year
0 days 01:38:32.707000,ALB,23,Williams,101.181,21.0,2.0,31.952,44.364,24.865,MEDIUM,8.0,True,16.0,22.7,27.6,False,37.0,0.4,16,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:40:13.523000,ALB,23,Williams,100.816,22.0,2.0,31.982,44.142,24.692,MEDIUM,9.0,True,15.0,22.8,27.5,False,37.0,0.3,18,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:41:54.259000,ALB,23,Williams,100.736,23.0,2.0,32.003,44.164,24.569,MEDIUM,10.0,True,15.0,22.8,27.5,False,36.0,0.3,7,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:43:34.928000,ALB,23,Williams,100.669,24.0,2.0,31.949,44.039,24.681,MEDIUM,11.0,True,15.0,22.8,27.5,False,36.0,0.2,40,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:45:15.960000,ALB,23,Williams,101.032,25.0,2.0,32.094,44.267,24.671,MEDIUM,12.0,True,15.0,22.8,27.4,False,36.0,0.2,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:46:57.588000,ALB,23,Williams,101.628,26.0,2.0,32.172,44.583,24.873,MEDIUM,13.0,True,15.0,22.8,27.5,False,35.0,0.2,19,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:48:39.641000,ALB,23,Williams,102.053,27.0,2.0,32.127,45.057,24.869,MEDIUM,14.0,True,16.0,22.8,27.4,False,36.0,0.3,11,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:50:20.996000,ALB,23,Williams,101.355,28.0,2.0,32.097,44.381,24.877,MEDIUM,15.0,True,16.0,22.8,27.4,False,36.0,0.3,277,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:52:02.501000,ALB,23,Williams,101.505,29.0,2.0,32.11,44.662,24.733,MEDIUM,16.0,True,16.0,22.9,27.3,False,36.0,0.1,97,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:53:43.521000,ALB,23,Williams,101.02,30.0,2.0,32.037,44.231,24.752,MEDIUM,17.0,True,16.0,22.9,27.3,False,36.0,0.2,6,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:55:24.751000,ALB,23,Williams,101.23,31.0,2.0,32.091,44.371,24.768,MEDIUM,18.0,True,16.0,22.9,27.1,False,36.0,0.2,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:57:05.992000,ALB,23,Williams,101.241,32.0,2.0,32.123,44.467,24.651,MEDIUM,19.0,True,16.0,22.8,27.3,False,36.0,0.1,57,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:58:46.855000,ALB,23,Williams,100.863,33.0,2.0,32.078,44.115,24.67,MEDIUM,20.0,True,16.0,22.8,27.2,False,36.0,0.2,15,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:00:28.058000,ALB,23,Williams,101.203,34.0,2.0,32.206,44.251,24.746,MEDIUM,21.0,True,16.0,22.8,27.1,False,36.0,0.0,317,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:05:54.499000,ALB,23,Williams,99.165,37.0,3.0,31.836,43.213,24.116,MEDIUM,4.0,False,18.0,22.8,27.1,False,36.0,0.2,317,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:07:33.626000,ALB,23,Williams,99.127,38.0,3.0,31.632,43.295,24.2,MEDIUM,5.0,False,17.0,22.8,27.0,False,35.0,0.2,53,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:09:12.651000,ALB,23,Williams,99.025,39.0,3.0,31.639,43.23,24.156,MEDIUM,6.0,False,17.0,22.8,27.0,False,35.0,0.1,62,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:10:51.791000,ALB,23,Williams,99.14,40.0,3.0,31.583,43.33,24.227,MEDIUM,7.0,False,17.0,22.7,26.8,False,36.0,0.1,40,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:12:31.076000,ALB,23,Williams,99.285,41.0,3.0,31.73,43.337,24.218,MEDIUM,8.0,False,17.0,22.7,26.8,False,36.0,0.2,183,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:14:10.331000,ALB,23,Williams,99.255,42.0,3.0,31.622,43.307,24.326,MEDIUM,9.0,False,16.0,22.7,26.9,False,36.0,0.1,195,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:15:49.656000,ALB,23,Williams,99.325,43.0,3.0,31.755,43.299,24.271,MEDIUM,10.0,False,16.0,22.7,26.9,False,36.0,0.3,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:31:10.314000,ALB,23,Williams,97.702,51.0,4.0,31.241,42.411,24.05,SOFT,8.0,False,15.0,22.4,26.5,False,36.0,0.1,300,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:32:48.031000,ALB,23,Williams,97.717,52.0,4.0,31.141,42.491,24.085,SOFT,9.0,False,15.0,22.4,26.5,False,37.0,0.0,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:34:26.104000,ALB,23,Williams,98.073,53.0,4.0,31.314,42.62,24.139,SOFT,10.0,False,15.0,22.4,26.3,False,36.0,0.2,29,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:36:04.460000,ALB,23,Williams,98.356,54.0,4.0,31.301,42.889,24.166,SOFT,11.0,False,15.0,22.4,26.5,False,36.0,0.1,329,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:37:43.286000,ALB,23,Williams,98.826,55.0,4.0,31.391,43.089,24.346,SOFT,12.0,False,14.0,22.4,26.3,False,36.0,0.3,354,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:06:00.690000,ALO,14,Alpine,100.412,2.0,1.0,32.208,43.527,24.677,SOFT,5.0,False,9.0,23.9,29.0,False,26.0,0.3,13,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:07:40.916000,ALO,14,Alpine,100.226,3.0,1.0,32.073,43.487,24.666,SOFT,6.0,False,9.0,23.8,29.0,False,26.0,0.5,357,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:09:21.013000,ALO,14,Alpine,100.097,4.0,1.0,32.043,43.3,24.754,SOFT,7.0,False,9.0,23.8,28.8,False,29.0,0.4,13,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:11:01.478000,ALO,14,Alpine,100.465,5.0,1.0,32.045,43.554,24.866,SOFT,8.0,False,9.0,23.8,28.7,False,31.0,0.3,50,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:12:42.136000,ALO,14,Alpine,100.658,6.0,1.0,32.105,43.625,24.928,SOFT,9.0,False,9.0,23.8,28.5,False,33.0,0.4,316,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:14:22.959000,ALO,14,Alpine,100.823,7.0,1.0,32.196,43.68,24.947,SOFT,10.0,False,9.0,23.6,28.3,False,34.0,0.2,12,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:16:05.330000,ALO,14,Alpine,102.371,8.0,1.0,32.863,44.324,25.184,SOFT,11.0,False,10.0,23.6,28.3,False,35.0,0.3,354,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:17:46.778000,ALO,14,Alpine,101.448,9.0,1.0,32.246,44.097,25.105,SOFT,12.0,False,10.0,23.5,28.1,False,36.0,0.1,339,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:19:28.651000,ALO,14,Alpine,101.873,10.0,1.0,32.304,44.451,25.118,SOFT,13.0,False,10.0,23.4,28.0,False,36.0,0.2,26,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:24:52.019000,ALO,14,Alpine,99.05,13.0,2.0,31.641,43.009,24.4,MEDIUM,2.0,True,17.0,23.1,27.8,False,37.0,0.2,242,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:28:11.979000,ALO,14,Alpine,100.256,15.0,2.0,32.146,43.439,24.671,MEDIUM,4.0,True,11.0,23.2,27.8,False,38.0,0.2,31,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:29:52.551000,ALO,14,Alpine,100.572,16.0,2.0,31.432,44.539,24.601,MEDIUM,5.0,True,9.0,23.1,27.7,False,38.0,0.2,54,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:31:31.985000,ALO,14,Alpine,99.434,17.0,2.0,31.784,43.161,24.489,MEDIUM,6.0,True,9.0,23.0,27.7,False,38.0,0.3,148,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:33:11.794000,ALO,14,Alpine,99.809,18.0,2.0,31.857,43.465,24.487,MEDIUM,7.0,True,9.0,22.9,27.8,False,38.0,0.2,1,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:34:51.579000,ALO,14,Alpine,99.785,19.0,2.0,31.849,43.369,24.567,MEDIUM,8.0,True,9.0,22.8,27.9,False,38.0,0.3,69,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:36:31.453000,ALO,14,Alpine,99.874,20.0,2.0,31.875,43.342,24.657,MEDIUM,9.0,True,9.0,22.8,27.7,False,37.0,0.2,45,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:38:11.540000,ALO,14,Alpine,100.087,21.0,2.0,32.038,43.401,24.648,MEDIUM,10.0,True,9.0,22.7,27.6,False,37.0,0.4,16,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:39:52.044000,ALO,14,Alpine,100.504,22.0,2.0,32.011,43.827,24.666,MEDIUM,11.0,True,9.0,22.8,27.5,False,37.0,0.3,18,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:41:31.966000,ALO,14,Alpine,99.922,23.0,2.0,31.933,43.25,24.739,MEDIUM,12.0,True,9.0,22.8,27.5,False,37.0,0.4,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:43:12.462000,ALO,14,Alpine,100.496,24.0,2.0,32.115,43.613,24.768,MEDIUM,13.0,True,9.0,22.8,27.5,False,36.0,0.2,40,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:48:34.215000,ALO,14,Alpine,97.995,27.0,3.0,31.537,42.402,24.056,HARD,2.0,True,14.0,22.8,27.4,False,36.0,0.3,11,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:50:13.123000,ALO,14,Alpine,98.908,28.0,3.0,31.621,43.09,24.197,HARD,3.0,True,14.0,22.8,27.4,False,36.0,0.3,277,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:51:51.803000,ALO,14,Alpine,98.68,29.0,3.0,31.615,42.799,24.266,HARD,4.0,True,14.0,22.9,27.3,False,36.0,0.1,97,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:53:30.429000,ALO,14,Alpine,98.626,30.0,3.0,31.41,42.884,24.332,HARD,5.0,True,12.0,22.9,27.3,False,36.0,0.2,6,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:55:09.387000,ALO,14,Alpine,98.958,31.0,3.0,31.833,42.805,24.32,HARD,6.0,True,11.0,22.9,27.1,False,36.0,0.2,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:56:48.540000,ALO,14,Alpine,99.153,32.0,3.0,31.722,43.088,24.343,HARD,7.0,True,11.0,22.8,27.3,False,36.0,0.1,57,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:58:28.226000,ALO,14,Alpine,99.686,33.0,3.0,31.906,43.345,24.435,HARD,8.0,True,11.0,22.8,27.2,False,36.0,0.1,9,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:00:07.434000,ALO,14,Alpine,99.208,34.0,3.0,31.777,43.026,24.405,HARD,9.0,True,11.0,22.8,27.1,False,36.0,0.0,317,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:01:46.648000,ALO,14,Alpine,99.214,35.0,3.0,31.782,43.037,24.395,HARD,10.0,True,11.0,22.7,27.0,False,36.0,0.0,50,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:03:26.037000,ALO,14,Alpine,99.389,36.0,3.0,31.84,43.098,24.451,HARD,11.0,True,11.0,22.7,27.0,False,36.0,0.0,239,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:05:05.463000,ALO,14,Alpine,99.426,37.0,3.0,31.847,43.04,24.539,HARD,12.0,True,10.0,22.8,27.1,False,36.0,0.1,49,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:06:45.497000,ALO,14,Alpine,100.034,38.0,3.0,32.059,43.299,24.676,HARD,13.0,True,10.0,22.8,27.0,False,35.0,0.2,53,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:08:25.506000,ALO,14,Alpine,100.009,39.0,3.0,31.896,43.59,24.523,HARD,14.0,True,10.0,22.8,27.0,False,35.0,0.1,54,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:10:05.801000,ALO,14,Alpine,100.295,40.0,3.0,32.088,43.517,24.69,HARD,15.0,True,11.0,22.7,26.9,False,36.0,0.1,7,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:11:45.655000,ALO,14,Alpine,99.854,41.0,3.0,31.903,43.357,24.594,HARD,16.0,True,11.0,22.7,26.8,False,36.0,0.2,183,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:17:02.679000,ALO,14,Alpine,96.733,44.0,4.0,31.065,41.855,23.813,SOFT,2.0,True,14.0,22.7,26.7,False,36.0,0.2,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:30:44.541000,ALO,14,Alpine,99.006,51.0,4.0,31.587,43.468,23.951,SOFT,9.0,True,11.0,22.4,26.5,False,36.0,0.1,300,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:32:22.079000,ALO,14,Alpine,97.538,52.0,4.0,31.292,42.145,24.101,SOFT,10.0,True,11.0,22.4,26.5,False,36.0,0.1,261,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:33:59.475000,ALO,14,Alpine,97.396,53.0,4.0,31.322,42.1,23.974,SOFT,11.0,True,11.0,22.4,26.3,False,36.0,0.2,29,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:35:36.778000,ALO,14,Alpine,97.303,54.0,4.0,31.171,42.093,24.039,SOFT,12.0,True,10.0,22.4,26.4,False,35.0,0.1,39,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:37:14.450000,ALO,14,Alpine,97.672,55.0,4.0,31.239,42.303,24.13,SOFT,13.0,True,10.0,22.4,26.3,False,36.0,0.1,186,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 02:38:52.092000,ALO,14,Alpine,97.642,56.0,4.0,31.263,42.318,24.061,SOFT,14.0,True,10.0,22.4,26.3,False,35.0,0.2,353,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:06:05.116000,BOT,77,Alfa Romeo,100.817,2.0,1.0,32.029,43.927,24.861,SOFT,5.0,False,14.0,23.9,29.0,False,26.0,0.3,13,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:07:45.848000,BOT,77,Alfa Romeo,100.732,3.0,1.0,31.873,43.805,25.054,SOFT,6.0,False,14.0,23.8,29.0,False,27.0,0.5,12,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:09:26.975000,BOT,77,Alfa Romeo,101.127,4.0,1.0,31.58,44.511,25.036,SOFT,7.0,False,14.0,23.8,28.8,False,29.0,0.4,13,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:11:08.792000,BOT,77,Alfa Romeo,101.817,5.0,1.0,31.834,45.16,24.823,SOFT,8.0,False,14.0,23.8,28.7,False,31.0,0.3,50,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:12:49.795000,BOT,77,Alfa Romeo,101.003,6.0,1.0,31.844,44.146,25.013,SOFT,9.0,False,13.0,23.7,28.3,False,33.0,0.2,314,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:14:31.082000,BOT,77,Alfa Romeo,101.287,7.0,1.0,31.854,44.42,25.013,SOFT,10.0,False,13.0,23.6,28.3,False,34.0,0.2,12,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:16:12.688000,BOT,77,Alfa Romeo,101.606,8.0,1.0,32.327,44.387,24.892,SOFT,11.0,False,12.0,23.6,28.3,False,35.0,0.3,354,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:17:53.274000,BOT,77,Alfa Romeo,100.586,9.0,1.0,32.119,43.609,24.858,SOFT,12.0,False,12.0,23.5,28.1,False,36.0,0.1,339,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:19:34.062000,BOT,77,Alfa Romeo,100.788,10.0,1.0,32.07,43.871,24.847,SOFT,13.0,False,12.0,23.4,28.0,False,36.0,0.2,26,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:21:15.137000,BOT,77,Alfa Romeo,101.075,11.0,1.0,32.278,43.89,24.907,SOFT,14.0,False,12.0,23.3,28.0,False,36.0,0.1,357,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:22:56.210000,BOT,77,Alfa Romeo,101.073,12.0,1.0,32.169,44.054,24.85,SOFT,15.0,False,10.0,23.3,27.9,False,37.0,0.1,258,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:24:37.501000,BOT,77,Alfa Romeo,101.291,13.0,1.0,32.088,44.194,25.009,SOFT,16.0,False,10.0,23.2,27.9,False,37.0,0.2,309,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:30:02.165000,BOT,77,Alfa Romeo,100.259,16.0,2.0,31.791,43.461,25.007,MEDIUM,2.0,True,16.0,23.1,27.7,False,38.0,0.2,54,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
0 days 01:31:42.268000,BOT,77,Alfa Romeo,100.103,17.0,2.0,31.555,44.168,24.38,MEDIUM,3.0,True,13.0,23.0,27.7,False,38.0,0.3,148,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022
