Time,Driver,DriverNumber,Team,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,Position,AirTemp,TrackTemp,Rainfall,Humidity,WindSpeed,WindDirection,TrackLenght,NumTurns,NumLaps,RaceDistance,Traction,AsphaltGrip,AsphaltAbrasion,TrackEvolution,TyreStress,Braking,LateralLoad,Downforce,Soft,Medium,Hard,Location,Country,Year
0 days 01:29:48.597000,ALB,23,Williams,98.281,8.0,4.0,35.515,20.233,42.533,INTERMEDIATE,6.0,False,7.0,15.9,19.1,False,75.0,4.5,241,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:31:24.897000,ALB,23,Williams,96.3,9.0,4.0,34.639,19.865,41.796,INTERMEDIATE,7.0,False,7.0,15.9,19.1,False,76.0,1.9,288,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:32:59.391000,ALB,23,Williams,94.494,10.0,4.0,33.776,19.742,40.976,INTERMEDIATE,8.0,False,7.0,15.9,19.1,False,74.0,4.1,282,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:34:33.597000,ALB,23,Williams,94.206,11.0,4.0,33.54,19.704,40.962,INTERMEDIATE,9.0,False,7.0,15.9,19.1,False,76.0,2.5,253,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:36:07.310000,ALB,23,Williams,93.713,12.0,4.0,33.608,19.618,40.487,INTERMEDIATE,10.0,False,7.0,16.0,19.1,False,74.0,3.6,259,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:37:40.463000,ALB,23,Williams,93.153,13.0,4.0,32.977,19.626,40.55,INTERMEDIATE,11.0,False,7.0,16.0,19.3,False,75.0,2.6,217,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:39:13.180000,ALB,23,Williams,92.717,14.0,4.0,32.616,19.518,40.583,INTERMEDIATE,12.0,False,7.0,16.0,19.3,False,75.0,3.3,254,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:40:45.913000,ALB,23,Williams,92.733,15.0,4.0,32.697,19.708,40.328,INTERMEDIATE,13.0,False,7.0,16.0,19.3,True,75.0,2.8,268,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:42:18.377000,ALB,23,Williams,92.464,16.0,4.0,32.739,19.55,40.175,INTERMEDIATE,14.0,False,7.0,16.0,19.3,False,75.0,2.3,250,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:43:51.465000,ALB,23,Williams,93.088,17.0,4.0,32.561,19.584,40.943,INTERMEDIATE,15.0,False,7.0,16.0,19.3,True,74.0,2.2,268,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:45:24.446000,ALB,23,Williams,92.981,18.0,4.0,32.835,19.417,40.729,INTERMEDIATE,16.0,False,7.0,16.1,19.4,True,74.0,2.6,249,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:46:57.497000,ALB,23,Williams,93.051,19.0,4.0,33.147,19.406,40.498,INTERMEDIATE,17.0,False,7.0,16.0,19.4,True,74.0,3.9,229,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:48:29.853000,ALB,23,Williams,92.356,20.0,4.0,32.781,19.214,40.361,INTERMEDIATE,18.0,False,7.0,16.1,19.4,True,75.0,1.9,273,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:50:01.889000,ALB,23,Williams,92.036,21.0,4.0,32.606,19.344,40.086,INTERMEDIATE,19.0,False,7.0,16.0,19.4,True,74.0,3.7,278,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:51:33.942000,ALB,23,Williams,92.053,22.0,4.0,32.52,19.255,40.278,INTERMEDIATE,20.0,False,7.0,16.0,19.4,True,75.0,2.5,232,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:53:05.692000,ALB,23,Williams,91.75,23.0,4.0,32.667,19.169,39.914,INTERMEDIATE,21.0,False,7.0,15.9,19.2,True,75.0,3.4,231,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:54:37.560000,ALB,23,Williams,91.868,24.0,4.0,32.559,19.139,40.17,INTERMEDIATE,22.0,False,7.0,15.9,19.2,True,76.0,2.4,283,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:56:08.574000,ALB,23,Williams,91.014,25.0,4.0,32.264,19.137,39.613,INTERMEDIATE,23.0,False,7.0,15.8,19.2,False,77.0,2.6,257,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:57:39.883000,ALB,23,Williams,91.309,26.0,4.0,32.562,19.127,39.62,INTERMEDIATE,24.0,False,7.0,15.7,19.2,False,76.0,3.7,257,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:59:10.335000,ALB,23,Williams,90.452,27.0,4.0,32.063,19.107,39.282,INTERMEDIATE,25.0,False,7.0,15.7,19.2,True,78.0,2.4,208,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:00:40.667000,ALB,23,Williams,90.332,28.0,4.0,32.112,19.035,39.185,INTERMEDIATE,26.0,False,7.0,15.7,19.1,False,77.0,3.2,249,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:02:10.690000,ALB,23,Williams,90.023,29.0,4.0,31.76,19.016,39.247,INTERMEDIATE,27.0,False,7.0,15.7,19.1,False,77.0,2.5,229,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:03:40.318000,ALB,23,Williams,89.628,30.0,4.0,31.511,18.876,39.241,INTERMEDIATE,28.0,False,7.0,15.7,19.1,False,77.0,2.7,250,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:05:10.371000,ALB,23,Williams,90.053,31.0,4.0,31.829,19.026,39.198,INTERMEDIATE,29.0,False,7.0,15.7,19.1,False,77.0,3.1,218,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:06:40.557000,ALB,23,Williams,90.186,32.0,4.0,32.0,19.029,39.157,INTERMEDIATE,30.0,False,7.0,15.8,19.1,False,77.0,2.1,245,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:26:48.507000,ALB,23,Williams,87.127,42.0,5.0,31.343,18.776,37.008,MEDIUM,9.0,True,7.0,16.5,19.3,False,70.0,4.7,232,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:28:13.104000,ALB,23,Williams,84.597,43.0,5.0,29.496,18.2,36.901,MEDIUM,10.0,True,7.0,16.5,19.3,False,69.0,3.9,262,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:33:07.807000,ALB,23,Williams,92.795,46.0,6.0,31.869,18.953,41.973,INTERMEDIATE,2.0,True,7.0,16.1,19.3,True,77.0,3.5,0,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:45:46.622000,ALB,23,Williams,94.996,52.0,6.0,34.191,19.708,41.097,INTERMEDIATE,8.0,True,4.0,15.1,18.8,False,80.0,1.5,139,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:47:18.539000,ALB,23,Williams,91.917,53.0,6.0,32.586,19.108,40.223,INTERMEDIATE,9.0,True,4.0,15.1,18.7,False,78.0,1.4,161,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:48:49.126000,ALB,23,Williams,90.587,54.0,6.0,32.122,19.072,39.393,INTERMEDIATE,10.0,True,4.0,15.4,18.7,False,77.0,2.3,154,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:50:19.427000,ALB,23,Williams,90.301,55.0,6.0,31.82,19.049,39.432,INTERMEDIATE,11.0,True,4.0,15.6,18.7,False,75.0,2.6,228,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:51:49.725000,ALB,23,Williams,90.298,56.0,6.0,31.241,18.867,40.19,INTERMEDIATE,12.0,True,5.0,15.9,18.7,False,74.0,1.5,199,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:53:19.669000,ALB,23,Williams,89.944,57.0,6.0,31.494,18.857,39.593,INTERMEDIATE,13.0,True,5.0,16.0,18.7,False,71.0,1.2,214,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:29:50.851000,ALO,14,Aston Martin,98.354,8.0,4.0,35.634,20.573,42.147,INTERMEDIATE,8.0,False,10.0,15.9,19.1,False,75.0,4.5,241,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:31:27.118000,ALO,14,Aston Martin,96.267,9.0,4.0,34.756,20.098,41.413,INTERMEDIATE,9.0,False,10.0,15.9,19.1,False,76.0,1.9,288,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:33:02.687000,ALO,14,Aston Martin,95.569,10.0,4.0,34.31,19.907,41.352,INTERMEDIATE,10.0,False,10.0,15.9,19.1,False,74.0,4.1,282,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:34:37.987000,ALO,14,Aston Martin,95.3,11.0,4.0,34.107,19.76,41.433,INTERMEDIATE,11.0,False,10.0,15.9,19.1,False,76.0,2.5,253,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:36:12.063000,ALO,14,Aston Martin,94.076,12.0,4.0,33.625,19.675,40.776,INTERMEDIATE,12.0,False,10.0,16.0,19.1,False,74.0,3.6,259,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:37:45.578000,ALO,14,Aston Martin,93.515,13.0,4.0,33.419,19.468,40.628,INTERMEDIATE,13.0,False,10.0,15.9,19.3,False,74.0,3.1,240,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:39:18.242000,ALO,14,Aston Martin,92.664,14.0,4.0,32.924,19.455,40.285,INTERMEDIATE,14.0,False,10.0,16.0,19.3,False,75.0,3.3,254,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:40:50.566000,ALO,14,Aston Martin,92.324,15.0,4.0,32.913,19.374,40.037,INTERMEDIATE,15.0,False,10.0,16.0,19.3,True,75.0,2.8,268,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:42:23.087000,ALO,14,Aston Martin,92.521,16.0,4.0,32.518,18.922,41.081,INTERMEDIATE,16.0,False,10.0,16.0,19.3,False,75.0,2.3,250,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:43:56.053000,ALO,14,Aston Martin,92.966,17.0,4.0,32.745,19.316,40.905,INTERMEDIATE,17.0,False,10.0,16.0,19.3,True,74.0,2.2,268,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:45:28.751000,ALO,14,Aston Martin,92.698,18.0,4.0,32.791,19.169,40.738,INTERMEDIATE,18.0,False,10.0,16.1,19.4,True,74.0,2.6,249,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:47:01.031000,ALO,14,Aston Martin,92.28,19.0,4.0,32.507,18.762,41.011,INTERMEDIATE,19.0,False,10.0,16.0,19.4,True,74.0,3.9,229,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:48:33.641000,ALO,14,Aston Martin,92.61,20.0,4.0,32.675,18.901,41.034,INTERMEDIATE,20.0,False,10.0,16.1,19.4,True,75.0,1.9,273,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:50:06.186000,ALO,14,Aston Martin,92.545,21.0,4.0,32.459,18.616,41.47,INTERMEDIATE,21.0,False,10.0,16.0,19.4,True,74.0,3.7,278,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:51:39.468000,ALO,14,Aston Martin,93.282,22.0,4.0,32.923,19.602,40.757,INTERMEDIATE,22.0,False,10.0,16.0,19.4,True,75.0,2.5,232,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:53:11.978000,ALO,14,Aston Martin,92.51,23.0,4.0,32.738,19.251,40.521,INTERMEDIATE,23.0,False,10.0,15.9,19.2,True,75.0,3.4,231,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:54:43.643000,ALO,14,Aston Martin,91.665,24.0,4.0,32.237,19.253,40.175,INTERMEDIATE,24.0,False,10.0,15.9,19.2,True,76.0,2.0,275,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:56:15.404000,ALO,14,Aston Martin,91.761,25.0,4.0,32.2,19.134,40.427,INTERMEDIATE,25.0,False,10.0,15.8,19.2,False,77.0,2.6,257,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:57:46.747000,ALO,14,Aston Martin,91.343,26.0,4.0,32.324,19.17,39.849,INTERMEDIATE,26.0,False,10.0,15.7,19.2,False,76.0,3.7,257,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:59:17.642000,ALO,14,Aston Martin,90.895,27.0,4.0,32.032,19.001,39.862,INTERMEDIATE,27.0,False,10.0,15.7,19.2,True,78.0,2.4,208,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:00:48.294000,ALO,14,Aston Martin,90.652,28.0,4.0,32.03,19.067,39.555,INTERMEDIATE,28.0,False,10.0,15.7,19.1,False,77.0,3.2,249,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:02:18.012000,ALO,14,Aston Martin,89.718,29.0,4.0,31.491,18.976,39.251,INTERMEDIATE,29.0,False,10.0,15.7,19.1,False,77.0,2.5,229,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:03:47.386000,ALO,14,Aston Martin,89.374,30.0,4.0,31.387,18.884,39.103,INTERMEDIATE,30.0,False,10.0,15.7,19.1,False,77.0,2.7,250,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:05:16.236000,ALO,14,Aston Martin,88.85,31.0,4.0,31.446,18.83,38.574,INTERMEDIATE,31.0,False,10.0,15.7,19.1,False,77.0,3.1,218,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:06:45.055000,ALO,14,Aston Martin,88.819,32.0,4.0,31.156,19.014,38.649,INTERMEDIATE,32.0,False,10.0,15.8,19.1,False,77.0,2.1,245,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:29:54.512000,ANT,12,Mercedes,98.729,8.0,4.0,35.912,20.482,42.335,INTERMEDIATE,8.0,False,13.0,15.9,19.1,False,75.0,4.5,241,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:31:30.824000,ANT,12,Mercedes,96.312,9.0,4.0,34.903,19.945,41.464,INTERMEDIATE,9.0,False,13.0,15.9,19.1,False,76.0,1.9,288,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:33:06.094000,ANT,12,Mercedes,95.27,10.0,4.0,34.187,19.577,41.506,INTERMEDIATE,10.0,False,13.0,15.9,19.1,False,74.0,4.1,282,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:34:40.772000,ANT,12,Mercedes,94.678,11.0,4.0,33.964,19.627,41.087,INTERMEDIATE,11.0,False,13.0,15.9,19.1,False,76.0,2.5,253,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:36:16.157000,ANT,12,Mercedes,95.385,12.0,4.0,34.18,19.476,41.729,INTERMEDIATE,12.0,False,13.0,16.0,19.1,False,74.0,3.6,259,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:37:49.854000,ANT,12,Mercedes,93.697,13.0,4.0,33.611,19.396,40.69,INTERMEDIATE,13.0,False,13.0,15.9,19.3,False,74.0,3.1,240,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:39:23.656000,ANT,12,Mercedes,93.802,14.0,4.0,33.699,19.47,40.633,INTERMEDIATE,14.0,False,12.0,16.0,19.3,False,75.0,3.3,254,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:40:55.868000,ANT,12,Mercedes,92.212,15.0,4.0,33.126,19.42,39.666,INTERMEDIATE,15.0,False,12.0,16.0,19.3,True,75.0,2.8,268,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:42:33.194000,ANT,12,Mercedes,97.326,16.0,4.0,37.533,19.464,40.329,INTERMEDIATE,16.0,False,13.0,16.0,19.3,False,75.0,2.3,250,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:44:05.506000,ANT,12,Mercedes,92.312,17.0,4.0,33.045,19.059,40.208,INTERMEDIATE,17.0,False,12.0,16.0,19.3,True,74.0,2.2,268,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:45:37.687000,ANT,12,Mercedes,92.181,18.0,4.0,32.902,19.203,40.076,INTERMEDIATE,18.0,False,12.0,16.1,19.4,True,74.0,2.6,249,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:47:09.629000,ANT,12,Mercedes,91.942,19.0,4.0,32.822,19.108,40.012,INTERMEDIATE,19.0,False,12.0,16.0,19.4,True,74.0,3.9,229,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:48:40.948000,ANT,12,Mercedes,91.319,20.0,4.0,32.598,19.093,39.628,INTERMEDIATE,20.0,False,12.0,16.0,19.4,True,74.0,3.0,252,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:50:11.990000,ANT,12,Mercedes,91.042,21.0,4.0,32.385,18.992,39.665,INTERMEDIATE,21.0,False,12.0,16.0,19.4,True,74.0,3.7,278,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:51:43.877000,ANT,12,Mercedes,91.887,22.0,4.0,32.452,18.953,40.482,INTERMEDIATE,22.0,False,11.0,16.0,19.2,True,76.0,3.8,242,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:53:15.201000,ANT,12,Mercedes,91.324,23.0,4.0,32.454,19.041,39.829,INTERMEDIATE,23.0,False,11.0,15.9,19.2,True,75.0,3.4,231,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:54:46.023000,ANT,12,Mercedes,90.822,24.0,4.0,32.33,18.978,39.514,INTERMEDIATE,24.0,False,11.0,15.9,19.2,True,76.0,2.0,275,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:56:16.729000,ANT,12,Mercedes,90.706,25.0,4.0,32.088,19.045,39.573,INTERMEDIATE,25.0,False,11.0,15.8,19.2,False,77.0,2.6,257,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:57:48.028000,ANT,12,Mercedes,91.299,26.0,4.0,32.94,18.942,39.417,INTERMEDIATE,26.0,False,11.0,15.7,19.2,False,76.0,3.7,257,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:59:18.491000,ANT,12,Mercedes,90.463,27.0,4.0,32.082,18.871,39.51,INTERMEDIATE,27.0,False,11.0,15.7,19.2,True,78.0,2.4,208,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:00:49.207000,ANT,12,Mercedes,90.716,28.0,4.0,32.111,18.504,40.101,INTERMEDIATE,28.0,False,11.0,15.7,19.1,False,77.0,3.2,249,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:02:19.126000,ANT,12,Mercedes,89.919,29.0,4.0,31.785,18.794,39.34,INTERMEDIATE,29.0,False,11.0,15.7,19.1,False,77.0,2.5,229,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:03:48.920000,ANT,12,Mercedes,89.794,30.0,4.0,31.823,18.759,39.212,INTERMEDIATE,30.0,False,11.0,15.7,19.1,False,77.0,2.7,250,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:05:18.165000,ANT,12,Mercedes,89.245,31.0,4.0,31.583,18.748,38.914,INTERMEDIATE,31.0,False,11.0,15.7,19.1,False,77.0,3.1,218,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:06:47.197000,ANT,12,Mercedes,89.032,32.0,4.0,31.369,18.773,38.89,INTERMEDIATE,32.0,False,11.0,15.8,19.1,False,77.0,2.1,245,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:26:50.714000,ANT,12,Mercedes,87.505,42.0,5.0,30.908,19.021,37.576,HARD,9.0,True,10.0,16.5,19.3,False,70.0,4.7,232,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:28:15.615000,ANT,12,Mercedes,84.901,43.0,5.0,29.606,18.461,36.834,HARD,10.0,True,10.0,16.5,19.3,False,69.0,3.9,262,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:33:10.264000,ANT,12,Mercedes,90.78,46.0,6.0,31.827,18.635,40.318,INTERMEDIATE,2.0,True,8.0,16.1,19.3,True,77.0,3.5,0,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:45:47.670000,ANT,12,Mercedes,95.008,52.0,6.0,34.277,19.53,41.201,INTERMEDIATE,8.0,True,5.0,15.1,18.8,False,80.0,1.5,139,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:47:19.068000,ANT,12,Mercedes,91.398,53.0,6.0,32.679,19.001,39.718,INTERMEDIATE,9.0,True,5.0,15.1,18.7,False,78.0,1.4,161,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:48:49.630000,ANT,12,Mercedes,90.562,54.0,6.0,32.258,18.783,39.521,INTERMEDIATE,10.0,True,5.0,15.4,18.7,False,77.0,2.3,154,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:50:20.232000,ANT,12,Mercedes,90.602,55.0,6.0,31.97,18.49,40.142,INTERMEDIATE,11.0,True,5.0,15.6,18.7,False,75.0,2.6,228,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:51:48.381000,ANT,12,Mercedes,88.149,56.0,6.0,31.023,18.341,38.785,INTERMEDIATE,12.0,True,4.0,15.9,18.7,False,74.0,1.5,199,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 02:53:17.031000,ANT,12,Mercedes,88.65,57.0,6.0,31.048,18.709,38.893,INTERMEDIATE,13.0,True,4.0,16.0,18.7,False,71.0,1.2,214,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:30:02.659000,BEA,87,Haas F1 Team,102.054,8.0,6.0,36.361,21.757,43.936,MEDIUM,4.0,True,17.0,15.9,19.1,False,75.0,4.5,241,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:31:41.223000,BEA,87,Haas F1 Team,98.564,9.0,6.0,35.336,20.785,42.443,MEDIUM,5.0,True,17.0,15.9,19.1,False,76.0,1.9,288,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:33:17.634000,BEA,87,Haas F1 Team,96.411,10.0,6.0,34.465,20.346,41.6,MEDIUM,6.0,True,17.0,15.9,19.1,False,74.0,4.1,282,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:34:53.050000,BEA,87,Haas F1 Team,95.416,11.0,6.0,34.048,20.123,41.245,MEDIUM,7.0,True,17.0,15.9,19.1,False,74.0,4.3,239,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:36:28.052000,BEA,87,Haas F1 Team,95.002,12.0,6.0,33.75,20.201,41.051,MEDIUM,8.0,True,17.0,16.0,19.1,False,74.0,3.6,259,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
0 days 01:38:02.302000,BEA,87,Haas F1 Team,94.25,13.0,6.0,33.681,20.049,40.52,MEDIUM,9.0,True,17.0,15.9,19.3,False,74.0,3.1,240,5.278,14,58,306.124,2,2,2,3,3,2,3,3,C5,C4,C3,Melbourne,Australia,2025
