Time,Driver,DriverNumber,Team,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,Position,AirTemp,TrackTemp,Rainfall,Humidity,WindSpeed,WindDirection,TrackLenght,NumTurns,NumLaps,RaceDistance,Traction,AsphaltGrip,AsphaltAbrasion,TrackEvolution,TyreStress,Braking,LateralLoad,Downforce,Soft,Medium,Hard,Location,Country,Year
0 days 01:21:28.759000,ALB,23,Williams,98.823,13.0,1.0,31.569,42.884,24.37,SOFT,13.0,True,6.0,18.3,23.6,False,50.0,0.5,354,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:23:07.736000,ALB,23,Williams,98.977,14.0,1.0,31.598,42.931,24.448,SOFT,14.0,True,5.0,18.2,23.4,False,50.0,1.0,123,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:28:25.640000,ALB,23,Williams,97.392,17.0,2.0,30.812,42.564,24.016,HARD,2.0,True,14.0,18.1,23.3,False,50.0,0.3,150,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:30:03.230000,ALB,23,Williams,97.59,18.0,2.0,31.214,42.369,24.007,HARD,3.0,True,14.0,18.1,23.4,False,50.0,0.4,20,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:31:40.993000,ALB,23,Williams,97.763,19.0,2.0,31.357,42.448,23.958,HARD,4.0,True,14.0,18.1,23.3,False,50.0,0.0,303,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:33:18.694000,ALB,23,Williams,97.701,20.0,2.0,31.328,42.379,23.994,HARD,5.0,True,14.0,18.1,23.3,False,50.0,0.6,47,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:34:56.612000,ALB,23,Williams,97.918,21.0,2.0,31.227,42.44,24.251,HARD,6.0,True,14.0,18.1,23.1,False,50.0,0.5,65,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:36:34.643000,ALB,23,Williams,98.031,22.0,2.0,31.199,42.733,24.099,HARD,7.0,True,14.0,18.1,23.1,False,50.0,0.7,94,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:38:12.512000,ALB,23,Williams,97.869,23.0,2.0,31.296,42.361,24.212,HARD,8.0,True,14.0,18.1,23.2,False,50.0,0.9,71,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:39:50.716000,ALB,23,Williams,98.204,24.0,2.0,31.035,42.857,24.312,HARD,9.0,True,14.0,18.1,23.0,False,50.0,0.8,338,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:41:28.942000,ALB,23,Williams,98.226,25.0,2.0,31.095,42.952,24.179,HARD,10.0,True,14.0,18.1,23.0,False,49.0,0.9,46,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:43:07.042000,ALB,23,Williams,98.1,26.0,2.0,31.041,42.821,24.238,HARD,11.0,True,14.0,18.1,22.9,False,49.0,0.7,46,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:44:45.338000,ALB,23,Williams,98.296,27.0,2.0,31.029,43.069,24.198,HARD,12.0,True,14.0,18.1,22.9,False,49.0,0.0,29,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:46:23.386000,ALB,23,Williams,98.048,28.0,2.0,31.108,42.692,24.248,HARD,13.0,True,13.0,18.1,22.9,False,49.0,0.0,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:48:01.265000,ALB,23,Williams,97.879,29.0,2.0,31.127,42.585,24.167,HARD,14.0,True,12.0,18.1,22.8,False,49.0,0.8,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:49:39.233000,ALB,23,Williams,97.968,30.0,2.0,31.045,42.634,24.289,HARD,15.0,True,12.0,18.0,22.8,False,49.0,0.6,45,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:51:17.368000,ALB,23,Williams,98.135,31.0,2.0,31.093,42.811,24.231,HARD,16.0,True,12.0,18.0,22.6,False,49.0,0.8,96,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:52:55.551000,ALB,23,Williams,98.183,32.0,2.0,31.143,42.707,24.333,HARD,17.0,True,11.0,18.0,22.7,False,49.0,0.6,30,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:54:33.897000,ALB,23,Williams,98.346,33.0,2.0,31.537,42.677,24.132,HARD,18.0,True,11.0,18.0,22.7,False,49.0,0.8,82,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:56:11.647000,ALB,23,Williams,97.75,34.0,2.0,31.413,42.368,23.969,HARD,19.0,True,11.0,18.0,22.7,False,49.0,0.7,27,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:57:49.414000,ALB,23,Williams,97.767,35.0,2.0,31.295,42.496,23.976,HARD,20.0,True,10.0,17.9,22.7,False,49.0,0.0,29,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:03:03.508000,ALB,23,Williams,96.129,38.0,3.0,30.735,41.742,23.652,HARD,2.0,True,16.0,17.9,22.6,False,50.0,0.4,66,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:04:39.364000,ALB,23,Williams,95.856,39.0,3.0,30.737,41.65,23.469,HARD,3.0,True,16.0,17.9,22.6,False,50.0,0.8,59,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:06:15.087000,ALB,23,Williams,95.723,40.0,3.0,30.707,41.503,23.513,HARD,4.0,True,16.0,17.9,22.4,False,50.0,1.0,50,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:07:50.972000,ALB,23,Williams,95.885,41.0,3.0,30.746,41.557,23.582,HARD,5.0,True,16.0,17.9,22.3,False,50.0,0.7,81,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:09:26.771000,ALB,23,Williams,95.799,42.0,3.0,30.759,41.498,23.542,HARD,6.0,True,15.0,17.9,22.4,False,50.0,0.4,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:11:02.537000,ALB,23,Williams,95.766,43.0,3.0,30.76,41.472,23.534,HARD,7.0,True,15.0,17.9,22.2,False,50.0,0.5,10,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:12:38.320000,ALB,23,Williams,95.783,44.0,3.0,30.683,41.497,23.603,HARD,8.0,True,15.0,17.9,22.2,False,50.0,0.6,141,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:14:14.078000,ALB,23,Williams,95.758,45.0,3.0,30.607,41.495,23.656,HARD,9.0,True,15.0,17.9,22.1,False,50.0,0.0,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:15:50.086000,ALB,23,Williams,96.008,46.0,3.0,30.685,41.635,23.688,HARD,10.0,True,15.0,17.8,22.1,False,51.0,0.5,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:17:26.112000,ALB,23,Williams,96.026,47.0,3.0,30.827,41.57,23.629,HARD,11.0,True,15.0,17.8,22.0,False,51.0,0.3,140,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:19:02.247000,ALB,23,Williams,96.135,48.0,3.0,30.823,41.628,23.684,HARD,12.0,True,15.0,17.8,21.9,False,51.0,0.6,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:20:39.349000,ALB,23,Williams,97.102,49.0,3.0,30.816,42.435,23.851,HARD,13.0,True,15.0,17.7,22.0,False,51.0,0.0,356,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:22:16.965000,ALB,23,Williams,97.616,50.0,3.0,31.683,42.121,23.812,HARD,14.0,True,15.0,17.7,21.9,False,51.0,0.5,148,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:23:54.458000,ALB,23,Williams,97.493,51.0,3.0,30.773,42.878,23.842,HARD,15.0,True,15.0,17.6,22.0,False,51.0,0.4,340,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:25:30.676000,ALB,23,Williams,96.218,52.0,3.0,30.895,41.58,23.743,HARD,16.0,True,15.0,17.6,22.0,False,51.0,0.4,138,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:27:06.984000,ALB,23,Williams,96.308,53.0,3.0,30.817,41.683,23.808,HARD,17.0,True,15.0,17.6,21.9,False,51.0,0.4,254,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:28:43.318000,ALB,23,Williams,96.334,54.0,3.0,30.799,41.741,23.794,HARD,18.0,True,15.0,17.6,21.9,False,51.0,0.0,330,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:30:19.911000,ALB,23,Williams,96.593,55.0,3.0,30.861,41.91,23.822,HARD,19.0,True,15.0,17.6,21.9,False,51.0,0.3,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:31:56.833000,ALB,23,Williams,96.922,56.0,3.0,30.875,42.085,23.962,HARD,20.0,True,15.0,17.6,21.9,False,51.0,0.4,115,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:03:19.904000,ALO,14,Aston Martin,98.02,2.0,1.0,31.203,42.896,23.921,SOFT,5.0,False,6.0,18.3,23.8,False,49.0,0.9,28,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:04:58.950000,ALO,14,Aston Martin,99.046,3.0,1.0,32.068,42.719,24.259,SOFT,6.0,False,7.0,18.3,23.8,False,49.0,1.5,89,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:06:36.726000,ALO,14,Aston Martin,97.776,4.0,1.0,30.951,42.58,24.245,SOFT,7.0,False,7.0,18.3,23.8,False,49.0,1.0,32,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:08:16.018000,ALO,14,Aston Martin,99.292,5.0,1.0,32.063,42.806,24.423,SOFT,8.0,False,8.0,18.3,23.6,False,49.0,0.7,37,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:09:54.071000,ALO,14,Aston Martin,98.053,6.0,1.0,31.076,42.676,24.301,SOFT,9.0,False,8.0,18.3,23.5,False,50.0,1.1,236,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:11:32.079000,ALO,14,Aston Martin,98.008,7.0,1.0,30.905,42.7,24.403,SOFT,10.0,False,8.0,18.3,23.5,False,49.0,0.6,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:13:10.182000,ALO,14,Aston Martin,98.103,8.0,1.0,31.024,42.689,24.39,SOFT,11.0,False,8.0,18.3,23.7,False,50.0,0.5,10,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:14:49.078000,ALO,14,Aston Martin,98.896,9.0,1.0,31.464,43.036,24.396,SOFT,12.0,False,8.0,18.2,23.7,False,50.0,1.1,126,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:18:06.957000,ALO,14,Aston Martin,98.554,11.0,1.0,31.043,42.972,24.539,SOFT,14.0,False,9.0,18.2,23.5,False,50.0,0.5,330,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:19:45.500000,ALO,14,Aston Martin,98.543,12.0,1.0,30.932,43.035,24.576,SOFT,15.0,False,6.0,18.2,23.4,False,50.0,0.6,155,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:21:24.087000,ALO,14,Aston Martin,98.587,13.0,1.0,31.446,42.808,24.333,SOFT,16.0,False,4.0,18.3,23.6,False,50.0,0.5,354,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:23:02.699000,ALO,14,Aston Martin,98.612,14.0,1.0,31.516,42.741,24.355,SOFT,17.0,False,3.0,18.2,23.4,False,50.0,1.0,123,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:28:19.584000,ALO,14,Aston Martin,96.97,17.0,2.0,30.546,42.572,23.852,HARD,2.0,True,9.0,18.1,23.3,False,50.0,0.3,150,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:29:56.945000,ALO,14,Aston Martin,97.361,18.0,2.0,31.136,42.381,23.844,HARD,3.0,True,9.0,18.1,23.4,False,50.0,0.4,20,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:31:34.017000,ALO,14,Aston Martin,97.072,19.0,2.0,30.967,42.236,23.869,HARD,4.0,True,9.0,18.1,23.3,False,50.0,0.0,303,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:33:11.374000,ALO,14,Aston Martin,97.357,20.0,2.0,31.08,42.304,23.973,HARD,5.0,True,9.0,18.1,23.3,False,50.0,0.6,47,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:34:48.716000,ALO,14,Aston Martin,97.342,21.0,2.0,30.978,42.385,23.979,HARD,6.0,True,9.0,18.1,23.2,False,50.0,0.7,27,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:36:25.838000,ALO,14,Aston Martin,97.122,22.0,2.0,30.882,42.371,23.869,HARD,7.0,True,9.0,18.1,23.1,False,50.0,0.7,94,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:38:03.103000,ALO,14,Aston Martin,97.265,23.0,2.0,30.946,42.451,23.868,HARD,8.0,True,9.0,18.1,23.2,False,50.0,0.9,71,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:39:40.149000,ALO,14,Aston Martin,97.046,24.0,2.0,30.836,42.303,23.907,HARD,9.0,True,9.0,18.1,23.0,False,50.0,0.8,338,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:41:17.328000,ALO,14,Aston Martin,97.179,25.0,2.0,30.925,42.232,24.022,HARD,10.0,True,9.0,18.1,23.0,False,49.0,0.9,46,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:42:54.966000,ALO,14,Aston Martin,97.638,26.0,2.0,31.295,42.393,23.95,HARD,11.0,True,9.0,18.1,22.9,False,49.0,0.7,46,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:44:31.911000,ALO,14,Aston Martin,96.945,27.0,2.0,31.0,42.032,23.913,HARD,12.0,True,9.0,18.1,22.9,False,49.0,0.0,29,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:46:09.167000,ALO,14,Aston Martin,97.256,28.0,2.0,31.091,42.208,23.957,HARD,13.0,True,9.0,18.1,22.9,False,49.0,0.0,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:47:46.271000,ALO,14,Aston Martin,97.104,29.0,2.0,30.948,42.237,23.919,HARD,14.0,True,9.0,18.1,22.8,False,49.0,0.6,55,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:49:23.253000,ALO,14,Aston Martin,96.982,30.0,2.0,30.976,42.05,23.956,HARD,15.0,True,9.0,18.0,22.8,False,49.0,0.6,45,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:51:00.210000,ALO,14,Aston Martin,96.957,31.0,2.0,30.866,42.192,23.899,HARD,16.0,True,9.0,18.0,22.6,False,49.0,0.8,96,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:52:37.266000,ALO,14,Aston Martin,97.056,32.0,2.0,31.023,42.0,24.033,HARD,17.0,True,8.0,18.0,22.7,False,49.0,0.5,53,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:54:14.468000,ALO,14,Aston Martin,97.202,33.0,2.0,31.106,42.136,23.96,HARD,18.0,True,8.0,18.0,22.7,False,49.0,0.8,82,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:55:52.069000,ALO,14,Aston Martin,97.601,34.0,2.0,31.211,42.33,24.06,HARD,19.0,True,7.0,18.0,22.7,False,49.0,0.7,27,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:57:29.342000,ALO,14,Aston Martin,97.273,35.0,2.0,31.078,42.219,23.976,HARD,20.0,True,5.0,17.9,22.7,False,49.0,0.0,29,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 01:59:07.685000,ALO,14,Aston Martin,98.343,36.0,2.0,31.245,42.631,24.467,HARD,21.0,True,7.0,18.0,22.6,False,49.0,0.7,132,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:00:44.484000,ALO,14,Aston Martin,96.799,37.0,2.0,30.5,42.284,24.015,HARD,22.0,True,7.0,18.0,22.6,False,50.0,0.7,41,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:02:21.781000,ALO,14,Aston Martin,97.297,38.0,2.0,30.952,42.212,24.133,HARD,23.0,True,7.0,17.9,22.5,False,50.0,0.4,156,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:03:59.727000,ALO,14,Aston Martin,97.946,39.0,2.0,31.253,42.438,24.255,HARD,24.0,True,8.0,17.9,22.6,False,50.0,0.8,59,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:05:37.788000,ALO,14,Aston Martin,98.061,40.0,2.0,31.525,42.36,24.176,HARD,25.0,True,9.0,17.9,22.4,False,50.0,0.6,142,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:10:50.055000,ALO,14,Aston Martin,95.107,43.0,3.0,30.517,41.055,23.535,HARD,2.0,True,11.0,17.9,22.2,False,50.0,0.5,10,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:12:25.036000,ALO,14,Aston Martin,94.981,44.0,3.0,30.334,41.382,23.265,HARD,3.0,True,10.0,17.9,22.2,False,50.0,0.6,141,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:13:59.908000,ALO,14,Aston Martin,94.872,45.0,3.0,30.536,41.011,23.325,HARD,4.0,True,10.0,17.9,22.1,False,50.0,0.0,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:15:35.034000,ALO,14,Aston Martin,95.126,46.0,3.0,30.468,41.232,23.426,HARD,5.0,True,10.0,17.8,22.1,False,51.0,0.5,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:17:10.259000,ALO,14,Aston Martin,95.225,47.0,3.0,30.596,41.183,23.446,HARD,6.0,True,10.0,17.8,22.0,False,51.0,0.3,140,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:18:44.458000,ALO,14,Aston Martin,94.199,48.0,3.0,30.046,40.806,23.347,HARD,7.0,True,9.0,17.8,21.9,False,51.0,0.7,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:20:19.029000,ALO,14,Aston Martin,94.571,49.0,3.0,30.4,40.783,23.388,HARD,8.0,True,9.0,17.7,22.0,False,51.0,0.0,356,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:21:53.706000,ALO,14,Aston Martin,94.677,50.0,3.0,30.453,40.794,23.43,HARD,9.0,True,9.0,17.7,21.9,False,51.0,0.5,148,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:23:28.622000,ALO,14,Aston Martin,94.916,51.0,3.0,30.543,40.924,23.449,HARD,10.0,True,9.0,17.7,21.9,False,51.0,0.0,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:25:03.484000,ALO,14,Aston Martin,94.862,52.0,3.0,30.447,40.963,23.452,HARD,11.0,True,9.0,17.6,22.0,False,51.0,0.4,138,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:26:38.733000,ALO,14,Aston Martin,95.249,53.0,3.0,30.498,41.106,23.645,HARD,12.0,True,9.0,17.6,21.9,False,51.0,0.4,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:28:14.478000,ALO,14,Aston Martin,95.745,54.0,3.0,30.701,41.444,23.6,HARD,13.0,True,9.0,17.6,21.9,False,51.0,0.0,330,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:29:49.544000,ALO,14,Aston Martin,95.066,55.0,3.0,30.478,41.126,23.462,HARD,14.0,True,9.0,17.6,21.9,False,51.0,0.3,0,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
0 days 02:31:24.558000,ALO,14,Aston Martin,95.014,56.0,3.0,30.405,41.122,23.487,HARD,15.0,True,9.0,17.6,21.9,False,51.0,0.0,12,5.412,15,57,308.238,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2024
