Driver,Location,Year,Team,EventDate,Team_Pace_EMA,Driver_Teammate_Gap_EMA,Driver_Consistency_EMA,Degradation_EMA
TSU,Yas Island,2022,RB,2022-11-20,0.4377646026393489,-0.008570331777395,1.0328096498145176,0.0176228745098982
VER,Yas Island,2022,Red Bull Racing,2022-11-20,-1.12410899172603,-0.0502778405436462,0.8752334653674764,0.0303773195425304
VET,Yas Island,2022,Aston Martin,2022-11-20,0.2057268681226943,0.0573340744388437,0.9908442352260648,0.0122548257539402
ZHO,Yas Island,2022,Kick Sauber,2022-11-20,0.5759220940161216,0.0963107160608688,0.9794653343908124,0.0272609272301776
ALB,Sakhir,2023,Williams,2023-03-05,0.6850718874895982,-0.4551293204368098,1.0744733625352445,0.0575548442105512
ALO,Sakhir,2023,Aston Martin,2023-03-05,0.0023722609989607,0.0638337457782665,1.085677840067062,0.0379759513344259
BOT,Sakhir,2023,Kick Sauber,2023-03-05,0.4979827585113866,-0.2645937055903812,1.0331736165007,0.0213846019786913
DEV,Sakhir,2023,RB,2023-03-05,0.4382762398112048,0.1200939455782301,0.6778432476913054,0.0504462951450248
GAS,Sakhir,2023,Alpine,2023-03-05,0.1125381536105833,-0.4251946716818623,1.2619617581988978,0.0480149083625106
HAM,Sakhir,2023,Mercedes,2023-03-05,-0.6079213345723529,0.0158300189079709,0.9820368594997269,0.0405113535536858
HUL,Sakhir,2023,Haas F1 Team,2023-03-05,0.6630967704060967,0.1086303221288508,1.5720213984860294,0.113019940875813
LEC,Sakhir,2023,Ferrari,2023-03-05,-0.6548672961656355,0.0255664881291486,0.8276565233644722,0.0127990511968818
MAG,Sakhir,2023,Haas F1 Team,2023-03-05,0.6630967704060967,0.2310016722500208,1.4198891005602516,0.027219907050356
NOR,Sakhir,2023,McLaren,2023-03-05,0.2826296637766106,-1.4182147334935613,1.236456400323136,0.0296028355266392
OCO,Sakhir,2023,Alpine,2023-03-05,0.1125381536105833,0.2661112882353389,1.0937356738371842,0.0630218419111279
PER,Sakhir,2023,Red Bull Racing,2023-03-05,-1.0723537447061922,0.1174646635098609,0.9379611306868872,0.0237565206796177
PIA,Sakhir,2023,McLaren,2023-03-05,0.2826296637766106,2.730230769230773,0.3126314834504759,0.0826060606060609
RUS,Sakhir,2023,Mercedes,2023-03-05,-0.6079213345723529,-0.0158300189079709,1.080453568053268,0.0504943096266805
SAI,Sakhir,2023,Ferrari,2023-03-05,-0.6548672961656355,-0.0255664881291486,1.0615474086234098,0.0284005497240406
SAR,Sakhir,2023,Williams,2023-03-05,0.6850718874895982,0.1893707482993204,1.3700207380529072,0.082890581232493
STR,Sakhir,2023,Aston Martin,2023-03-05,0.0023722609989607,0.0660286061301789,1.175346571774888,0.0542452277081956
TSU,Sakhir,2023,RB,2023-03-05,0.4382762398112048,-0.3214061446446687,1.0964080737378794,0.0432527284962663
VER,Sakhir,2023,Red Bull Racing,2023-03-05,-1.0723537447061922,-0.1174646635098609,0.767164140822959,0.0287497124206511
ZHO,Sakhir,2023,Kick Sauber,2023-03-05,0.4979827585113866,0.2645937055903812,1.1419238757411212,0.0520225340495401
ALB,Jeddah,2023,Williams,2023-03-19,0.8921945152533917,0.0413008204363267,1.028232848707948,-0.0251892363308119
ALO,Jeddah,2023,Aston Martin,2023-03-19,-0.2753272460119422,-0.6675089833022715,1.040416228578928,-0.0033897795886658
BOT,Jeddah,2023,Kick Sauber,2023-03-19,0.640726214938389,0.2119723812969343,1.0546032640581355,0.0088018051432588
DEV,Jeddah,2023,RB,2023-03-19,0.4905276316968604,0.2061630340136048,0.9596349285831774,-0.0255391337663142
GAS,Jeddah,2023,Alpine,2023-03-19,0.0559998757619282,-0.2371929129456925,1.2234461129350958,0.0058795153598429
HAM,Jeddah,2023,Mercedes,2023-03-19,-0.631350912933274,0.1527246780114492,1.115456738949837,-0.0062051678455416
HUL,Jeddah,2023,Haas F1 Team,2023-03-19,0.5203255831287309,0.1524247049052174,1.390506627706364,0.0227933732227066
LEC,Jeddah,2023,Ferrari,2023-03-19,-0.5937307504256423,0.0809692797696661,0.9461317309812752,-0.0287612821618719
MAG,Jeddah,2023,Haas F1 Team,2023-03-19,0.5203255831287309,0.0513544917221056,1.3173581467651605,-0.0167080625487252
NOR,Jeddah,2023,McLaren,2023-03-19,0.3998616784132685,-0.8263142523582936,1.0814785755866885,0.0094069413262513
OCO,Jeddah,2023,Alpine,2023-03-19,0.0559998757619282,0.1417428828777785,1.097658895006254,0.0267317698412702
PER,Jeddah,2023,Red Bull Racing,2023-03-19,-1.2285881367913554,-0.0889256463385276,0.9498494926933156,-0.0087509803301922
PIA,Jeddah,2023,McLaren,2023-03-19,0.3998616784132685,1.6135238738006203,0.56424136828482,0.0365769187830653
RUS,Jeddah,2023,Mercedes,2023-03-19,-0.631350912933274,-0.1527246780114492,1.0768505278962013,0.0028883702984936
SAI,Jeddah,2023,Ferrari,2023-03-19,-0.5937307504256423,-0.0809692797696661,1.0890392351124607,-0.0069675125790019
SAR,Jeddah,2023,Williams,2023-03-19,0.8921945152533917,-0.2007559637188204,1.255396760951262,0.0128765940914741
STR,Jeddah,2023,Aston Martin,2023-03-19,-0.2753272460119422,0.7454263944473387,0.8984321279927663,0.0437835002612809
TSU,Jeddah,2023,RB,2023-03-19,0.4905276316968604,-0.3269503534534679,1.1086041063816665,-0.0174608291345618
VER,Jeddah,2023,Red Bull Racing,2023-03-19,-1.2285881367913554,0.0889256463385276,1.0644855224951622,-0.0283353751536795
ZHO,Jeddah,2023,Kick Sauber,2023-03-19,0.640726214938389,-0.2119723812969343,1.0790052322463235,0.0150309954019154
ALB,Melbourne,2023,Williams,2023-04-02,0.9175753431106688,-0.0599186947300741,0.8178660970719925,-0.0289008473170864
ALO,Melbourne,2023,Aston Martin,2023-04-02,-0.4200649863758043,-0.484032662708635,1.1813110639871094,-0.0379574342767381
BOT,Melbourne,2023,Kick Sauber,2023-04-02,0.6212579992853036,0.2710197924145245,1.3875970854701445,-0.0317505704304992
DEV,Melbourne,2023,RB,2023-04-02,0.6361419509446647,0.3986066895877639,1.3517201073917595,-0.0573087779464187
GAS,Melbourne,2023,Alpine,2023-04-02,-0.1111596224023911,-0.2880612023128695,1.3068549751753231,-0.0297846282149199
HAM,Melbourne,2023,Mercedes,2023-04-02,-0.2159900956195125,-0.6279924659204035,3.201755184176529,-0.08822218303437
HUL,Melbourne,2023,Haas F1 Team,2023-04-02,0.3336085292904178,-0.1479451770568698,1.424853432818146,-0.0119272096234438
MAG,Melbourne,2023,Haas F1 Team,2023-04-02,0.3336085292904178,0.2702126950332637,1.459371730778206,-0.044743890093914
NOR,Melbourne,2023,McLaren,2023-04-02,0.2022074591884133,-0.6610340059604309,1.2979036291789416,-0.0273466956776568
OCO,Melbourne,2023,Alpine,2023-04-02,-0.1111596224023911,0.230791184272121,1.4250854089837972,-0.0260543345702576
PER,Melbourne,2023,Red Bull Racing,2023-04-02,-1.0359306117525429,0.139917339469611,1.407557154295184,-0.050951735289309
PIA,Melbourne,2023,McLaren,2023-04-02,0.2022074591884133,1.133359778825827,1.0226962428932562,-0.0164888365616934
RUS,Melbourne,2023,Mercedes,2023-04-02,-0.2159900956195125,0.6279924659204035,2.12076219183478,0.1269854031314768
SAI,Melbourne,2023,Ferrari,2023-04-02,-0.6466070890240243,0.0,1.278951802690239,-0.0385632050718543
SAR,Melbourne,2023,Williams,2023-04-02,0.9175753431106688,-0.035754391239422,1.4686143657988988,-0.0016398442647136
STR,Melbourne,2023,Aston Martin,2023-04-02,-0.4200649863758043,0.5307831093956753,1.1587717706610443,-0.0089937912726
TSU,Melbourne,2023,RB,2023-04-02,0.6361419509446647,-0.4710790812516818,1.231565099586296,-0.0412393286258131
VER,Melbourne,2023,Red Bull Racing,2023-04-02,-1.0359306117525429,-0.139917339469611,1.1356999546988125,-0.0438068954430006
ZHO,Melbourne,2023,Kick Sauber,2023-04-02,0.6212579992853036,-0.2710197924145245,1.2939554200414674,-0.0245109171052412
ALB,Baku,2023,Williams,2023-04-30,0.8218374588870132,-0.1727512168380443,0.9354412587170096,-0.0818832728287761
ALO,Baku,2023,Aston Martin,2023-04-30,-0.5040631890213212,-0.5403832339888174,1.1915326128511283,-0.0333544704027893
BOT,Baku,2023,Kick Sauber,2023-04-30,0.8433910301828307,-0.0398687611560605,1.354252548662294,-0.039553176603104
DEV,Baku,2023,RB,2023-04-30,0.6578795188255058,0.9168259185145624,1.0088393299379037,-0.0672709810535655
GAS,Baku,2023,Alpine,2023-04-30,0.0601760382319067,-0.3514629118639118,1.3484669543160983,-0.0339260393890799
HAM,Baku,2023,Mercedes,2023-04-30,-0.2952125463223026,-0.4521257121103813,2.290904451028537,-0.0659533771747851
HUL,Baku,2023,Haas F1 Team,2023-04-30,0.469650759950605,-0.006460676078911,1.281297385938197,-0.0278166351766915
LEC,Baku,2023,Ferrari,2023-04-30,-0.6831566324284348,-0.1507002503200181,0.978509886534338,-0.0447774376155285
MAG,Baku,2023,Haas F1 Team,2023-04-30,0.469650759950605,0.0798211868647473,1.3412387625753324,-0.0574057076370355
NOR,Baku,2023,McLaren,2023-04-30,0.2852854120070495,-0.4689464279394921,1.1747371254040395,-0.0359018982017588
OCO,Baku,2023,Alpine,2023-04-30,0.0601760382319067,0.3171009010394627,1.2939164293171677,-0.0431364264390465
PER,Baku,2023,Red Bull Racing,2023-04-30,-1.2289416551564547,0.0635958582272202,1.1751068007674426,-0.0725616481076929
PIA,Baku,2023,McLaren,2023-04-30,0.2852854120070495,0.7523418916587298,1.0569952038459105,-0.0398282982686373
RUS,Baku,2023,Mercedes,2023-04-30,-0.2952125463223026,0.4521257121103813,1.7395092531376566,0.0456317949118352
SAI,Baku,2023,Ferrari,2023-04-30,-0.6831566324284348,0.1507002503200181,1.1071921516815149,-0.0437554144869038
SAR,Baku,2023,Williams,2023-04-30,0.8218374588870132,0.1153473652563466,1.3597220805458354,-0.024981406471486
STR,Baku,2023,Aston Martin,2023-04-30,-0.5040631890213212,0.5684335020010415,1.0417880132507926,-0.017693779924021
TSU,Baku,2023,RB,2023-04-30,0.6578795188255058,-0.9603093535129132,1.156652807548905,-0.0685619726078323
VER,Baku,2023,Red Bull Racing,2023-04-30,-1.2289416551564547,-0.0635958582272202,1.0293034918784416,-0.0584431576145303
ZHO,Baku,2023,Kick Sauber,2023-04-30,0.8433910301828307,0.0398687611560605,1.274197793889541,-0.0537347365255517
ALB,Miami,2023,Williams,2023-05-07,0.654011535030856,-0.2632113171049227,0.8902159729628641,-0.0542679356324512
ALO,Miami,2023,Aston Martin,2023-05-07,-0.390452425884446,-0.5465706811340314,1.023434286322738,-0.0377429196235063
BOT,Miami,2023,Kick Sauber,2023-05-07,0.6023904760084158,-0.0595508863232662,1.1060684334495186,-0.0510758030403936
DEV,Miami,2023,RB,2023-05-07,0.4823354210458724,0.6743918474050337,0.949424346763822,-0.0679795921164597
GAS,Miami,2023,Alpine,2023-05-07,0.0358281475045278,-0.2275518211924211,1.0928008289007742,-0.0250262829741073
HAM,Miami,2023,Mercedes,2023-05-07,-0.2918938921168866,-0.1548680198588217,1.797484153337522,-0.0545579292976471
HUL,Miami,2023,Haas F1 Team,2023-05-07,0.3428796472024135,0.0534124832415418,1.1184619982934263,-0.0169737704723288
LEC,Miami,2023,Ferrari,2023-05-07,-0.4874047882250104,-0.008020150192011,0.9286803627083812,-0.0484714394345572
MAG,Miami,2023,Haas F1 Team,2023-05-07,0.3428796472024135,-0.00939617677004,1.0804114461644734,-0.0499904983819326
NOR,Miami,2023,McLaren,2023-05-07,0.4290148863421298,-0.5170946212640448,0.9016127190980048,-0.0253158849297636
OCO,Miami,2023,Alpine,2023-05-07,0.0358281475045278,0.2069346146977516,1.1291560008233863,-0.0367187760653636
PER,Miami,2023,Red Bull Racing,2023-05-07,-1.1167239500099706,0.0989501075289243,1.039195306057442,-0.0600855756734501
PIA,Miami,2023,McLaren,2023-05-07,0.4290148863421298,0.6871318994955873,0.9851177459019154,-0.0334343234989975
RUS,Miami,2023,Mercedes,2023-05-07,-0.2918938921168866,0.1548680198588217,1.3654373844318024,0.002489218647506
SAI,Miami,2023,Ferrari,2023-05-07,-0.4874047882250104,0.008020150192011,0.9550066238918784,-0.0457874479545148
SAR,Miami,2023,Williams,2023-05-07,0.654011535030856,0.2287690061559041,1.0165483970192943,-0.0207090503012113
STR,Miami,2023,Aston Martin,2023-05-07,-0.390452425884446,0.5634008419413659,1.0569492786939407,-0.0256355737705477
TSU,Miami,2023,RB,2023-05-07,0.4823354210458724,-0.7004819084040441,1.068304778661587,-0.0605724085254971
VER,Miami,2023,Red Bull Racing,2023-05-07,-1.1167239500099706,-0.0989501075289243,0.9866995995933584,-0.0651482926357674
ZHO,Miami,2023,Kick Sauber,2023-05-07,0.6023904760084158,0.0595508863232662,1.1506750880165009,-0.036584001445456
ALB,Monaco,2023,Williams,2023-05-28,0.8508617986270104,-0.6984764077492922,3.387445204150705,-0.1308984795350353
ALO,Monaco,2023,Aston Martin,2023-05-28,-0.9051108659350428,0.5065608795207415,3.519304523574052,-0.2042099961916484
BOT,Monaco,2023,Kick Sauber,2023-05-28,0.549137648062031,0.0155755165931369,3.390414583619138,-0.163198547644489
DEV,Monaco,2023,RB,2023-05-28,0.5411025638024534,0.3825428007507122,3.39152279281708,-0.2347423193449925
GAS,Monaco,2023,Alpine,2023-05-28,-0.2175718420635576,-0.1212263811769912,3.6050753115555856,0.4645943690671561
HAM,Monaco,2023,Mercedes,2023-05-28,-0.3966966091767867,-0.1224062768980715,4.022570437183245,-0.1454169495159914
HUL,Monaco,2023,Haas F1 Team,2023-05-28,0.6459939923084843,0.0939547269640265,3.9081430845216425,-0.0722011380496427
LEC,Monaco,2023,Ferrari,2023-05-28,-0.4720769463754607,0.0376617560386396,3.5497202492569047,0.1565552788487255
MAG,Monaco,2023,Haas F1 Team,2023-05-28,0.6459939923084843,-0.0675449430811254,4.0204068702948375,0.0058951617561384
NOR,Monaco,2023,McLaren,2023-05-28,0.3267910821410472,-0.4178346372819634,3.268789130779066,-0.2145037924934972
OCO,Monaco,2023,Alpine,2023-05-28,-0.2175718420635576,0.1088560572801895,3.6122934488915055,-0.1273339231963029
PER,Monaco,2023,Red Bull Racing,2023-05-28,-0.7948138032479257,0.4074555399614504,3.8064581833121087,0.0654664141689747
PIA,Monaco,2023,McLaren,2023-05-28,0.3267910821410472,0.5198570042208889,3.440707256816243,-0.2200763878965961
RUS,Monaco,2023,Mercedes,2023-05-28,-0.3966966091767867,0.1224062768980715,3.666218097407438,-0.1845774310545467
SAI,Monaco,2023,Ferrari,2023-05-28,-0.4720769463754607,-0.0376617560386396,3.533048499987765,-0.0857863416374179
SAR,Monaco,2023,Williams,2023-05-28,0.8508617986270104,0.677811021179881,4.158047142596868,-0.0602968829287788
STR,Monaco,2023,Aston Martin,2023-05-28,-0.9051108659350428,-0.4964627830363409,1.6940665168788267,-0.023211217421578
TSU,Monaco,2023,RB,2023-05-28,0.5411025638024534,-0.3981968373501185,3.868063254720396,-0.2000704862238631
VER,Monaco,2023,Red Bull Racing,2023-05-28,-0.7948138032479257,-0.4074555399614504,3.584695889087018,-0.2160754186597965
ZHO,Monaco,2023,Kick Sauber,2023-05-28,0.549137648062031,-0.0155755165931369,3.647926673415765,-0.2086359683405
ALB,Barcelona,2023,Williams,2023-06-04,0.7812028676324325,-0.5602191779829085,2.5051282958625958,-0.0783101726984219
ALO,Barcelona,2023,Aston Martin,2023-06-04,-0.5644218240009744,0.3210184949255595,2.5490421765973736,-0.1252305678592522
BOT,Barcelona,2023,Kick Sauber,2023-06-04,0.4899410494697532,0.3393394083165384,2.5333562801772667,-0.0876471602808057
DEV,Barcelona,2023,RB,2023-06-04,0.37118942040161,0.3204103799039792,2.4932624366427207,-0.1496022560758598
GAS,Barcelona,2023,Alpine,2023-06-04,-0.1281934916452964,-0.0848735336242271,2.6315626538762618,0.2784549544825524
HAM,Barcelona,2023,Mercedes,2023-06-04,-0.4668454010935615,-0.1280011431880234,2.83850225173486,-0.0826106568166905
HUL,Barcelona,2023,Haas F1 Team,2023-06-04,0.4522375861401675,-0.0583719914077911,2.8301516569451213,-0.0037815212560652
LEC,Barcelona,2023,Ferrari,2023-06-04,-0.3494768821012903,0.1288790208362985,2.591954111645314,0.0922637467008582
MAG,Barcelona,2023,Haas F1 Team,2023-06-04,0.4522375861401675,0.0742178617375317,2.921527949758038,0.0407950925385904
NOR,Barcelona,2023,McLaren,2023-06-04,0.2594823425027592,-0.3206447371714382,2.4244908155180336,-0.0995265651090195
OCO,Barcelona,2023,Alpine,2023-06-04,-0.1281934916452964,0.0774513392861461,2.5344509260415835,-0.0692607036899773
PER,Barcelona,2023,Red Bull Racing,2023-06-04,-0.7576730945854253,0.4393782420096573,2.8485757234269604,0.0517708728104091
PIA,Barcelona,2023,McLaren,2023-06-04,0.2594823425027592,0.3818581573347935,2.4835827675183952,-0.1388622780820871
RUS,Barcelona,2023,Mercedes,2023-06-04,-0.4668454010935615,0.1280011431880234,2.655751673806784,-0.1068930423593467
SAI,Barcelona,2023,Ferrari,2023-06-04,-0.3494768821012903,-0.1288790208362985,2.506957090293434,-0.0500684146336691
SAR,Barcelona,2023,Williams,2023-06-04,0.7812028676324325,0.5478199460412618,2.940466524441188,-0.0159760239800905
STR,Barcelona,2023,Aston Martin,2023-06-04,-0.5644218240009744,-0.3149596370349191,1.3567395000260292,-0.0075912436751129
TSU,Barcelona,2023,RB,2023-06-04,0.37118942040161,-0.329802801863623,2.66697128624977,-0.1332063173744095
VER,Barcelona,2023,Red Bull Racing,2023-06-04,-0.7576730945854253,-0.4393782420096573,2.563364339354413,-0.1264623532821974
ZHO,Barcelona,2023,Kick Sauber,2023-06-04,0.4899410494697532,-0.3393394083165384,2.590025942110182,-0.1317993872440372
ALB,Montréal,2023,Williams,2023-06-18,0.6752249328699642,-0.917007438993134,1.791696311751272,-0.0587494366948828
ALO,Montréal,2023,Aston Martin,2023-06-18,-0.4877679255883409,-0.1708806150833816,1.804126982742659,-0.0805557289146907
BOT,Montréal,2023,Kick Sauber,2023-06-18,0.4620568770600761,0.0495206400638142,1.8583247385765351,-0.0593957190690656
DEV,Montréal,2023,RB,2023-06-18,0.3681251978648039,0.3894624841000232,1.871302145135442,-0.1082854994623005
GAS,Montréal,2023,Alpine,2023-06-18,-0.0571045493633398,-0.0642568787952255,1.9412936046069988,0.1481088965403704
HAM,Montréal,2023,Mercedes,2023-06-18,-0.376045028365632,-0.5780282664921689,1.9949102947851447,-0.0513832126742009
HUL,Montréal,2023,Haas F1 Team,2023-06-18,0.4902886211174623,0.0335696622981821,1.961537215298771,-0.0086154684994831
LEC,Montréal,2023,Ferrari,2023-06-18,-0.4289026538123746,0.0587940791684458,1.9453046926283288,0.0461613343964527
MAG,Montréal,2023,Haas F1 Team,2023-06-18,0.4902886211174623,-0.0240621401003377,2.165931991108245,0.0159898502978509
NOR,Montréal,2023,McLaren,2023-06-18,0.2146684873573777,-0.1843392923936073,1.7917127712292458,-0.066856496246546
OCO,Montréal,2023,Alpine,2023-06-18,-0.0571045493633398,0.0598035621923769,1.7860587824278549,-0.0572213360801296
PER,Montréal,2023,Red Bull Racing,2023-06-18,-0.729479215889322,0.5208106134673578,2.0995187009280456,0.022874296460714
PIA,Montréal,2023,McLaren,2023-06-18,0.2146684873573777,0.2210673444916205,1.848140280373869,-0.1043993510322603
RUS,Montréal,2023,Mercedes,2023-06-18,-0.376045028365632,0.5780282664921689,1.84175445240296,-0.0849313026551214
SAI,Montréal,2023,Ferrari,2023-06-18,-0.4289026538123746,-0.0587940791684458,1.884714740925024,-0.0408370110778072
SAR,Montréal,2023,Williams,2023-06-18,0.6752249328699642,0.909567899828146,2.1153884904642783,-0.1249456143880541
STR,Montréal,2023,Aston Martin,2023-06-18,-0.4877679255883409,0.1745159298177659,1.1402749008818631,-0.0203012780720069
TSU,Montréal,2023,RB,2023-06-18,0.3681251978648039,-0.3950979372758095,1.913029911808633,-0.0925390375053946
VER,Montréal,2023,Red Bull Racing,2023-06-18,-0.729479215889322,-0.5208106134673578,1.7864299568173727,-0.0802705038295788
ZHO,Montréal,2023,Kick Sauber,2023-06-18,0.4620568770600761,-0.0495206400638142,1.885286207631995,-0.1003898146375504
ALB,Spielberg,2023,Williams,2023-07-02,0.5293762967082797,-0.6559042073794954,1.3819427212412827,-0.040987743781908
ALO,Spielberg,2023,Aston Martin,2023-07-02,-0.4363683232847363,-0.1156421324908891,1.35153136436612,-0.0554810726764498
BOT,Spielberg,2023,Kick Sauber,2023-07-02,0.4650289691046996,0.0628939659591925,1.4928637081131615,-0.0182517914100494
DEV,Spielberg,2023,RB,2023-07-02,0.4557819223718502,0.2097682934608476,1.4170247945795924,-0.0770739955299149
GAS,Spielberg,2023,Alpine,2023-07-02,0.0130319234973293,-0.1847992885674577,1.4859458209826035,0.0865553419942263
HAM,Spielberg,2023,Mercedes,2023-07-02,-0.2957056800330785,-0.4260301703407702,1.4371152025791738,-0.0225601635805496
HUL,Spielberg,2023,Haas F1 Team,2023-07-02,0.7488409908161988,-0.044925483727081,1.360565585832714,-0.0351835668139756
LEC,Spielberg,2023,Ferrari,2023-07-02,-0.5202437133656399,0.0147151571784865,1.424805367972762,0.0385903702557997
MAG,Spielberg,2023,Haas F1 Team,2023-07-02,0.7488409908161988,0.0506299970457876,1.6794762431411874,0.0219034146967712
NOR,Spielberg,2023,McLaren,2023-07-02,0.1392705736630227,-0.4559042205974545,1.3319610092250789,-0.03716732036995
OCO,Spielberg,2023,Alpine,2023-07-02,0.0130319234973293,0.1821272986057486,1.3445911594161792,-0.04634713238747
PER,Spielberg,2023,Red Bull Racing,2023-07-02,-0.824877731530343,0.5207502761263922,1.6197505816190925,0.0080715598040311
PIA,Spielberg,2023,McLaren,2023-07-02,0.1392705736630227,0.4779410518562624,1.4326698416335766,-0.0498917421271317
RUS,Spielberg,2023,Mercedes,2023-07-02,-0.2957056800330785,0.4260301703407702,1.4134732759881576,-0.0584401691557017
SAI,Spielberg,2023,Ferrari,2023-07-02,-0.5202437133656399,-0.0147151571784865,1.3444217619039238,-0.0131943177998989
SAR,Spielberg,2023,Williams,2023-07-02,0.5293762967082797,0.6514404838805026,1.570886943340074,-0.0831919335493973
STR,Spielberg,2023,Aston Martin,2023-07-02,-0.4363683232847363,0.1178233213315196,1.0898202404176855,-0.0202311873798397
TSU,Spielberg,2023,RB,2023-07-02,0.4557819223718502,-0.2131495653663194,1.517756105595694,-0.0310799526696847
VER,Spielberg,2023,Red Bull Racing,2023-07-02,-0.824877731530343,-0.5207502761263922,1.3512834072205804,-0.0383372388016968
ZHO,Spielberg,2023,Kick Sauber,2023-07-02,0.4650289691046996,-0.0628939659591925,1.4212934859646171,-0.0449551549141062
ALB,Silverstone,2023,Williams,2023-07-09,0.3824199553722949,-0.5004936066787793,1.199435089852438,-0.039222600919611
ALO,Silverstone,2023,Aston Martin,2023-07-09,-0.2269326172115925,-0.1936660405938992,1.1563578667643286,-0.0445744600808298
BOT,Silverstone,2023,Kick Sauber,2023-07-09,0.4754952797403798,0.0652355137746495,1.3274597632225045,-0.0347857732288481
DEV,Silverstone,2023,RB,2023-07-09,0.451101536750504,0.197870499886032,1.2082623836365969,-0.0715678698454215
GAS,Silverstone,2023,Alpine,2023-07-09,0.2124458895852602,-0.4639811604420619,1.2374870839435936,0.1223609884477674
HAM,Silverstone,2023,Mercedes,2023-07-09,-0.3615687655562405,-0.2526241628105226,1.2664958529764037,-0.0145602984196937
HUL,Silverstone,2023,Haas F1 Team,2023-07-09,0.7324163428964783,-0.4359800521410109,1.197070138502588,-0.0085774055765205
LEC,Silverstone,2023,Ferrari,2023-07-09,-0.4177471780253234,-0.0212090009310034,1.1486964016876773,0.0163786265725901
MAG,Silverstone,2023,Haas F1 Team,2023-07-09,0.7324163428964783,0.4394027601322348,1.2493711018960871,-0.0102688521830496
NOR,Silverstone,2023,McLaren,2023-07-09,-0.1759078997325922,-0.3014796752156156,1.1586310264666484,-0.019605280559439
OCO,Silverstone,2023,Alpine,2023-07-09,0.2124458895852602,0.4623779664650364,0.9880689243351852,-0.0662082794324822
PER,Silverstone,2023,Red Bull Racing,2023-07-09,-0.7515692966417151,0.5844495307552005,1.4050076048986408,-0.0132822270881048
PIA,Silverstone,2023,McLaren,2023-07-09,-0.1759078997325922,0.3147017739709004,1.2073430869865087,-0.0353712140756637
RUS,Silverstone,2023,Mercedes,2023-07-09,-0.3615687655562405,0.2526241628105226,1.200303793476663,-0.0430024945320939
SAI,Silverstone,2023,Ferrari,2023-07-09,-0.4177471780253234,0.0212090009310034,1.149293130180474,-0.018841870280299
SAR,Silverstone,2023,Williams,2023-07-09,0.3824199553722949,0.4978153725793836,1.3611754612896283,-0.0664408517165635
STR,Silverstone,2023,Aston Martin,2023-07-09,-0.2269326172115925,0.1949747538982775,1.0421118680870451,-0.0245070943907684
TSU,Silverstone,2023,RB,2023-07-09,0.451101536750504,-0.1998992630293151,1.231139758297496,-0.0258436290815858
VER,Silverstone,2023,Red Bull Racing,2023-07-09,-0.7515692966417151,-0.5844495307552005,1.1502753866981932,-0.0133271775596427
ZHO,Silverstone,2023,Kick Sauber,2023-07-09,0.4754952797403798,-0.0652355137746495,1.2468215979505015,-0.0349990252770049
ALB,Budapest,2023,Williams,2023-07-23,0.4214732975018175,-0.4166332964558753,1.0465698142612676,-0.0617713273722363
ALO,Budapest,2023,Aston Martin,2023-07-23,-0.1583305143536863,-0.2449088985498878,1.136387320326549,-0.0369121456862892
BOT,Budapest,2023,Kick Sauber,2023-07-23,0.477078604769878,-0.085290437766956,1.1288162808164672,-0.040440425766393
HAM,Budapest,2023,Mercedes,2023-07-23,-0.4211172132811101,-0.2963807476863137,1.2196819994312669,-0.008859900029511
HUL,Budapest,2023,Haas F1 Team,2023-07-23,0.8058693379016323,-0.4372261265227019,1.0454187934198544,0.0021051650728736
LEC,Budapest,2023,Ferrari,2023-07-23,-0.3702586357625594,-0.0590004005586022,1.0746973148140302,0.0183958086984357
MAG,Budapest,2023,Haas F1 Team,2023-07-23,0.8058693379016323,0.4392797513174363,1.2210482193958008,0.0051271831552771
NOR,Budapest,2023,McLaren,2023-07-23,-0.3060175687869209,-0.3336128051293702,1.0375666505855312,-0.0035468168659948
PER,Budapest,2023,Red Bull Racing,2023-07-23,-0.831936281932395,0.5471259684531202,1.3103932934374984,-0.0111754485083528
PIA,Budapest,2023,McLaren,2023-07-23,-0.3060175687869209,0.341546064382541,0.9817430782141529,-0.0131221136788016
RIC,Budapest,2023,RB,2023-07-23,0.4652804542140477,0.251328775007601,1.16628440225627,0.0132041461150737
RUS,Budapest,2023,Mercedes,2023-07-23,-0.4211172132811101,0.2963807476863137,1.2699868921391315,-0.0230181751730862
SAI,Budapest,2023,Ferrari,2023-07-23,-0.3702586357625594,0.0590004005586022,1.096348850503733,-0.007067156137823
SAR,Budapest,2023,Williams,2023-07-23,0.4214732975018175,0.4150263559962379,1.2006090176688404,-0.0467704819445167
STR,Budapest,2023,Aston Martin,2023-07-23,-0.1583305143536863,0.2456941265325147,0.9940922022189383,-0.0240542474888432
TSU,Budapest,2023,RB,2023-07-23,0.4652804542140477,-0.0451459070239376,1.0706263078717215,-0.0243025478040445
VER,Budapest,2023,Red Bull Racing,2023-07-23,-0.831936281932395,-0.5471259684531202,1.096375477399779,-0.0179119181713507
ZHO,Budapest,2023,Kick Sauber,2023-07-23,0.477078604769878,0.085290437766956,1.103301505924401,-0.0424121384664144
ALB,Spa-Francorchamps,2023,Williams,2023-07-30,0.3319581350105449,-0.3325682131676426,1.3033694038487775,0.0831532475327021
