Driver,Location,Year,Team,EventDate,Team_Pace_EMA,Driver_Teammate_Gap_EMA,Driver_Consistency_EMA,Degradation_EMA
SAI,Montréal,2022,Ferrari,2022-06-19,-1.0263181109060788,-0.1707481882643372,2.077069381626256,-0.0669824180648683
STR,Montréal,2022,Aston Martin,2022-06-19,0.3616461814292548,0.2800083971374043,2.2584625186619194,-0.1101521277454476
TSU,Montréal,2022,RB,2022-06-19,0.2007873192779834,0.1551344671119678,2.2829386738442,-0.152163020760463
VER,Montréal,2022,Red Bull Racing,2022-06-19,-1.421656420090631,-1.088070874794894,2.3667712411724446,-0.1051201933039071
VET,Montréal,2022,Aston Martin,2022-06-19,0.3616461814292548,-0.2515152261423002,2.285896562000741,-0.103440675478892
ZHO,Montréal,2022,Kick Sauber,2022-06-19,0.3113598258289982,0.4136077986620622,2.2567034195884936,-0.1007761275669651
ALO,Silverstone,2022,Alpine,2022-07-03,0.0830918705398442,-0.2986207808680139,4.027728357661415,-0.1328717723662625
BOT,Silverstone,2022,Kick Sauber,2022-07-03,1.338513907729818,0.0,5.091248021733407,-0.3751077970765573
GAS,Silverstone,2022,RB,2022-07-03,0.7561752425088869,0.2851269387804381,4.521709641080696,-0.2756566361491355
HAM,Silverstone,2022,Mercedes,2022-07-03,-0.883177619017107,0.0,4.731446490917136,-0.1642115872005841
LAT,Silverstone,2022,Williams,2022-07-03,0.918172883919114,0.0,3.8092426129227546,-0.1489876578821299
LEC,Silverstone,2022,Ferrari,2022-07-03,-1.255908736664169,0.6584050591380045,4.851743175885456,-0.2065545578611136
MAG,Silverstone,2022,Haas F1 Team,2022-07-03,1.5319528185583895,0.404523924926606,2.849817976755596,-0.1828948121875824
MSC,Silverstone,2022,Haas F1 Team,2022-07-03,1.5319528185583895,-0.404523924926606,2.729917674691683,-0.1529007287069181
NOR,Silverstone,2022,McLaren,2022-07-03,0.1834673542806034,-0.5267467303262005,4.366151141340225,-0.1143870062389039
OCO,Silverstone,2022,Alpine,2022-07-03,0.0830918705398442,0.2986207808680139,3.614130105320916,-0.181627435128798
PER,Silverstone,2022,Red Bull Racing,2022-07-03,-1.1772088027849226,0.7620117556461664,4.937879738818075,-0.1477925679990048
RIC,Silverstone,2022,McLaren,2022-07-03,0.1834673542806034,0.5267467303262005,3.569941819924618,-0.1600208379380592
SAI,Silverstone,2022,Ferrari,2022-07-03,-1.255908736664169,-0.6584050591380045,1.6468531155878767,-0.0428703884354048
STR,Silverstone,2022,Aston Martin,2022-07-03,0.2619284921743093,0.2403000440896429,2.743551930180769,-0.2174878619933866
TSU,Silverstone,2022,RB,2022-07-03,0.7561752425088869,-0.2851269387804381,3.445351790735957,-0.2124781653419569
VER,Silverstone,2022,Red Bull Racing,2022-07-03,-1.1772088027849226,-0.7620117556461664,1.7716888306122027,-0.0605665382267667
VET,Silverstone,2022,Aston Martin,2022-07-03,0.2619284921743093,-0.2232041414925805,3.0602441010733785,-0.094558393991534
ALB,Spielberg,2022,Williams,2022-07-10,0.8213271600960177,-0.6324607619477414,1.7980113634544974,-0.077598080428145
ALO,Spielberg,2022,Alpine,2022-07-10,0.0499814249786977,-0.1363909631444643,2.9058947708208898,-0.0762794846075751
BOT,Spielberg,2022,Kick Sauber,2022-07-10,0.8802575981123543,-0.2756204169021549,3.4149720668262287,-0.2378678939160511
GAS,Spielberg,2022,RB,2022-07-10,0.608713415373238,0.0922564911371155,2.973430402807293,-0.1806960625293978
HAM,Spielberg,2022,Mercedes,2022-07-10,-0.7178917708213131,0.0643704072149703,3.179186173300339,-0.1093265596184565
LAT,Spielberg,2022,Williams,2022-07-10,0.8213271600960177,0.6324607619477414,2.5783173026948654,-0.0891538281529286
LEC,Spielberg,2022,Ferrari,2022-07-10,-1.147458017766395,0.2248739863024745,3.271088403205017,-0.104624100483943
MAG,Spielberg,2022,Haas F1 Team,2022-07-10,0.9419357820643456,0.2885719820746072,1.9863814222199097,-0.1042026851553954
MSC,Spielberg,2022,Haas F1 Team,2022-07-10,0.9419357820643456,-0.2885719820746072,1.9539157121962007,-0.0803180424101871
NOR,Spielberg,2022,McLaren,2022-07-10,0.1525491039819355,-0.4241622754838567,2.9452862406293256,-0.0797415528427039
OCO,Spielberg,2022,Alpine,2022-07-10,0.0499814249786977,0.1363909631444643,2.4272614579042875,-0.1093844947783906
PER,Spielberg,2022,Red Bull Racing,2022-07-10,-0.8435281909458481,1.68292348963962,3.3329588949586477,-0.0654896761377488
RIC,Spielberg,2022,McLaren,2022-07-10,0.1525491039819355,0.4241622754838567,2.4357436810143387,-0.1058473204543374
RUS,Spielberg,2022,Mercedes,2022-07-10,-0.7178917708213131,-0.0643704072149703,1.7457381915744974,-0.06498450171778
SAI,Spielberg,2022,Ferrari,2022-07-10,-1.147458017766395,-0.2248739863024745,1.2488712312798738,-0.0240517328384574
STR,Spielberg,2022,Aston Martin,2022-07-10,0.2788211028774096,0.199655436289851,2.0046655496270978,-0.1379425485155234
TSU,Spielberg,2022,RB,2022-07-10,0.608713415373238,-0.0922564911371155,2.4108236119839117,-0.1315381543143454
VER,Spielberg,2022,Red Bull Racing,2022-07-10,-0.8435281909458481,-1.68292348963962,1.438373891378665,-0.016596851182201
VET,Spielberg,2022,Aston Martin,2022-07-10,0.2788211028774096,-0.1893978947316135,2.1883139368235978,-0.0689824158246295
ZHO,Spielberg,2022,Kick Sauber,2022-07-10,0.8802575981123543,0.2756204169021549,1.7740469727936006,-0.0667913326558583
ALB,Budapest,2022,Williams,2022-07-31,0.74630923638943,-0.4017958302093974,1.5931607146630604,0.0026871422554468
ALO,Budapest,2022,Alpine,2022-07-31,0.2477644078294379,-0.0739608198504422,2.215396061399863,-0.0391998257019738
BOT,Budapest,2022,Kick Sauber,2022-07-31,0.717045343699864,-0.0076793929984359,2.405640043228356,-0.1336064267564087
GAS,Budapest,2022,RB,2022-07-31,0.6546987691213292,-0.2337844651060907,2.2353705989184847,-0.0901117590439176
HAM,Budapest,2022,Mercedes,2022-07-31,-0.8308845658808877,-0.031644422337684,2.352848991492851,-0.0307346350613951
LAT,Budapest,2022,Williams,2022-07-31,0.74630923638943,0.4017958302093974,2.0234331807245862,0.0032917643223169
LEC,Budapest,2022,Ferrari,2022-07-31,-1.1369724897970444,0.0048596895871276,2.3070942495454685,-0.0401214473798668
