Time,Driver,DriverNumber,Team,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,AirTemp,TrackTemp,Rainfall,Humidity,WindSpeed,WindDirection,TrackLenght,NumTurns,Traction,AsphaltGrip,AsphaltAbrasion,TrackEvolution,TyreStress,Braking,LateralLoad,Downforce,Soft,Medium,Hard,Location,Country,Year,EventDate,Max_Straight_Speed,Avg_Lap_Speed,Min_Corner_Speed,Peak_Cornering_G,Peak_Braking_G,Peak_Acceleration_G,Peak_Downforce_N,Avg_Downforce_N,Peak_Drag_N,Peak_Front_Load_N,Peak_Rear_Load_N,Rank
0 days 00:45:10.881000,ALO,14,Alpine,71.394,13.0,3.0,18.224,36.136,17.034,SOFT,4.0,True,19.2,27.4,False,93.0,1.1,141,4.309,15,3,3,2,5,3,3,3,4,C5,C4,C3,São Paulo,Brazil,2022,2022-11-13,91.38888888888889,59.24779299967823,35.27777777777778,6.781191212874658,-4.667964397020069,1.836793312293567,32176.85051118827,15253.315115773425,8696.446084104937,15723.690457832652,24764.957576798763,7
0 days 00:48:52.986000,HAM,44,Mercedes,71.539,17.0,4.0,18.328,36.173,17.038,SOFT,2.0,True,19.2,27.5,False,93.0,1.2,247,4.309,15,3,3,2,5,3,3,3,4,C5,C4,C3,São Paulo,Brazil,2022,2022-11-13,89.16666666666667,59.124673727098596,27.158333866666666,6.358271582012255,-4.266479108177427,1.6286208013733214,30631.04418402778,15045.227252324503,8278.66059027778,15737.977005813342,23839.736456171373,8
0 days 00:51:12.524000,PER,11,Red Bull Racing,71.456,20.0,4.0,18.222,36.255,16.979,SOFT,2.0,True,19.2,27.3,False,93.0,0.0,199,4.309,15,3,3,2,5,3,3,3,4,C5,C4,C3,São Paulo,Brazil,2022,2022-11-13,92.22222222222221,59.29455186016126,28.333333333333332,5.495541179320753,-3.6456781492341146,1.6050315337681806,32766.337808641973,15144.703616439314,8855.766975308641,16282.585169234406,25154.238226144153,9
0 days 00:51:49.042000,LEC,16,Ferrari,70.95,20.0,4.0,18.381,35.591,16.978,SOFT,2.0,True,19.2,27.2,False,93.0,0.6,160,4.309,15,3,3,2,5,3,3,3,4,C5,C4,C3,São Paulo,Brazil,2022,2022-11-13,90.0,59.70428621281166,26.666666666666664,5.130313505704136,-4.4221700984062355,1.6890627795265927,31206.2625,15402.518068257528,8434.125,15736.458751490078,24179.636669279684,10
0 days 00:51:43.853000,ALB,23,Williams,71.631,20.0,4.0,18.421,36.316,16.894,SOFT,2.0,True,19.2,27.3,False,93.0,0.0,199,4.309,15,3,3,2,5,3,3,3,4,C5,C4,C3,São Paulo,Brazil,2022,2022-11-13,91.75617283950618,59.03037544073796,43.333333333333336,5.2380673865999725,-4.000730026955639,1.586570276886407,32436.002116032483,15087.07612641012,8766.487058387156,15692.523139314444,24945.32908013732,11
0 days 00:42:53.972000,GAS,10,AlphaTauri,71.675,16.0,3.0,18.281,36.531,16.863,SOFT,3.0,True,19.2,27.3,False,94.0,1.6,195,4.309,15,3,3,2,5,3,3,3,4,C5,C4,C3,São Paulo,Brazil,2022,2022-11-13,91.66666666666667,59.016999521255855,27.465278222222224,5.693111753687977,-4.49562772935214,1.8459231828766773,32372.751736111117,14857.54504244588,8749.392361111113,16232.996540070653,24912.938144701646,12
0 days 00:51:10.369000,VET,5,Aston Martin,71.678,21.0,4.0,18.212,36.318,17.148,SOFT,3.0,True,19.2,27.3,False,93.0,0.0,199,4.309,15,3,3,2,5,3,3,3,4,C5,C4,C3,São Paulo,Brazil,2022,2022-11-13,89.16666666666667,59.11630465416588,27.77777777777778,6.82325651367124,-4.244335462770663,1.5673620181564978,30631.04418402778,15213.611162323727,8278.66059027778,16410.27588954205,23783.06615918243,13
0 days 00:45:02.465000,RIC,3,McLaren,72.14,16.0,3.0,18.388,36.607,17.145,SOFT,4.0,True,19.2,27.4,False,93.0,1.1,141,4.309,15,3,3,2,5,3,3,3,4,C5,C4,C3,São Paulo,Brazil,2022,2022-11-13,90.55555555555556,58.79116505676933,23.88888888888889,6.02148005305416,-3.505144394207659,1.9125224430843324,31592.714081790127,14888.24579764636,8538.57137345679,16207.355749177339,24404.89925842063,14
0 days 00:44:16.846000,STR,18,Aston Martin,72.21,17.0,3.0,18.412,36.585,17.213,SOFT,4.0,True,19.2,27.4,False,93.0,1.1,141,4.309,15,3,3,2,5,3,3,3,4,C5,C4,C3,São Paulo,Brazil,2022,2022-11-13,89.16666666666667,58.54994580216619,27.22222222222222,5.5228561889190795,-4.406691753387614,1.4919550911487967,30631.04418402778,14761.416346962204,8278.66059027778,15457.272801525092,23680.16332372536,15
0 days 00:32:49.806000,LAT,6,Williams,75.095,12.0,2.0,18.915,38.45,17.73,SOFT,6.0,True,19.2,27.1,False,94.0,1.6,151,4.309,15,3,3,2,5,3,3,3,4,C5,C4,C3,São Paulo,Brazil,2022,2022-11-13,86.38888888888889,56.33588828345467,25.819444444444443,5.118502853875895,-4.743327932727198,1.8462097787731677,28752.294955632715,13756.539215179657,7770.890528549383,15394.884814066427,22555.50888898559,16
0 days 00:32:06.138000,ZHO,24,Alfa Romeo,75.197,11.0,2.0,19.43,38.004,17.763,SOFT,3.0,True,19.2,27.2,False,94.0,2.2,162,4.309,15,3,3,2,5,3,3,3,4,C5,C4,C3,São Paulo,Brazil,2022,2022-11-13,84.72222222222221,56.23165295427749,24.72222222222222,4.913342344860777,-3.4888946018976563,1.4463811792749035,27653.583381558637,13855.840362260971,7473.941454475307,14128.228607178651,21907.367448791614,17
0 days 00:32:57.799000,BOT,77,Alfa Romeo,75.486,12.0,3.0,19.029,38.574,17.883,SOFT,3.0,True,19.2,27.1,False,94.0,1.6,151,4.309,15,3,3,2,5,3,3,3,4,C5,C4,C3,São Paulo,Brazil,2022,2022-11-13,84.16666666666667,56.07426408813094,26.642360888888888,4.610357093494098,-3.695309699262434,1.4748712112343076,27292.102517361116,13745.245854073197,7376.243923611111,14010.026542753734,21660.22827368706,18
0 days 00:32:15.793000,TSU,22,AlphaTauri,76.264,11.0,3.0,19.316,39.221,17.727,SOFT,3.0,True,19.2,27.2,False,94.0,2.2,162,4.309,15,3,3,2,5,3,3,3,4,C5,C4,C3,São Paulo,Brazil,2022,2022-11-13,84.72222222222221,55.61297668988043,25.555555555555554,5.714227663893561,-3.9971042821808243,1.5875137653390095,27653.583381558637,13505.61112662267,7473.941454475307,14818.19664791939,21902.368370911543,19
0 days 00:32:36.464000,MSC,47,Haas F1 Team,76.361,11.0,3.0,19.272,38.906,18.183,SOFT,3.0,True,19.2,27.2,False,94.0,2.2,162,4.309,15,3,3,2,5,3,3,3,4,C5,C4,C3,São Paulo,Brazil,2022,2022-11-13,84.72222222222221,55.446792254431536,23.61111111111111,4.38258426069946,-4.204305106230902,1.66078237756632,27653.583381558637,13156.07155127558,7473.941454475307,14999.589344601409,21838.735681085614,20
0 days 01:10:37.962000,VER,1,Red Bull Racing,83.824,16.0,6.0,17.287,36.056,30.481,SOFT,2.0,True,28.5,33.0,False,72.0,1.7,23,5.281,16,4,3,3,4,3,4,3,3,C5,C4,C3,Yas Island,United Arab Emirates,2022,2022-11-20,90.83333333333333,62.244271391666686,29.166666666666664,6.73200478112148,-4.519118369559566,1.7631346576961884,31786.831684027777,16175.437501523696,8591.035590277777,16041.923128596542,24516.707880660077,1
0 days 01:10:42.355000,PER,11,Red Bull Racing,84.052,17.0,6.0,17.343,35.993,30.716,SOFT,2.0,True,28.5,33.0,False,72.0,1.7,23,5.281,16,4,3,3,4,3,4,3,3,C5,C4,C3,Yas Island,United Arab Emirates,2022,2022-11-20,91.94444444444444,62.128083097558715,23.30439851851852,6.919411531226216,-5.3871539295108235,1.5982974337742684,32569.24750192901,16550.604014006945,8802.499324845678,16998.260293398504,25014.159187289948,2
0 days 01:10:01.972000,LEC,16,Ferrari,84.092,16.0,5.0,17.298,36.318,30.476,SOFT,2.0,True,28.5,33.0,False,72.0,1.7,23,5.281,16,4,3,3,4,3,4,3,3,C5,C4,C3,Yas Island,United Arab Emirates,2022,2022-11-20,90.55555555555556,62.30867783810176,28.906250074074073,6.961764392214036,-4.438160130958515,1.6024039020710161,31592.714081790127,16375.365463785096,8538.57137345679,15655.02169753914,24402.768735716734,3
0 days 01:10:21.891000,SAI,55,Ferrari,84.242,15.0,5.0,17.307,36.289,30.646,SOFT,2.0,True,28.5,33.0,False,72.0,1.7,23,5.281,16,4,3,3,4,3,4,3,3,C5,C4,C3,Yas Island,United Arab Emirates,2022,2022-11-20,91.11111111111111,62.069597461701406,28.88888888888889,6.775538697610003,-4.537314720933634,1.5926343402528313,31981.5438271605,16162.878015072893,8643.660493827161,16087.029624892843,24606.04270380141,4
0 days 01:10:57.125000,HAM,44,Mercedes,84.508,20.0,6.0,17.22,36.471,30.817,SOFT,2.0,True,28.5,33.0,False,72.0,1.5,16,5.281,16,4,3,3,4,3,4,3,3,C5,C4,C3,Yas Island,United Arab Emirates,2022,2022-11-20,89.16666666666667,61.79869898993825,28.396990814814814,6.683033523885201,-4.298593494595291,1.8014776593783952,30631.04418402778,16096.251011138502,8278.66059027778,15740.572658158417,23777.48613511064,5
0 days 01:11:01.660000,RUS,63,Mercedes,84.511,19.0,6.0,17.39,36.51,30.611,SOFT,2.0,True,28.5,33.0,False,72.0,1.5,16,5.281,16,4,3,3,4,3,4,3,3,C5,C4,C3,Yas Island,United Arab Emirates,2022,2022-11-20,90.0,61.68340803368016,27.22222222222222,6.673536024773671,-4.71072963938836,1.5777341404001615,31206.2625,16233.860191553558,8434.125,16224.85166139947,24132.22400345119,6
0 days 01:10:13.772000,NOR,4,McLaren,84.769,16.0,6.0,17.421,36.498,30.85,SOFT,2.0,True,28.5,33.0,False,72.0,1.7,23,5.281,16,4,3,3,4,3,4,3,3,C5,C4,C3,Yas Island,United Arab Emirates,2022,2022-11-20,89.72222222222221,61.613062912396956,27.485118984126984,6.820945949047241,-5.423877100256017,1.6147938056367581,31013.928520447527,15954.546167929611,8382.142843364196,15297.764905538408,24024.134604267118,7
0 days 01:10:09.812000,OCO,31,Alpine,84.83,16.0,6.0,17.468,36.49,30.872,SOFT,2.0,True,28.5,33.0,False,72.0,1.7,23,5.281,16,4,3,3,4,3,4,3,3,C5,C4,C3,Yas Island,United Arab Emirates,2022,2022-11-20,90.27777777777777,61.55541326423397,28.333333333333332,6.8598560130993045,-4.918213298864854,1.6686982613810988,31399.191020447528,16058.062558386046,8486.267843364196,15532.731083475206,24247.77883578103,8
0 days 01:06:15.640000,VET,5,Aston Martin,84.961,17.0,5.0,17.411,36.723,30.827,SOFT,2.0,True,28.5,33.0,False,71.0,2.0,322,5.281,16,4,3,3,4,3,4,3,3,C5,C4,C3,Yas Island,United Arab Emirates,2022,2022-11-20,88.05555555555556,61.59074592939018,27.5,6.928354602075133,-4.567205938678438,1.719566500352602,29872.410001929013,15922.114711528126,8073.6243248456785,15205.038285849052,23315.03531708067,9
0 days 01:07:05.862000,RIC,3,McLaren,85.045,14.0,5.0,17.485,36.666,30.894,SOFT,2.0,True,28.5,33.0,False,71.0,1.6,299,5.281,16,4,3,3,4,3,4,3,3,C5,C4,C3,Yas Island,United Arab Emirates,2022,2022-11-20,88.88888888888889,61.449462924187365,27.22222222222222,6.920608056249028,-5.215969217738763,1.9755076830902356,30440.493827160495,15588.996273303921,8227.16049382716,15304.695363934827,23626.349269000024,10
0 days 00:50:24.382000,ALO,14,Alpine,85.096,11.0,4.0,17.321,36.722,31.053,SOFT,2.0,True,28.7,33.1,False,71.0,1.7,334,5.281,16,4,3,3,4,3,4,3,3,C5,C4,C3,Yas Island,United Arab Emirates,2022,2022-11-20,90.83333333333333,61.32618658832989,27.5,6.9602588593497705,-5.145089880800697,1.833378072086107,31786.831684027777,15935.438792460367,8591.035590277777,15889.796811147611,24519.189515109658,11
0 days 00:50:05.359000,TSU,22,AlphaTauri,85.219,14.0,5.0,17.466,36.639,31.114,SOFT,2.0,True,28.7,33.1,False,71.0,1.7,334,5.281,16,4,3,3,4,3,4,3,3,C5,C4,C3,Yas Island,United Arab Emirates,2022,2022-11-20,90.83333333333333,61.393919104065965,24.444444444444443,6.363497242774492,-4.77241736030947,1.6122826976952116,31786.831684027777,15917.30037724553,8591.035590277777,15823.676508360502,24530.035848610834,12
0 days 00:49:42.670000,MSC,47,Haas F1 Team,85.225,14.0,4.0,17.536,36.513,31.176,SOFT,2.0,True,28.7,33.1,False,71.0,1.8,23,5.281,16,4,3,3,4,3,4,3,3,C5,C4,C3,Yas Island,United Arab Emirates,2022,2022-11-20,90.55555555555556,61.34952310835086,20.947916444444445,6.916247716317637,-5.194449075138989,1.687793056206304,31592.714081790127,15943.461098939475,8538.57137345679,16245.439943406393,24415.72202854101,13
0 days 00:49:25.784000,STR,18,Aston Martin,85.359,14.0,4.0,17.486,36.729,31.144,SOFT,2.0,True,28.7,33.1,False,71.0,1.8,23,5.281,16,4,3,3,4,3,4,3,3,C5,C4,C3,Yas Island,United Arab Emirates,2022,2022-11-20,88.33333333333333,61.151433386485536,28.61111111111111,6.606570354202646,-4.48128300267857,2.072455596729827,30061.176736111112,15591.35395562704,8124.64236111111,15161.40115182518,23414.44453256173,14
0 days 00:49:59.255000,ZHO,24,Alfa Romeo,85.408,11.0,4.0,17.58,36.711,31.117,SOFT,2.0,True,28.7,33.1,False,71.0,1.7,334,5.281,16,4,3,3,4,3,4,3,3,C5,C4,C3,Yas Island,United Arab Emirates,2022,2022-11-20,90.0,61.05729944959834,27.5,6.305362794294833,-4.64025066374091,1.5698449689258995,31206.2625,15772.46568223463,8434.125,15611.13972743682,24111.92948855864,15
0 days 00:29:21.710000,MAG,20,Haas F1 Team,85.834,8.0,2.0,17.637,36.876,31.321,SOFT,2.0,True,28.8,33.8,False,69.0,1.2,2,5.281,16,4,3,3,4,3,4,3,3,C5,C4,C3,Yas Island,United Arab Emirates,2022,2022-11-20,90.83333333333333,60.828987210145385,28.297619047619044,6.285978587428704,-4.379501109659981,1.7697463935991782,31786.831684027777,15536.006809357463,8591.035590277777,15927.352316847178,24504.781940191715,16
0 days 00:21:22.638000,GAS,10,AlphaTauri,85.859,5.0,2.0,17.559,36.854,31.446,SOFT,2.0,True,28.9,34.1,False,68.0,1.8,304,5.281,16,4,3,3,4,3,4,3,3,C5,C4,C3,Yas Island,United Arab Emirates,2022,2022-11-20,90.27777777777777,60.94079007550628,45.833333333333336,6.894908990520138,-4.486194688526135,1.4585480878207853,31399.191020447528,15715.337849685347,8486.267843364196,15664.977358155602,24288.40338759547,17
0 days 00:28:54.123000,BOT,77,Alfa Romeo,85.892,5.0,2.0,17.808,36.913,31.171,SOFT,2.0,True,28.8,33.8,False,69.0,1.2,2,5.281,16,4,3,3,4,3,4,3,3,C5,C4,C3,Yas Island,United Arab Emirates,2022,2022-11-20,90.0,60.80229875025894,27.111111111111107,6.884178493546247,-4.922296207390408,1.5828748029015296,31206.2625,15511.837412522988,8434.125,16011.35128803866,24135.1368409465,18
0 days 00:28:48.926000,ALB,23,Williams,86.028,8.0,2.0,17.561,36.708,31.759,SOFT,2.0,True,28.9,33.8,False,69.0,1.5,305,5.281,16,4,3,3,4,3,4,3,3,C5,C4,C3,Yas Island,United Arab Emirates,2022,2022-11-20,92.5,60.469853567789634,26.833333333333332,6.745130140327567,-4.358506844154957,1.6698364823272478,32964.02265625,15745.752053179665,8909.1953125,16786.64880613653,25273.68613029565,19
0 days 00:28:15.444000,LAT,6,Williams,86.054,8.0,3.0,17.584,36.54,31.93,SOFT,2.0,True,28.9,33.8,False,69.0,1.5,305,5.281,16,4,3,3,4,3,4,3,3,C5,C4,C3,Yas Island,United Arab Emirates,2022,2022-11-20,91.94444444444444,60.53066208142336,27.22222222222222,6.669445913769503,-4.539362319947416,1.7697360969531903,32569.24750192901,15682.986528859463,8802.499324845678,16207.261493672842,24989.682067317834,20
