Time,Driver,DriverNumber,Team,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,AirTemp,TrackTemp,Rainfall,Humidity,WindSpeed,WindDirection,TrackLenght,NumTurns,Traction,AsphaltGrip,AsphaltAbrasion,TrackEvolution,TyreStress,Braking,LateralLoad,Downforce,Soft,Medium,Hard,Location,Country,Year,EventDate,Max_Straight_Speed,Avg_Lap_Speed,Min_Corner_Speed,Peak_Cornering_G,Peak_Braking_G,Peak_Acceleration_G,Peak_Downforce_N,Avg_Downforce_N,Peak_Drag_N,Peak_Front_Load_N,Peak_Rear_Load_N,Rank
0 days 01:14:47.968000,LEC,16,Ferrari,90.558,14.0,5.0,29.115,38.702,22.741,SOFT,2.0,True,19.4,24.3,False,51.0,0.6,343,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,88.33333333333333,59.24410447122759,35.03356325925926,6.315997149498061,-5.639209910664138,1.65533529925732,30061.176736111112,15110.574495742507,8124.64236111111,15967.697324575285,23405.277477666164,1
0 days 01:15:15.614000,VER,1,Red Bull Racing,90.681,13.0,4.0,28.97,38.832,22.879,SOFT,2.0,True,19.4,24.2,False,51.0,0.8,2,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,89.44444444444444,58.978948683940544,24.943576666666665,6.049043470844842,-4.409588478657851,2.149994247930227,30822.189081790122,14709.98250977528,8330.321373456789,15830.6959826989,23927.015267301096,2
0 days 01:07:34.650000,SAI,55,Ferrari,90.687,11.0,4.0,29.036,38.842,22.809,SOFT,2.0,True,19.3,24.5,False,53.0,0.5,354,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,88.05555555555556,59.10269376891889,34.72222222222222,6.617073224701039,-5.031731474246152,2.2380763464826017,29872.410001929013,14717.819359979563,8073.6243248456785,15139.07630117489,23294.98684177142,3
0 days 01:15:21.593000,PER,11,Red Bull Racing,90.921,17.0,6.0,29.18,38.894,22.847,SOFT,2.0,True,19.4,24.2,False,51.0,0.8,2,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,89.72222222222221,58.9730487179066,36.388888888888886,6.820775044670061,-4.622779195122463,1.6714517339643533,31013.928520447527,14899.578713116058,8382.142843364196,16030.054735813212,24011.176938430777,4
0 days 00:55:33.904000,HAM,44,Mercedes,91.048,10.0,3.0,29.1,39.038,22.91,SOFT,2.0,True,19.3,25.0,False,55.0,0.6,10,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,88.05555555555556,59.004300319105326,26.944444444444443,6.203373847129861,-4.674010491754615,1.6682667786712893,29872.410001929013,14982.63198163258,8073.6243248456785,14955.89279968398,23263.427286413884,5
0 days 01:14:42.047000,BOT,77,Alfa Romeo,91.56,14.0,5.0,29.203,39.296,23.061,SOFT,2.0,True,19.4,24.3,False,51.0,0.6,343,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,87.77777777777777,58.564858910110715,21.944444444444443,5.678949150506425,-5.1008705140331,1.617892714614068,29684.23780864197,14615.656090123959,8022.76697530864,16242.405284289263,23164.21883683127,6
0 days 00:45:43.397000,MAG,20,Haas F1 Team,91.461,8.0,3.0,29.391,39.191,22.879,SOFT,2.0,True,19.4,25.1,False,55.0,0.5,7,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,88.61111111111111,58.72465389810682,35.27777777777778,6.077937549489789,-4.699044040395675,1.6219872135961024,30250.538011188273,14832.226487718432,8175.821084104939,15326.96476728019,23533.814768402597,7
0 days 00:55:23.970000,ALO,14,Alpine,91.621,10.0,4.0,29.306,39.305,23.01,SOFT,2.0,True,19.3,25.0,False,55.0,0.6,10,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,88.88888888888889,58.44960391636041,31.955555555555556,6.05471585699385,-4.407432932058313,1.9533541980487379,30440.493827160495,14497.06889314681,8227.16049382716,15468.916114760259,23638.699307336625,8
0 days 00:55:29.527000,RUS,63,Mercedes,91.252,10.0,3.0,29.197,39.104,22.951,SOFT,2.0,True,19.3,25.0,False,55.0,0.6,10,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,87.5,58.73824812378128,24.444444444444443,6.366243961793156,-4.733578094559734,1.6287611968861673,29496.66015625,14653.763756774344,7972.0703125,15542.248419811292,23028.989958003258,9
0 days 00:55:49.280000,GAS,10,AlphaTauri,91.635,14.0,5.0,29.253,39.335,23.047,SOFT,2.0,True,19.3,25.0,False,55.0,0.6,10,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,87.77777777777777,58.48717849722497,24.555555555555557,6.502141106881685,-6.17261836466946,1.607232972377163,29684.23780864197,14672.168860029575,8022.76697530864,14931.405667806648,23174.937106795587,10
0 days 00:46:36.127000,OCO,31,Alpine,91.782,8.0,3.0,29.407,39.294,23.081,SOFT,2.0,True,19.4,25.1,False,55.0,0.5,358,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,89.16666666666667,58.25109285887654,19.444444444444443,6.182894714638661,-4.871997619704726,1.6794600708119247,30631.04418402778,14588.316653509688,8278.66059027778,15949.88234827111,23756.408840945634,11
0 days 00:45:51.426000,MSC,47,Haas F1 Team,91.998,8.0,3.0,29.538,39.43,23.03,SOFT,2.0,True,19.4,25.1,False,55.0,0.5,7,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,88.61111111111111,58.409438710150646,21.695313111111112,5.485570556644392,-5.236764255765952,1.7859586306489792,30250.538011188273,14536.40070351433,8175.821084104939,15646.244378629406,23593.236465378624,12
0 days 00:54:57.610000,NOR,4,McLaren,92.008,13.0,4.0,29.544,39.355,23.109,SOFT,2.0,True,19.4,25.0,False,56.0,0.4,22,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,87.22222222222221,58.27519552872673,22.77777777777778,6.0394436405281855,-4.41645631523362,1.8694591513295242,29309.677044753083,14566.395130302693,7921.534336419752,15069.333021403672,22839.7688790645,13
0 days 00:50:37.212000,ALB,23,Williams,92.664,12.0,5.0,29.564,39.897,23.203,SOFT,2.0,True,19.4,25.0,False,56.0,0.4,16,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,87.5,57.753906587077644,25.018518518518515,6.101554480787673,-4.788273532076774,1.534293245343879,29496.66015625,14472.368696619425,7972.0703125,15094.561030067267,23008.19364068394,14
0 days 00:33:22.928000,ZHO,24,Alfa Romeo,92.493,5.0,2.0,29.501,39.796,23.196,SOFT,2.0,True,19.5,25.6,False,56.0,0.5,9,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,87.77777777777777,57.991477961752146,33.888888888888886,4.893977691400623,-4.080591676995782,1.6997855314575425,29684.23780864197,14401.640265571723,8022.76697530864,14909.321764808985,23193.025719003355,15
0 days 00:33:11.381000,TSU,22,AlphaTauri,92.75,7.0,3.0,29.724,39.811,23.215,SOFT,2.0,True,19.5,25.6,False,56.0,0.5,9,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,88.88888888888889,57.907130460408986,23.40277777777778,5.749590965135908,-4.7809731556493436,1.5773518802829087,30440.493827160495,14530.297699121282,8227.16049382716,15298.573346369205,23679.920371166005,16
0 days 00:33:32.812000,HUL,27,Aston Martin,92.777,5.0,2.0,29.833,39.76,23.184,SOFT,2.0,True,19.5,25.6,False,56.0,0.5,9,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,86.11111111111111,57.701758389060025,35.003471999999995,5.296867633268283,-4.351032112022961,1.845647974466206,28567.690007716054,14027.983463407852,7720.997299382717,14799.206602554874,22479.585477006174,17
0 days 00:32:41.097000,RIC,3,McLaren,92.945,7.0,2.0,29.763,39.862,23.32,SOFT,2.0,True,19.5,25.6,False,56.0,0.6,352,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,86.38888888888889,57.668945935242256,21.38888888888889,5.93109387876907,-5.242564968505737,1.6546766155758552,28752.294955632715,14195.16029690202,7770.890528549383,15948.863565823434,22602.695924305164,18
0 days 00:33:01.815000,STR,18,Aston Martin,93.032,5.0,2.0,29.906,39.844,23.282,SOFT,2.0,True,19.5,25.6,False,56.0,0.5,9,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,86.66666666666667,57.56617650566111,23.055555555555554,5.0834148824392384,-4.586146323137795,1.7244583403992755,28937.49444444445,14167.02672858065,7820.944444444445,14739.554556354398,22702.525056721857,19
0 days 00:25:21.165000,LAT,6,Williams,93.634,4.0,2.0,29.81,40.495,23.329,SOFT,2.0,True,19.5,25.9,False,57.0,0.5,5,5.412,15,4,3,5,4,3,4,3,3,C3,C2,C1,Sakhir,Bahrain,2022,2022-03-20,88.88888888888889,57.24501606984727,32.5,5.676358129113573,-4.442067692930282,1.4960166824587027,30440.493827160495,14173.927193281757,8227.16049382716,15469.333598054624,23670.75064266118,20
0 days 01:14:33.495000,LEC,16,Ferrari,78.75,10.0,4.0,22.004,29.41,27.336,SOFT,2.0,True,34.6,46.5,False,18.0,3.5,186,4.657,16,3,3,4,3,5,3,5,4,C3,C2,C1,Barcelona,Spain,2022,2022-05-22,88.33333333333333,58.87586789330113,38.04253444444444,6.8614145992047835,-3.9067155756305136,1.8305447355972682,30061.176736111112,14594.210379052509,8124.64236111111,15195.439076190147,23423.561506635804,1
0 days 01:07:31.396000,VER,1,Red Bull Racing,79.073,11.0,4.0,21.978,29.684,27.411,SOFT,2.0,True,34.6,46.9,False,17.0,3.0,197,4.657,16,3,3,4,3,5,3,5,4,C3,C2,C1,Barcelona,Spain,2022,2022-05-22,89.16666666666667,58.687442348128144,34.72222222222222,6.816202666608388,-3.864994872143539,1.7544604801163484,30631.04418402778,14683.798113046081,8278.66059027778,15762.10491840844,23800.24776270216,2
0 days 01:14:48.524000,SAI,55,Ferrari,79.166,14.0,5.0,22.189,29.583,27.394,SOFT,2.0,True,34.6,46.5,False,18.0,3.5,186,4.657,16,3,3,4,3,5,3,5,4,C3,C2,C1,Barcelona,Spain,2022,2022-05-22,88.88888888888889,58.59282711333267,40.27777777777778,6.4493341370258115,-4.957284563143373,2.1216604188617554,30440.493827160495,14593.42953534914,8227.16049382716,15754.92916747685,23678.984786855926,3
0 days 01:15:23.991000,RUS,63,Mercedes,79.393,13.0,5.0,21.936,29.735,27.722,SOFT,2.0,True,34.7,46.6,False,17.0,3.5,157,4.657,16,3,3,4,3,5,3,5,4,C3,C2,C1,Barcelona,Spain,2022,2022-05-22,90.0,58.37436947972699,26.22222222222222,6.579748702378774,-5.286399278756696,1.6390718147520738,31206.2625,14514.40722059459,8434.125,15890.14217060614,24137.64922224986,4
0 days 01:15:12.476000,PER,11,Red Bull Racing,79.42,16.0,6.0,22.194,29.761,27.465,SOFT,2.0,True,34.7,46.6,False,17.0,3.5,157,4.657,16,3,3,4,3,5,3,5,4,C3,C2,C1,Barcelona,Spain,2022,2022-05-22,89.44444444444444,58.475007530857106,35.55555555555556,6.845783340543497,-4.815724909435777,1.9082987179396564,30822.189081790122,14414.986527582512,8330.321373456789,16103.698781668543,23902.978159447874,5
0 days 01:14:55.608000,HAM,44,Mercedes,79.512,14.0,5.0,22.095,29.596,27.821,SOFT,2.0,True,34.6,46.5,False,18.0,3.5,186,4.657,16,3,3,4,3,5,3,5,4,C3,C2,C1,Barcelona,Spain,2022,2022-05-22,88.88888888888889,58.23987376113177,34.72222222222222,6.963051578230521,-4.555212271456989,2.1669246246102634,30440.493827160495,14263.260193219809,8227.16049382716,15690.383916022161,23681.03332537723,6
0 days 01:15:18.999000,BOT,77,Alfa Romeo,79.608,17.0,6.0,22.245,29.92,27.443,SOFT,2.0,True,34.7,46.6,False,17.0,3.5,157,4.657,16,3,3,4,3,5,3,5,4,C3,C2,C1,Barcelona,Spain,2022,2022-05-22,89.16666666666667,58.27459070758416,32.791666285714285,6.481284418235425,-5.118786891482134,1.546456810104698,30631.04418402778,14350.514695255539,8278.66059027778,15137.172843314667,23759.13942803155,7
0 days 01:15:06.948000,MAG,20,Haas F1 Team,79.682,17.0,6.0,22.115,30.006,27.561,SOFT,2.0,True,34.6,46.5,False,18.0,3.5,186,4.657,16,3,3,4,3,5,3,5,4,C3,C2,C1,Barcelona,Spain,2022,2022-05-22,90.27777777777777,58.165383137795374,27.5,6.56232961601295,-4.494015950986531,1.6790822369617848,31399.191020447528,14378.49296993456,8486.267843364196,16362.330348696845,24252.849005497745,8
0 days 00:55:33.803000,RIC,3,McLaren,80.287,11.0,4.0,22.243,30.158,27.886,SOFT,2.0,True,34.7,46.8,False,17.0,3.7,174,4.657,16,3,3,4,3,5,3,5,4,C3,C2,C1,Barcelona,Spain,2022,2022-05-22,88.05555555555556,57.80309143521425,35.27777777777778,6.388216745471341,-3.7760618585853476,1.6970453149105753,29872.410001929013,14058.948468034603,8073.6243248456785,15535.643245177771,23305.662468954335,9
0 days 01:15:03.155000,MSC,47,Haas F1 Team,80.368,17.0,6.0,22.275,30.205,27.888,SOFT,2.0,True,34.6,46.5,False,18.0,3.5,186,4.657,16,3,3,4,3,5,3,5,4,C3,C2,C1,Barcelona,Spain,2022,2022-05-22,90.27777777777777,57.740189976222915,39.01587149206349,6.111494465251269,-4.8490973307067815,1.8732953125351404,31399.191020447528,14256.370276649594,8486.267843364196,15422.017875818758,24242.062374873552,10
0 days 00:46:47.195000,NOR,4,McLaren,80.471,8.0,3.0,22.088,30.153,28.23,SOFT,2.0,True,34.7,47.4,False,18.0,2.0,180,4.657,16,3,3,4,3,5,3,5,4,C3,C2,C1,Barcelona,Spain,2022,2022-05-22,89.16666666666667,57.680467681974385,27.947918666666666,6.37602226842942,-4.200772908662594,1.5477776687478086,30631.04418402778,14004.74173635599,8278.66059027778,15585.776695087927,23774.182920794752,11
0 days 00:54:51.981000,OCO,31,Alpine,80.638,8.0,3.0,22.353,30.389,27.896,SOFT,2.0,True,35.0,47.6,False,17.0,3.5,154,4.657,16,3,3,4,3,5,3,5,4,C3,C2,C1,Barcelona,Spain,2022,2022-05-22,88.33333333333333,57.505482740154186,24.72222222222222,6.975912858361318,-5.065365748791254,2.5251335908578927,30061.176736111112,13969.534078461655,8124.64236111111,14940.435419107062,23376.36237357015,12
0 days 00:55:18.167000,TSU,22,AlphaTauri,80.639,14.0,5.0,22.262,30.393,27.984,SOFT,2.0,True,34.7,46.8,False,17.0,3.7,174,4.657,16,3,3,4,3,5,3,5,4,C3,C2,C1,Barcelona,Spain,2022,2022-05-22,89.44444444444444,57.549886661301024,26.944444444444443,6.206659177014319,-4.565518522789655,2.107215509405328,30822.189081790122,14126.313291069528,8330.321373456789,16215.649848753666,23910.552770860766,13
0 days 00:33:51.690000,GAS,10,AlphaTauri,80.719,8.0,3.0,22.304,30.346,28.069,SOFT,2.0,True,35.0,47.5,False,18.0,3.7,170,4.657,16,3,3,4,3,5,3,5,4,C3,C2,C1,Barcelona,Spain,2022,2022-05-22,90.27777777777777,57.560001324917955,33.06250133333334,5.566096961901154,-4.525767204157052,1.4929570578428912,31399.191020447528,14010.836774995658,8486.267843364196,16012.847980298355,24193.486890807057,14
0 days 00:33:35.635000,ZHO,24,Alfa Romeo,80.476,8.0,3.0,22.376,30.23,27.87,SOFT,2.0,True,35.0,47.5,False,18.0,3.7,170,4.657,16,3,3,4,3,5,3,5,4,C3,C2,C1,Barcelona,Spain,2022,2022-05-22,89.72222222222221,57.6073555602315,25.890564180365736,6.937838433346855,-4.384731943972574,2.062375501101383,31013.928520447527,14037.740595657378,8382.142843364196,15399.65321717991,23998.223827280224,15
0 days 00:33:42.976000,VET,5,Aston Martin,80.954,5.0,2.0,22.433,30.324,28.197,SOFT,2.0,True,35.0,47.5,False,18.0,3.7,170,4.657,16,3,3,4,3,5,3,5,4,C3,C2,C1,Barcelona,Spain,2022,2022-05-22,88.88888888888889,57.24617425836272,25.944443259259256,6.499745097245375,-4.5594965328726085,1.7210167164293553,30440.493827160495,13967.265852052009,8227.16049382716,15812.167069951283,23667.685273076444,16
0 days 00:26:36.565000,ALO,14,Alpine,81.043,2.0,1.0,22.413,30.54,28.09,SOFT,2.0,True,34.7,47.3,False,20.0,3.2,161,4.657,16,3,3,4,3,5,3,5,4,C3,C2,C1,Barcelona,Spain,2022,2022-05-22,88.61111111111111,57.05833425360937,35.0,6.3092165494354795,-3.977408193709161,2.059270127520936,30250.538011188273,13844.217908048351,8175.821084104939,15472.311130005868,23550.181014392307,17
0 days 00:33:31.571000,STR,18,Aston Martin,81.418,5.0,2.0,22.611,30.41,28.397,SOFT,2.0,True,35.0,47.5,False,18.0,3.7,170,4.657,16,3,3,4,3,5,3,5,4,C3,C2,C1,Barcelona,Spain,2022,2022-05-22,88.61111111111111,56.92423227558786,38.31597222222222,6.052638372404094,-6.109310021522505,1.4678861941122308,30250.538011188273,13733.340746352374,8175.821084104939,16561.25794094065,23541.77432857939,18
0 days 00:24:43.480000,ALB,23,Williams,81.645,2.0,1.0,22.57,30.748,28.327,SOFT,2.0,True,34.6,47.6,False,20.0,2.9,189,4.657,16,3,3,4,3,5,3,5,4,C3,C2,C1,Barcelona,Spain,2022,2022-05-22,89.72222222222221,56.75934402860922,25.859373333333334,6.081843530957325,-5.511884117629625,1.5611053197407165,31013.928520447527,13761.97555965425,8382.142843364196,16361.365930744169,24028.37529757801,19
0 days 00:33:10.593000,LAT,6,Williams,81.915,8.0,2.0,22.517,30.812,28.586,SOFT,2.0,True,35.0,47.5,False,18.0,3.7,170,4.657,16,3,3,4,3,5,3,5,4,C3,C2,C1,Barcelona,Spain,2022,2022-05-22,89.72222222222221,56.49980775337092,24.556944711111107,6.034669045143757,-4.080176568273918,1.7928631927498038,31013.928520447527,13704.095645168578,8382.142843364196,15504.757090272737,24033.00766153861,20
0 days 01:10:44.478000,LEC,16,Ferrari,71.376,20.0,4.0,18.872,33.738,18.766,SOFT,2.0,True,27.2,47.5,False,41.0,1.1,194,3.337,19,5,2,1,5,1,2,1,5,C6,C5,C4,Monaco,Monaco,2022,2022-05-29,79.44444444444444,45.80336087390312,18.88888888888889,5.60231815738043,-3.541740015478548,2.0152875002311332,24315.53352623457,9478.055009125754,6571.765817901234,12878.006554065627,19636.343866612493,1
0 days 01:11:06.438000,SAI,55,Ferrari,71.601,22.0,4.0,18.964,33.738,18.899,SOFT,2.0,True,26.7,47.4,False,42.0,1.0,0,3.337,19,5,2,1,5,1,2,1,5,C6,C5,C4,Monaco,Monaco,2022,2022-05-29,80.27777777777777,45.73498206097734,18.368055111111108,6.191459651933561,-3.8159973761584594,1.824075066340633,24828.325048225306,9445.639650947698,6710.358121141974,13413.235670475557,19943.55312537468,2
0 days 01:11:23.754000,PER,11,Red Bull Racing,71.629,20.0,5.0,18.909,33.891,18.829,SOFT,2.0,True,26.7,47.4,False,42.0,1.0,0,3.337,19,5,2,1,5,1,2,1,5,C6,C5,C4,Monaco,Monaco,2022,2022-05-29,80.55555555555556,45.606552974750535,21.14360791586335,6.886698294076495,-4.803089740559708,2.2121025912728345,25000.44463734568,9327.32056790906,6756.8769290123455,13440.394581807705,20181.38341431408,3
0 days 01:11:18.573000,VER,1,Red Bull Racing,71.666,20.0,5.0,18.987,33.827,18.852,SOFT,2.0,True,26.7,47.4,False,42.0,1.0,0,3.337,19,5,2,1,5,1,2,1,5,C6,C5,C4,Monaco,Monaco,2022,2022-05-29,80.0,45.658453332559915,17.5,5.912635799641085,-3.5464860167118997,1.9394275595701875,24656.800000000003,9449.806378465255,6664.0,13276.938826046891,19953.836391858666,4
0 days 01:17:25.973000,NOR,4,McLaren,71.849,25.0,7.0,19.126,33.77,18.953,SOFT,2.0,True,26.5,45.6,False,42.0,0.8,0,3.337,19,5,2,1,5,1,2,1,5,C6,C5,C4,Monaco,Monaco,2022,2022-05-29,79.44444444444444,45.43628022907371,15.833333333333332,6.747146468332177,-3.8968261243205347,1.880093793470266,24315.53352623457,9246.194226982587,6571.765817901234,13486.843361065725,19699.029787222633,5
0 days 01:18:18.311000,RUS,63,Mercedes,72.112,26.0,6.0,18.981,34.016,19.115,SOFT,2.0,True,26.6,45.3,False,42.0,0.3,0,3.337,19,5,2,1,5,1,2,1,5,C6,C5,C4,Monaco,Monaco,2022,2022-05-29,79.72222222222221,45.34771331640674,20.0,6.426777932841685,-4.325797147538823,1.9629391091992379,24485.869492669746,9415.273598242364,6617.8025655864185,13484.639813881096,19754.652042708334,6
0 days 01:13:21.653000,ALO,14,Alpine,72.247,19.0,6.0,19.08,34.086,19.081,SOFT,2.0,True,26.6,46.6,False,43.0,0.6,85,3.337,19,5,2,1,5,1,2,1,5,C6,C5,C4,Monaco,Monaco,2022,2022-05-29,79.72222222222221,45.32211781957611,19.763889777777777,6.522925620825907,-3.6687267937028873,1.7441552414391306,24485.869492669746,9315.254622749308,6617.8025655864185,13041.92426239157,19852.276321257323,7
0 days 01:12:21.327000,HAM,44,Mercedes,72.56,25.0,6.0,19.142,34.23,19.188,SOFT,7.0,False,26.7,47.0,False,42.0,0.6,197,3.337,19,5,2,1,5,1,2,1,5,C6,C5,C4,Monaco,Monaco,2022,2022-05-29,79.72222222222221,45.151540883919296,23.298610539682542,6.34908177302932,-3.9612278856535768,1.8765734399050602,24485.869492669746,9241.289194684503,6617.8025655864185,13321.993542053133,19770.426476766632,8
0 days 01:00:17.841000,VET,5,Aston Martin,72.613,20.0,5.0,19.337,34.096,19.18,SOFT,3.0,True,27.6,51.8,False,42.0,2.2,166,3.337,19,5,2,1,5,1,2,1,5,C6,C5,C4,Monaco,Monaco,2022,2022-05-29,79.72222222222221,45.085476768570636,18.753472296296295,5.723012646474641,-4.805643485735861,1.7458453155631877,24485.869492669746,9324.551370286115,6617.8025655864185,13562.171868383408,19800.36427413838,9
0 days 00:59:54.873000,OCO,31,Alpine,72.528,16.0,5.0,19.294,34.084,19.15,SOFT,2.0,True,27.4,51.8,False,43.0,1.2,181,3.337,19,5,2,1,5,1,2,1,5,C6,C5,C4,Monaco,Monaco,2022,2022-05-29,79.72222222222221,45.171567151051406,20.0,6.678654194810169,-3.343920840500858,2.4172566178461263,24485.869492669746,9198.625682174206,6617.8025655864185,13833.897869761586,19785.825226102093,10
0 days 00:57:27.281000,TSU,22,AlphaTauri,72.797,17.0,5.0,19.342,34.213,19.242,SOFT,2.0,True,27.4,51.2,False,45.0,0.0,0,3.337,19,5,2,1,5,1,2,1,5,C6,C5,C4,Monaco,Monaco,2022,2022-05-29,79.44444444444444,45.052892140476104,18.61111111111111,6.337292493948638,-3.7533193640945997,2.1481512301672243,24315.53352623457,9268.05523068629,6571.765817901234,13394.41620134981,19743.94929244994,11
0 days 01:00:32.822000,BOT,77,Alfa Romeo,72.909,16.0,5.0,19.31,34.445,19.154,SOFT,2.0,True,27.6,51.8,False,42.0,2.2,166,3.337,19,5,2,1,5,1,2,1,5,C6,C5,C4,Monaco,Monaco,2022,2022-05-29,79.44444444444444,44.876947511328396,18.333333333333332,6.4696641995192525,-4.000467824325633,1.8618295120994277,24315.53352623457,9023.178169182302,6571.765817901234,13798.919051245062,19992.130234491866,12
0 days 00:59:06.746000,MAG,20,Haas F1 Team,72.921,18.0,5.0,19.406,34.037,19.478,SOFT,3.0,True,27.4,51.8,False,43.0,1.2,181,3.337,19,5,2,1,5,1,2,1,5,C6,C5,C4,Monaco,Monaco,2022,2022-05-29,80.83333333333333,44.86741786493644,23.61111111111111,6.331130711172173,-4.375851529722699,1.9538375236058942,25173.15876736111,9276.942900176955,6803.55642361111,13635.688753387,20215.718203923254,13
0 days 00:59:50.468000,RIC,3,McLaren,72.964,20.0,5.0,19.447,34.357,19.16,SOFT,4.0,True,27.4,51.8,False,43.0,1.2,181,3.337,19,5,2,1,5,1,2,1,5,C6,C5,C4,Monaco,Monaco,2022,2022-05-29,80.0,44.771146971559716,20.555555555555554,6.1900995629344635,-4.6138283241920215,2.1723565022996376,24656.800000000003,9114.679857373707,6664.0,13718.401095220832,19933.354411826404,14
0 days 00:59:11.991000,MSC,47,Haas F1 Team,73.081,16.0,5.0,19.297,34.393,19.391,SOFT,3.0,True,27.4,51.8,False,43.0,1.2,181,3.337,19,5,2,1,5,1,2,1,5,C6,C5,C4,Monaco,Monaco,2022,2022-05-29,80.27777777777777,44.93053534118021,18.88888888888889,6.739243630581779,-3.5984888276486724,1.8538900133005314,24828.325048225306,9065.003298924683,6710.358121141974,13500.246220460333,20042.158274289788,15
0 days 00:37:51.752000,ALB,23,Williams,73.611,13.0,3.0,19.518,34.728,19.365,SOFT,2.0,True,26.0,44.9,False,51.0,0.0,254,3.337,19,5,2,1,5,1,2,1,5,C6,C5,C4,Monaco,Monaco,2022,2022-05-29,80.27777777777777,44.56191094334701,18.333333333333332,6.580452972202286,-4.384619410031377,2.1408864257789304,24828.325048225306,9003.366430259533,6710.358121141974,13745.904332645714,20070.321654169366,16
0 days 00:23:27.361000,GAS,10,AlphaTauri,73.66,5.0,1.0,19.71,34.553,19.397,SOFT,5.0,True,26.1,46.4,False,52.0,0.5,131,3.337,19,5,2,1,5,1,2,1,5,C6,C5,C4,Monaco,Monaco,2022,2022-05-29,80.27777777777777,44.52915834510518,17.077545185185183,6.250422289005675,-3.8129302133212812,1.9531820325830527,24828.325048225306,8766.497636730881,6710.358121141974,13346.192139765764,19901.591338353046,17
0 days 00:29:14.415000,STR,18,Aston Martin,73.678,7.0,2.0,19.612,34.571,19.495,SOFT,2.0,True,26.6,45.9,False,47.0,0.8,184,3.337,19,5,2,1,5,1,2,1,5,C6,C5,C4,Monaco,Monaco,2022,2022-05-29,80.0,44.4131328291222,18.055555555555554,6.383203721303128,-4.345172212719525,1.984822770140811,24656.800000000003,8903.200703716411,6664.0,14030.036301950448,19941.747016794805,18
0 days 00:37:59.345000,LAT,6,Williams,74.403,12.0,3.0,19.904,35.01,19.489,SOFT,2.0,True,26.0,44.9,False,51.0,0.0,254,3.337,19,5,2,1,5,1,2,1,5,C6,C5,C4,Monaco,Monaco,2022,2022-05-29,80.83333333333333,44.082475084245424,16.666666666666668,5.7784526430376255,-4.1963234776285825,1.7688770148355326,25173.15876736111,8778.485057691245,6803.55642361111,13989.81586014587,20177.982686425985,19
0 days 00:21:23.974000,ZHO,24,Alfa Romeo,75.606,4.0,1.0,20.382,35.354,19.87,SOFT,4.0,True,25.8,46.5,False,52.0,0.5,146,3.337,19,5,2,1,5,1,2,1,5,C6,C5,C4,Monaco,Monaco,2022,2022-05-29,79.44444444444444,43.31143509360745,17.769095555555555,5.5122687217728235,-3.400953899125762,1.963269252225734,24315.53352623457,8565.534868585448,6571.765817901234,13195.364329123524,19668.854904675653,20
0 days 01:27:40.320000,VER,1,Red Bull Racing,81.299,29.0,5.0,23.22,25.951,32.128,INTERMEDIATE,4.0,True,15.2,18.1,False,62.0,2.7,10,4.361,14,4,2,1,5,3,5,1,1,C6,C5,C4,Montréal,Canada,2022,2022-06-19,85.0,52.99476380375278,19.875,4.813212160066333,-3.8708447171748204,1.5034334491346872,27835.215625,12501.696750706202,7523.03125,14196.449590159595,21978.20687330247,1
