Driver,Team,LapTime,LapNumber,Stint,TyreLife,FreshTyre,Compound,TrackTemp,AirTemp,Sector1Time,Sector2Time,Sector3Time,Location,Year,Country,EventName,EventDate,TrackLenght,NumTurns,RaceDistance,NumLaps,Taction,AsphaltGrip,AsphaltAbrasion,TrackEvolution,TyreStress,Braking,LateralLoad,Downforce,Soft,Medium,Hard
BOT,Alfa Romeo,73.261,13.0,4.0,4.0,True,SOFT,51.0,27.2,19.485,34.489,19.287,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
VER,Red Bull Racing,72.353,14.0,3.0,6.0,False,SOFT,51.0,27.2,19.207,34.105,19.041,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
LEC,Ferrari,71.864,14.0,2.0,5.0,True,SOFT,51.0,27.2,18.907,33.928,19.029,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
RUS,Mercedes,73.769,16.0,3.0,5.0,True,SOFT,51.0,27.2,19.276,34.492,20.001,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
PER,Red Bull Racing,71.954,14.0,3.0,3.0,False,SOFT,51.0,27.4,18.967,34.045,18.942,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
RIC,McLaren,73.067,18.0,5.0,2.0,True,SOFT,51.2,27.4,19.405,34.373,19.289,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
NOR,McLaren,72.266,19.0,5.0,2.0,True,SOFT,51.2,27.4,19.188,34.131,18.947,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
TSU,AlphaTauri,72.797,17.0,5.0,2.0,True,SOFT,51.2,27.4,19.342,34.213,19.242,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
RUS,Mercedes,72.617,19.0,4.0,2.0,True,SOFT,51.8,27.4,19.221,34.207,19.189,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
MAG,Haas F1 Team,72.921,18.0,5.0,3.0,True,SOFT,51.8,27.4,19.406,34.037,19.478,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
MSC,Haas F1 Team,73.081,16.0,5.0,3.0,True,SOFT,51.8,27.4,19.297,34.393,19.391,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
ALO,Alpine,72.688,16.0,5.0,2.0,True,SOFT,51.8,27.4,19.318,34.309,19.061,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
RIC,McLaren,72.964,20.0,5.0,4.0,True,SOFT,51.8,27.4,19.447,34.357,19.16,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
OCO,Alpine,72.528,16.0,5.0,2.0,True,SOFT,51.8,27.4,19.294,34.084,19.15,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
HAM,Mercedes,72.595,21.0,5.0,4.0,True,SOFT,51.8,27.6,19.272,34.231,19.092,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
VET,Aston Martin,72.613,20.0,5.0,3.0,True,SOFT,51.8,27.6,19.337,34.096,19.18,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
SAI,Ferrari,72.322,19.0,3.0,5.0,True,SOFT,51.8,27.6,19.191,34.057,19.074,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
BOT,Alfa Romeo,72.909,16.0,5.0,2.0,True,SOFT,51.8,27.6,19.31,34.445,19.154,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
TSU,AlphaTauri,73.029,19.0,5.0,4.0,True,SOFT,51.8,27.6,19.453,34.263,19.313,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
VER,Red Bull Racing,72.117,17.0,4.0,2.0,True,SOFT,51.8,27.6,19.099,33.995,19.023,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
PER,Red Bull Racing,72.09,17.0,4.0,2.0,True,SOFT,51.8,27.6,18.972,34.035,19.083,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
LEC,Ferrari,71.376,20.0,4.0,2.0,True,SOFT,47.5,27.2,18.872,33.738,18.766,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
SAI,Ferrari,71.601,22.0,4.0,2.0,True,SOFT,47.4,26.7,18.964,33.738,18.899,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
NOR,McLaren,72.451,22.0,6.0,5.0,False,SOFT,47.4,26.7,19.159,34.322,18.97,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
VER,Red Bull Racing,71.666,20.0,5.0,2.0,True,SOFT,47.4,26.7,18.987,33.827,18.852,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
PER,Red Bull Racing,71.629,20.0,5.0,2.0,True,SOFT,47.4,26.7,18.909,33.891,18.829,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
HAM,Mercedes,72.56,25.0,6.0,7.0,False,SOFT,47.0,26.7,19.142,34.23,19.188,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
RUS,Mercedes,72.635,23.0,5.0,7.0,False,SOFT,47.0,26.7,19.256,34.18,19.199,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
VET,Aston Martin,72.732,24.0,6.0,3.0,True,SOFT,47.0,26.7,19.487,34.085,19.16,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
ALO,Alpine,72.247,19.0,6.0,2.0,True,SOFT,46.6,26.6,19.08,34.086,19.081,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
OCO,Alpine,73.047,19.0,6.0,5.0,False,SOFT,46.6,26.6,19.371,34.168,19.508,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
PER,Red Bull Racing,74.187,22.0,5.0,4.0,True,SOFT,46.6,26.7,18.904,34.284,20.999,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
VER,Red Bull Racing,71.903,23.0,6.0,2.0,True,SOFT,45.6,26.5,19.129,33.842,18.932,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
NOR,McLaren,71.849,25.0,7.0,2.0,True,SOFT,45.6,26.5,19.126,33.77,18.953,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
RUS,Mercedes,72.112,26.0,6.0,2.0,True,SOFT,45.3,26.6,18.981,34.016,19.115,Monaco,2022,Monaco,Monaco Grand Prix,2025-05-25,3.337,19,260.286,78,5,2,1,5,1,2,1,5,C6,C5,C4
ZHO,Alfa Romeo,81.065,2.0,1.0,2.0,True,SOFT,47.4,34.5,22.757,30.404,27.904,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
GAS,AlphaTauri,82.022,2.0,1.0,2.0,True,SOFT,47.4,34.5,22.694,30.895,28.433,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
TSU,AlphaTauri,81.836,2.0,1.0,2.0,True,SOFT,47.4,34.5,22.643,30.85,28.343,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
LAT,Williams,82.347,2.0,1.0,2.0,True,SOFT,47.6,34.5,22.679,31.022,28.646,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
PER,Red Bull Racing,80.447,2.0,1.0,2.0,True,SOFT,47.6,34.5,22.395,30.118,27.934,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
VER,Red Bull Racing,80.091,2.0,1.0,2.0,True,SOFT,47.7,34.5,22.163,30.047,27.881,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
SAI,Ferrari,79.892,2.0,1.0,2.0,True,SOFT,47.9,34.6,22.329,29.826,27.737,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
LEC,Ferrari,79.861,2.0,1.0,2.0,True,SOFT,47.9,34.6,22.333,29.923,27.605,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
NOR,McLaren,80.838,2.0,1.0,2.0,True,SOFT,47.9,34.6,22.384,30.304,28.15,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
STR,Aston Martin,81.939,2.0,1.0,2.0,True,SOFT,47.9,34.6,22.701,30.843,28.395,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
RIC,McLaren,81.275,2.0,1.0,2.0,True,SOFT,47.9,34.6,22.425,30.493,28.357,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
VET,Aston Martin,81.271,2.0,1.0,2.0,True,SOFT,47.6,34.6,22.374,30.484,28.413,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
BOT,Alfa Romeo,80.355,2.0,1.0,2.0,True,SOFT,47.6,34.6,22.345,30.127,27.883,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
HAM,Mercedes,80.252,2.0,1.0,2.0,True,SOFT,47.6,34.6,22.161,29.9,28.191,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
RUS,Mercedes,80.218,2.0,1.0,2.0,True,SOFT,47.6,34.6,22.15,30.12,27.948,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
MAG,Haas F1 Team,80.97,2.0,1.0,2.0,True,SOFT,47.6,34.6,22.852,30.123,27.995,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
ALB,Williams,81.645,2.0,1.0,2.0,True,SOFT,47.6,34.6,22.57,30.748,28.327,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
OCO,Alpine,80.88,2.0,1.0,2.0,True,SOFT,47.5,34.6,22.376,30.36,28.144,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
MSC,Haas F1 Team,82.337,2.0,1.0,2.0,True,SOFT,47.5,34.6,22.77,30.758,28.809,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
LAT,Williams,83.079,5.0,1.0,5.0,True,SOFT,47.5,34.6,22.648,31.511,28.92,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
ZHO,Alfa Romeo,80.813,5.0,2.0,2.0,True,SOFT,47.5,34.6,22.504,30.403,27.906,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
GAS,AlphaTauri,81.993,5.0,2.0,2.0,True,SOFT,47.3,34.7,22.45,30.859,28.684,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
TSU,AlphaTauri,81.15,5.0,2.0,2.0,True,SOFT,47.3,34.7,22.353,30.51,28.287,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
ALO,Alpine,81.043,2.0,1.0,2.0,True,SOFT,47.3,34.7,22.413,30.54,28.09,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
LAT,Williams,81.915,8.0,2.0,2.0,True,SOFT,47.5,35.0,22.517,30.812,28.586,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
MSC,Haas F1 Team,80.683,5.0,2.0,2.0,True,SOFT,47.5,35.0,22.365,30.43,27.888,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
MAG,Haas F1 Team,80.227,5.0,2.0,2.0,True,SOFT,47.5,35.0,22.452,30.061,27.714,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
STR,Aston Martin,81.418,5.0,2.0,2.0,True,SOFT,47.5,35.0,22.611,30.41,28.397,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
ZHO,Alfa Romeo,80.476,8.0,3.0,2.0,True,SOFT,47.5,35.0,22.376,30.23,27.87,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
VET,Aston Martin,80.954,5.0,2.0,2.0,True,SOFT,47.5,35.0,22.433,30.324,28.197,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
BOT,Alfa Romeo,80.447,5.0,2.0,5.0,False,SOFT,47.5,35.0,22.409,30.23,27.808,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
GAS,AlphaTauri,80.719,8.0,3.0,2.0,True,SOFT,47.5,35.0,22.304,30.346,28.069,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
RIC,McLaren,80.549,5.0,2.0,2.0,True,SOFT,47.5,35.0,22.251,30.259,28.039,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
TSU,AlphaTauri,80.707,8.0,3.0,2.0,True,SOFT,47.5,35.0,22.277,30.409,28.021,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
NOR,McLaren,82.886,5.0,2.0,2.0,True,SOFT,47.5,35.0,22.163,30.301,30.422,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
HAM,Mercedes,82.639,5.0,2.0,5.0,False,SOFT,47.5,35.0,23.483,30.566,28.59,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
ALB,Williams,82.429,5.0,2.0,2.0,True,SOFT,47.5,35.0,22.618,31.374,28.437,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
HAM,Mercedes,79.794,8.0,3.0,2.0,True,SOFT,47.4,34.7,22.115,29.723,27.956,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
RUS,Mercedes,79.47,7.0,3.0,2.0,True,SOFT,47.4,34.7,21.995,29.776,27.699,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
MSC,Haas F1 Team,80.436,8.0,3.0,2.0,True,SOFT,47.4,34.7,22.304,30.092,28.04,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
GAS,AlphaTauri,82.041,11.0,4.0,5.0,False,SOFT,47.4,34.7,22.722,30.873,28.446,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
TSU,AlphaTauri,81.539,11.0,4.0,5.0,False,SOFT,47.4,34.7,22.508,30.766,28.265,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
NOR,McLaren,80.471,8.0,3.0,2.0,True,SOFT,47.4,34.7,22.088,30.153,28.23,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
OCO,Alpine,81.037,5.0,2.0,2.0,True,SOFT,47.4,34.7,22.265,30.296,28.476,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
MAG,Haas F1 Team,80.429,8.0,3.0,2.0,True,SOFT,47.4,34.7,22.172,30.337,27.92,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
RIC,McLaren,80.752,8.0,3.0,2.0,True,SOFT,47.4,34.7,22.179,30.334,28.239,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
PER,Red Bull Racing,79.83,7.0,3.0,2.0,True,SOFT,47.4,34.7,22.048,29.954,27.828,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
ZHO,Alfa Romeo,81.16,11.0,4.0,5.0,False,SOFT,47.4,34.7,22.493,30.526,28.141,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
BOT,Alfa Romeo,80.053,8.0,3.0,2.0,True,SOFT,47.4,34.7,22.198,30.082,27.773,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
SAI,Ferrari,80.386,5.0,2.0,5.0,False,SOFT,47.4,34.7,22.276,30.21,27.9,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
LEC,Ferrari,79.969,5.0,2.0,5.0,False,SOFT,47.4,34.7,22.19,29.954,27.825,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
VER,Red Bull Racing,80.109,5.0,2.0,5.0,False,SOFT,47.4,34.7,22.222,30.09,27.797,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
OCO,Alpine,80.638,8.0,3.0,2.0,True,SOFT,47.6,35.0,22.353,30.389,27.896,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
SAI,Ferrari,79.453,8.0,3.0,2.0,True,SOFT,47.6,35.0,22.08,29.819,27.554,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
MSC,Haas F1 Team,80.568,11.0,4.0,2.0,True,SOFT,47.6,35.0,22.372,30.285,27.911,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
BOT,Alfa Romeo,80.47,11.0,4.0,5.0,False,SOFT,47.6,35.0,22.431,30.31,27.729,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
GAS,AlphaTauri,80.861,14.0,5.0,2.0,True,SOFT,46.8,34.7,22.422,30.404,28.035,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
TSU,AlphaTauri,80.639,14.0,5.0,2.0,True,SOFT,46.8,34.7,22.262,30.393,27.984,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
MAG,Haas F1 Team,79.81,11.0,4.0,2.0,True,SOFT,46.8,34.7,22.239,29.988,27.583,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
ZHO,Alfa Romeo,81.094,14.0,5.0,5.0,False,SOFT,46.8,34.7,22.578,30.503,28.013,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
RIC,McLaren,80.287,11.0,4.0,2.0,True,SOFT,46.8,34.7,22.243,30.158,27.886,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
NOR,McLaren,79.977,11.0,4.0,2.0,True,SOFT,46.8,34.7,22.218,29.991,27.768,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
VER,Red Bull Racing,79.219,8.0,3.0,2.0,True,SOFT,46.8,34.7,22.068,29.662,27.489,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
PER,Red Bull Racing,80.171,10.0,4.0,5.0,False,SOFT,46.8,34.7,22.273,30.178,27.72,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
MSC,Haas F1 Team,81.773,14.0,5.0,5.0,False,SOFT,46.9,34.5,22.88,30.667,28.226,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
MAG,Haas F1 Team,81.351,14.0,5.0,5.0,False,SOFT,46.9,34.5,22.581,30.647,28.123,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
HAM,Mercedes,79.664,11.0,4.0,2.0,True,SOFT,46.9,34.5,22.097,29.614,27.953,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
SAI,Ferrari,79.423,11.0,4.0,2.0,True,SOFT,46.9,34.5,22.176,29.645,27.602,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
RUS,Mercedes,79.603,10.0,4.0,2.0,True,SOFT,46.9,34.6,22.022,29.883,27.698,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
BOT,Alfa Romeo,79.856,14.0,5.0,2.0,True,SOFT,46.9,34.6,22.262,29.888,27.706,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
PER,Red Bull Racing,79.486,13.0,5.0,2.0,True,SOFT,46.9,34.6,22.122,29.762,27.602,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
VER,Red Bull Racing,79.073,11.0,4.0,2.0,True,SOFT,46.9,34.6,21.978,29.684,27.411,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
RIC,McLaren,80.297,14.0,5.0,2.0,True,SOFT,46.9,34.6,22.19,30.24,27.867,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
LEC,Ferrari,78.75,10.0,4.0,2.0,True,SOFT,46.5,34.6,22.004,29.41,27.336,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
SAI,Ferrari,79.166,14.0,5.0,2.0,True,SOFT,46.5,34.6,22.189,29.583,27.394,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
HAM,Mercedes,79.512,14.0,5.0,2.0,True,SOFT,46.5,34.6,22.095,29.596,27.821,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
MSC,Haas F1 Team,80.368,17.0,6.0,2.0,True,SOFT,46.5,34.6,22.275,30.205,27.888,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
MAG,Haas F1 Team,79.682,17.0,6.0,2.0,True,SOFT,46.5,34.6,22.115,30.006,27.561,Barcelona,2022,Spain,Spanish Grand Prix,2025-06-01,4.657,16,307.236,66,3,3,4,3,5,3,5,4,C3,C2,C1
