Driver,Team,LapTime,LapNumber,Stint,TyreLife,FreshTyre,Compound,TrackTemp,AirTemp,Sector1Time,Sector2Time,Sector3Time,Location,Year,Country,EventName,EventDate,TrackLenght,NumTurns,RaceDistance,NumLaps,Taction,AsphaltGrip,AsphaltAbrasion,TrackEvolution,TyreStress,Braking,LateralLoad,Downforce,Soft,Medium,Hard
PER,Red Bull Racing,79.307,2.0,1.0,2.0,True,SOFT,31.1,23.8,27.448,17.887,33.972,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
MAG,Haas F1 Team,80.548,4.0,1.0,4.0,True,SOFT,31.1,23.8,27.831,18.35,34.367,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
MSC,Haas F1 Team,80.267,4.0,1.0,4.0,True,SOFT,31.1,23.8,27.62,18.411,34.236,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALB,Williams,80.178,4.0,1.0,4.0,True,SOFT,31.5,23.8,27.591,18.005,34.582,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RIC,McLaren,79.798,2.0,1.0,2.0,True,SOFT,31.5,23.8,27.447,18.163,34.188,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
GAS,AlphaTauri,80.087,4.0,1.0,4.0,True,SOFT,31.5,23.8,27.672,18.127,34.288,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
LEC,Ferrari,78.881,4.0,1.0,4.0,True,SOFT,31.5,23.8,27.152,17.935,33.794,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ZHO,Alfa Romeo,80.56,4.0,1.0,4.0,True,SOFT,31.5,23.8,27.935,18.272,34.353,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
LAT,Williams,81.372,4.0,1.0,4.0,True,SOFT,31.5,23.8,27.719,18.192,35.461,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
OCO,Alpine,79.805,2.0,1.0,2.0,True,SOFT,31.5,23.8,27.552,18.016,34.237,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALO,Alpine,79.653,2.0,1.0,2.0,True,SOFT,31.5,23.8,27.477,17.87,34.306,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
BOT,Alfa Romeo,79.641,2.0,1.0,2.0,True,SOFT,31.3,23.8,27.337,18.119,34.185,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
VER,Red Bull Racing,78.925,4.0,1.0,4.0,True,SOFT,31.3,23.8,27.177,17.955,33.793,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
PER,Red Bull Racing,79.428,4.0,1.0,4.0,True,SOFT,31.3,23.8,27.289,17.991,34.148,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
NOR,McLaren,79.28,5.0,1.0,5.0,True,SOFT,31.0,23.8,27.145,18.133,34.002,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
SAI,Ferrari,78.983,6.0,1.0,6.0,True,SOFT,31.0,23.8,27.213,18.025,33.745,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
OCO,Alpine,79.605,4.0,1.0,4.0,True,SOFT,31.0,23.8,27.462,17.945,34.198,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALO,Alpine,79.192,4.0,1.0,4.0,True,SOFT,31.0,23.8,27.193,17.86,34.139,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HAM,Mercedes,80.066,3.0,1.0,3.0,True,SOFT,30.8,23.9,27.298,18.099,34.669,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RUS,Mercedes,79.702,3.0,1.0,3.0,True,SOFT,30.8,23.9,27.272,18.156,34.274,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RIC,McLaren,79.665,5.0,1.0,5.0,True,SOFT,30.8,23.9,27.451,18.194,34.02,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
BOT,Alfa Romeo,79.251,4.0,1.0,4.0,True,SOFT,30.8,23.9,27.193,18.019,34.039,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
VER,Red Bull Racing,78.58,6.0,1.0,6.0,True,SOFT,30.8,23.9,27.091,17.866,33.623,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
PER,Red Bull Racing,78.834,6.0,1.0,6.0,True,SOFT,30.7,23.8,27.198,17.946,33.69,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALB,Williams,80.135,7.0,2.0,2.0,True,SOFT,30.5,23.8,27.401,18.067,34.667,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HAM,Mercedes,79.401,5.0,1.0,5.0,True,SOFT,30.4,23.8,27.163,18.116,34.122,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
MAG,Haas F1 Team,80.254,7.0,2.0,2.0,True,SOFT,30.4,23.8,27.859,18.237,34.158,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
MSC,Haas F1 Team,80.104,7.0,2.0,2.0,True,SOFT,30.4,23.8,27.352,18.273,34.479,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
TSU,AlphaTauri,79.742,6.0,2.0,2.0,True,SOFT,30.4,23.8,27.33,18.104,34.308,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
GAS,AlphaTauri,79.775,7.0,2.0,2.0,True,SOFT,30.4,23.8,27.583,18.12,34.072,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RUS,Mercedes,79.405,5.0,1.0,5.0,True,SOFT,30.4,23.8,27.257,18.033,34.115,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ZHO,Alfa Romeo,79.91,7.0,2.0,2.0,True,SOFT,30.4,23.8,27.625,18.204,34.081,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
MAG,Haas F1 Team,80.299,10.0,3.0,2.0,True,SOFT,29.1,23.1,27.822,18.38,34.097,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RIC,McLaren,79.931,9.0,3.0,8.0,False,SOFT,29.1,23.1,27.534,18.168,34.229,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALB,Williams,80.212,10.0,3.0,2.0,True,SOFT,29.1,23.1,27.553,17.888,34.771,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
MSC,Haas F1 Team,80.173,10.0,3.0,2.0,True,SOFT,29.1,23.1,27.409,18.389,34.375,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
OCO,Alpine,79.845,8.0,3.0,8.0,False,SOFT,29.1,23.1,27.434,17.919,34.492,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
GAS,AlphaTauri,79.58,10.0,3.0,7.0,False,SOFT,29.1,23.1,27.419,18.049,34.112,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
VET,Aston Martin,81.149,2.0,1.0,2.0,True,SOFT,29.1,23.1,27.994,18.148,35.007,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ZHO,Alfa Romeo,80.184,10.0,3.0,5.0,False,SOFT,29.1,23.1,27.745,18.112,34.327,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
VER,Red Bull Racing,78.611,9.0,2.0,2.0,True,SOFT,29.0,23.0,27.11,17.831,33.67,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
PER,Red Bull Racing,78.961,9.0,2.0,2.0,True,SOFT,29.0,23.0,27.036,17.872,34.053,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
LEC,Ferrari,79.008,7.0,2.0,7.0,False,SOFT,29.0,23.0,27.084,17.927,33.997,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
SAI,Ferrari,79.207,9.0,2.0,9.0,False,SOFT,29.0,23.0,27.024,17.972,34.211,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
GAS,AlphaTauri,79.226,13.0,4.0,5.0,False,SOFT,29.0,23.0,27.317,18.086,33.823,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
OCO,Alpine,79.343,11.0,4.0,2.0,True,SOFT,29.0,23.0,27.191,17.937,34.215,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RIC,McLaren,79.166,12.0,4.0,3.0,False,SOFT,29.0,23.0,27.074,18.054,34.038,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
NOR,McLaren,79.067,8.0,2.0,2.0,True,SOFT,29.0,23.0,27.086,18.036,33.945,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALO,Alpine,78.815,8.0,3.0,2.0,True,SOFT,29.0,23.0,27.015,17.78,34.02,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
BOT,Alfa Romeo,79.41,7.0,2.0,2.0,True,SOFT,29.0,23.0,27.318,17.996,34.096,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HAM,Mercedes,79.211,11.0,3.0,3.0,True,SOFT,29.0,23.2,27.011,18.176,34.024,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
VER,Red Bull Racing,79.866,11.0,2.0,4.0,True,SOFT,29.1,23.2,27.054,17.871,34.941,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
PER,Red Bull Racing,78.34,11.0,2.0,4.0,True,SOFT,29.1,23.2,26.946,17.839,33.555,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RUS,Mercedes,79.076,12.0,3.0,4.0,True,SOFT,29.3,23.3,27.084,18.017,33.975,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
OCO,Alpine,79.417,13.0,4.0,4.0,True,SOFT,29.3,23.3,27.407,17.968,34.042,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
NOR,McLaren,79.215,10.0,2.0,4.0,True,SOFT,29.3,23.3,27.279,18.144,33.792,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HAM,Mercedes,79.316,13.0,3.0,5.0,True,SOFT,29.4,23.3,27.225,18.067,34.024,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
MSC,Haas F1 Team,80.585,16.0,5.0,2.0,True,SOFT,28.4,23.3,27.525,18.475,34.585,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
SAI,Ferrari,78.739,13.0,3.0,3.0,True,SOFT,28.2,23.2,26.968,18.064,33.707,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
BOT,Alfa Romeo,79.469,10.0,3.0,2.0,True,SOFT,28.2,23.2,27.129,18.067,34.273,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ZHO,Alfa Romeo,80.438,13.0,4.0,2.0,True,SOFT,28.2,23.2,27.642,18.282,34.514,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
LEC,Ferrari,78.606,11.0,3.0,3.0,True,SOFT,28.2,23.2,26.915,17.978,33.713,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RUS,Mercedes,82.378,16.0,4.0,3.0,True,SOFT,28.1,23.1,27.114,18.031,37.233,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
MSC,Haas F1 Team,80.465,18.0,5.0,4.0,True,SOFT,28.2,23.0,27.358,18.258,34.849,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
BOT,Alfa Romeo,79.914,12.0,3.0,4.0,True,SOFT,28.2,23.0,27.253,17.99,34.671,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
OCO,Alpine,79.136,16.0,5.0,2.0,True,SOFT,28.2,23.0,27.193,17.929,34.014,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
VER,Red Bull Racing,78.762,14.0,3.0,7.0,False,SOFT,28.2,23.0,27.086,17.797,33.879,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
GAS,AlphaTauri,79.794,18.0,5.0,4.0,True,SOFT,28.4,23.0,27.487,18.107,34.2,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ALO,Alpine,79.741,12.0,4.0,6.0,False,SOFT,28.4,23.0,27.31,17.824,34.607,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
SAI,Ferrari,78.469,15.0,3.0,5.0,True,SOFT,28.4,23.0,27.01,17.772,33.687,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RIC,McLaren,79.13,15.0,5.0,4.0,False,SOFT,28.4,23.0,27.236,17.981,33.913,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
NOR,McLaren,79.066,13.0,3.0,2.0,True,SOFT,28.4,23.0,27.244,17.971,33.851,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
ZHO,Alfa Romeo,80.155,15.0,4.0,4.0,True,SOFT,28.4,23.0,27.7,18.202,34.253,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
TSU,AlphaTauri,79.424,16.0,5.0,4.0,True,SOFT,28.4,23.0,27.079,18.098,34.247,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HAM,Mercedes,79.106,17.0,4.0,3.0,True,SOFT,28.4,23.0,27.237,18.059,33.81,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
VER,Red Bull Racing,78.399,17.0,4.0,2.0,True,SOFT,27.3,22.9,26.762,17.782,33.855,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
PER,Red Bull Racing,78.398,14.0,3.0,2.0,True,SOFT,27.3,22.9,26.999,17.886,33.513,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
OCO,Alpine,79.087,19.0,6.0,5.0,False,SOFT,26.9,22.9,27.173,17.993,33.921,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RIC,McLaren,79.032,18.0,6.0,5.0,False,SOFT,26.9,22.9,27.143,18.066,33.823,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
NOR,McLaren,79.092,16.0,4.0,5.0,False,SOFT,26.9,22.9,27.268,18.129,33.695,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HAM,Mercedes,79.294,21.0,5.0,7.0,False,SOFT,27.1,22.8,27.16,18.066,34.068,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
LEC,Ferrari,78.239,16.0,4.0,3.0,True,SOFT,27.1,22.8,26.838,17.988,33.413,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
PER,Red Bull Racing,78.24,18.0,4.0,2.0,True,SOFT,26.8,22.5,26.845,17.76,33.635,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HAM,Mercedes,79.046,25.0,6.0,3.0,True,SOFT,26.9,22.5,27.084,18.05,33.912,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RUS,Mercedes,79.004,23.0,6.0,3.0,True,SOFT,26.9,22.5,27.033,17.985,33.986,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
VER,Red Bull Racing,78.154,20.0,5.0,2.0,True,SOFT,26.9,22.5,26.865,17.792,33.497,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
SAI,Ferrari,79.408,21.0,5.0,2.0,True,SOFT,26.9,22.5,26.942,17.844,34.622,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
PER,Red Bull Racing,78.323,20.0,4.0,4.0,True,SOFT,26.9,22.5,27.041,17.802,33.48,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
NOR,McLaren,78.703,19.0,5.0,2.0,True,SOFT,26.9,22.5,27.047,17.991,33.665,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
LEC,Ferrari,77.868,20.0,5.0,3.0,True,SOFT,26.9,22.5,26.74,17.786,33.342,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RIC,McLaren,79.942,21.0,7.0,2.0,True,SOFT,26.9,22.5,27.257,18.138,34.547,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
OCO,Alpine,79.061,22.0,7.0,2.0,True,SOFT,26.9,22.5,26.96,17.963,34.138,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
RUS,Mercedes,78.933,25.0,6.0,5.0,True,SOFT,26.9,22.5,27.037,18.05,33.846,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
HAM,Mercedes,78.825,27.0,6.0,5.0,True,SOFT,26.9,22.5,26.975,18.0,33.85,Melbourne,2022,Australia,Australian Grand Prix,2025-03-16,5.278,14,306.124,58,2,2,2,3,3,2,3,3,C5,C4,C3
MAG,Haas F1 Team,80.388,2.0,1.0,2.0,True,SOFT,30.1,22.0,28.8,29.037,22.551,Shanghai,2022,China,Chinese Grand Prix,2025-03-23,5.451,16,305.066,56,3,3,3,5,4,4,4,3,C4,C3,C2
STR,Aston Martin,80.24,2.0,1.0,2.0,True,SOFT,30.1,22.0,28.78,28.943,22.517,Shanghai,2022,China,Chinese Grand Prix,2025-03-23,5.451,16,305.066,56,3,3,3,5,4,4,4,3,C4,C3,C2
TSU,AlphaTauri,80.58,2.0,1.0,2.0,True,SOFT,30.4,22.1,28.896,28.885,22.799,Shanghai,2022,China,Chinese Grand Prix,2025-03-23,5.451,16,305.066,56,3,3,3,5,4,4,4,3,C4,C3,C2
GAS,AlphaTauri,81.056,2.0,1.0,2.0,True,SOFT,30.4,22.1,28.93,29.267,22.859,Shanghai,2022,China,Chinese Grand Prix,2025-03-23,5.451,16,305.066,56,3,3,3,5,4,4,4,3,C4,C3,C2
MSC,Haas F1 Team,80.905,2.0,1.0,2.0,True,SOFT,30.4,22.1,28.903,29.473,22.529,Shanghai,2022,China,Chinese Grand Prix,2025-03-23,5.451,16,305.066,56,3,3,3,5,4,4,4,3,C4,C3,C2
VET,Aston Martin,80.797,2.0,1.0,2.0,True,SOFT,30.4,22.1,29.001,29.303,22.493,Shanghai,2022,China,Chinese Grand Prix,2025-03-23,5.451,16,305.066,56,3,3,3,5,4,4,4,3,C4,C3,C2
BOT,Alfa Romeo,79.93,2.0,1.0,2.0,True,SOFT,30.4,22.1,28.902,28.688,22.34,Shanghai,2022,China,Chinese Grand Prix,2025-03-23,5.451,16,305.066,56,3,3,3,5,4,4,4,3,C4,C3,C2
ZHO,Alfa Romeo,80.618,2.0,1.0,2.0,True,SOFT,30.4,22.1,29.194,29.002,22.422,Shanghai,2022,China,Chinese Grand Prix,2025-03-23,5.451,16,305.066,56,3,3,3,5,4,4,4,3,C4,C3,C2
